ID	CDSs_GENEMARKS
NC_048089	71
NC_048168	65
NC_048741	188
NC_048109	52
NC_048110	77
NC_048107	1
NC_048101	69
NC_048739	30
NC_048740	31
NC_048151	101
NC_048102	87
NC_049805	5
NC_049844	73
NC_048112	64
NC_048115	75
NC_048742	192
NC_048111	52
NC_048113	61
NC_048114	49
NC_048116	50
NC_048117	51
NC_048118	51
NC_048119	48
NC_048120	47
NC_048138	49
NC_026608	62
NC_049973	2
NC_048088	77
NC_042043	83
NC_047960	88
NC_047820	64
NC_048202	74
NC_021331	73
NC_048626	99
NC_048136	49
NC_048140	62
NC_048141	110
NC_048743	114
NC_048139	143
NC_048137	76
NC_048144	59
NC_048153	62
NC_049967	1
NC_049968	1
NC_049969	1
NC_049446	3
NC_049447	4
NC_048142	17
NC_049445	17
NC_048143	78
NC_049930	1
NC_048170	227
NC_048746	115
NC_047865	56
NC_048208	52
NC_048150	85
NC_048749	90
NC_048750	94
NC_048146	107
NC_048149	69
NC_048145	74
NC_048751	124
NC_048148	19
NC_048747	166
NC_048748	57
NC_049822	72
NC_048194	95
NC_048195	93
NC_048186	183
NC_048196	70
NC_048193	92
NC_048745	99
NC_048192	10
NC_049454	44
NC_049453	48
NC_049452	41
NC_049451	39
NC_049450	39
NC_049448	46
NC_049449	26
NC_048152	106
NC_048154	65
NC_048155	66
NC_048754	10
NC_048752	9
NC_048753	15
NC_048163	46
NC_048164	49
NC_048173	239
NC_049840	78
NC_049850	470
NC_049851	476
NC_049455	211
NC_048169	171
NC_048165	101
NC_048166	138
NC_048174	61
NC_048171	32
NC_049934	2
NC_049939	2
NC_049940	2
NC_049932	2
NC_049933	2
NC_049936	1
NC_049938	1
NC_049935	1
NC_048172	55
NC_049340	11
NC_048755	287
NC_048759	104
NC_048758	87
NC_048756	32
NC_048757	24
NC_042348	48
NC_042349	76
NC_042351	79
NC_042353	79
NC_048180	46
NC_048182	232
NC_048179	67
NC_048175	49
NC_048176	239
NC_048177	60
NC_048178	62
NC_048662	95
NC_048663	99
NC_048181	72
NC_048762	2
NC_048761	64
NC_048760	75
NC_048189	20
NC_048190	24
NC_048191	21
NC_048187	22
NC_048188	21
NC_042094	63
NC_042095	66
NC_048185	84
NC_048763	65
NC_048764	67
NC_049457	41
NC_049813	52
NC_049846	74
NC_049847	74
NC_049841	79
NC_049839	77
NC_048777	58
NC_048765	144
NC_048798	173
NC_048792	308
NC_048766	89
NC_048767	85
NC_048769	19
NC_048768	112
NC_048793	91
NC_048791	66
NC_048787	71
NC_048790	68
NC_048789	63
NC_048788	114
NC_048770	19
NC_048773	61
NC_048771	24
NC_048772	23
NC_048795	47
NC_048799	55
NC_049462	170
NC_048796	107
NC_049917	73
NC_050148	99
NC_048778	60
NC_049928	68
NC_049927	68
NC_048801	56
NC_048774	61
NC_048775	60
NC_048776	63
NC_049814	71
NC_048783	119
NC_048782	74
NC_048784	84
NC_048781	73
NC_048780	70
NC_049835	87
NC_049837	82
NC_049836	78
NC_049833	78
NC_049834	83
NC_049970	5
NC_049849	348
NC_049461	41
NC_048794	50
NC_048786	54
NC_049512	165
NC_049460	40
NC_049458	155
NC_049459	45
NC_048779	155
NC_049465	87
NC_048797	64
NC_048800	101
NC_049463	98
NC_049853	67
NC_048808	75
NC_049467	45
NC_049469	62
NC_049471	113
NC_049470	87
NC_048812	108
NC_048814	106
NC_048813	108
NC_048815	105
NC_048805	86
NC_048811	77
NC_048806	96
NC_048807	248
NC_049466	48
NC_049464	202
NC_048802	284
NC_048810	98
NC_048809	73
NC_049468	83
NC_049831	72
NC_048818	45
NC_049838	79
NC_048803	16
NC_048804	285
NC_048816	92
NC_048817	88
NC_049473	77
NC_048819	74
NC_048820	117
NC_049808	4
NC_049472	183
NC_049478	106
NC_048822	93
NC_048825	90
NC_048823	92
NC_048826	107
NC_048824	117
NC_049477	38
NC_049971	3
NC_049972	5
NC_049812	5
NC_049857	9
NC_049474	2
NC_049476	3
NC_049475	2
NC_048821	156
NC_049479	21
NC_049480	3
NC_049481	2
NC_049482	3
NC_049483	1
NC_049484	3
NC_049485	2
NC_049486	1
NC_049487	3
NC_049488	1
NC_049848	75
NC_048828	247
NC_042005	17
NC_005056	40
NC_000929	52
NC_017969	45
NC_016161	60
NC_008196	110
NC_001317	45
NC_049952	55
NC_049954	54
NC_049950	52
NC_049946	59
NC_049391	49
NC_049386	43
NC_049385	41
NC_049390	42
NC_049387	40
NC_049388	43
NC_049389	40
NC_049489	108
NC_049842	81
NC_048829	17
NC_048830	17
NC_048831	2
NC_048832	2
NC_048833	2
NC_048834	2
NC_048835	2
NC_048836	2
NC_048837	2
NC_048838	2
NC_048839	2
NC_048840	2
NC_048841	2
NC_048842	2
NC_048843	8
NC_048844	2
NC_049493	20
NC_049490	19
NC_049492	17
NC_049491	20
NC_048827	29
NC_049845	73
NC_049494	17
NC_049392	37
NC_049394	39
NC_049393	39
NC_049395	40
NC_048849	154
NC_048848	45
NC_049829	62
NC_049826	70
NC_049819	74
NC_049827	69
NC_049852	70
NC_048845	56
NC_049825	64
NC_049828	67
NC_049823	69
NC_049818	73
NC_049815	73
NC_049817	73
NC_049816	73
NC_049824	65
NC_049832	72
NC_048664	8
NC_048847	22
NC_048850	106
NC_048854	101
NC_048851	117
NC_049509	216
NC_048861	11
NC_048853	61
NC_048855	61
NC_048856	54
NC_048857	64
NC_048852	63
NC_048859	25
NC_048858	25
NC_049498	75
NC_048860	53
NC_049503	163
NC_049501	168
NC_048862	8
NC_048872	72
NC_049505	163
NC_048870	67
NC_049502	164
NC_048864	67
NC_048866	67
NC_049504	171
NC_048867	71
NC_048869	66
NC_049500	145
NC_049508	174
NC_049506	166
NC_048865	50
NC_048871	73
NC_049507	170
NC_049499	141
NC_048868	73
NC_049821	66
NC_048863	67
NC_049830	63
NC_050147	95
NC_050144	100
NC_050146	95
NC_050150	95
NC_050151	99
NC_050143	94
NC_048874	8
NC_048875	62
NC_048873	189
NC_048877	61
NC_048876	85
NC_048878	56
NC_049820	50
NC_049974	12
NC_047706	49
NC_047709	52
NC_047710	49
NC_047707	51
NC_047700	57
NC_047708	42
NC_047704	41
NC_047701	3
NC_047705	3
NC_047702	2
NC_047703	2
NC_047711	3
NC_049948	62
NC_049953	55
NC_049949	55
NC_049955	52
NC_050149	97
NC_049900	2
NC_048666	79
NC_041878	100
NC_015209	14
NC_011057	106
NC_013650	252
NC_013694	99
NC_014461	139
NC_015584	147
NC_028803	107
NC_018834	46
NC_018838	48
NC_028681	106
NC_024711	6
NC_021324	104
NC_000866	29
NC_004928	69
NC_010105	132
NC_012741	127
NC_014792	141
NC_052421	96
NC_052470	95
NC_052452	98
NC_052453	93
NC_052423	92
NC_052464	101
NC_052434	98
NC_052422	92
NC_052411	98
NC_052454	104
NC_052430	96
NC_052460	100
NC_052410	98
NC_052427	106
NC_052433	103
NC_052446	101
NC_052424	100
NC_052440	99
NC_052431	94
NC_052426	104
NC_052451	99
NC_052445	102
NC_052447	94
NC_052441	94
NC_052450	97
NC_052459	99
NC_052416	104
NC_052455	99
NC_052463	101
NC_052449	95
NC_052412	97
NC_052428	96
NC_052443	103
NC_052457	101
NC_052420	95
NC_052425	97
NC_052413	98
NC_052466	95
NC_052456	97
NC_052429	103
NC_052458	98
NC_052461	102
NC_052468	104
NC_052414	90
NC_052419	103
NC_052415	101
NC_052435	102
NC_052439	102
NC_052437	103
NC_052438	96
NC_052462	96
NC_052465	99
NC_052469	93
NC_052418	101
NC_052417	102
NC_052442	97
NC_052436	106
NC_052448	99
NC_052432	101
NC_052444	103
NC_052467	107
NC_041919	34
NC_048694	180
NC_031090	76
NC_031011	26
NC_031085	26
NC_030953	27
NC_012635	27
NC_049978	5
NC_012788	63
NC_014458	107
NC_014459	107
NC_023705	65
NC_023747	106
NC_023498	113
NC_028978	106
NC_028861	66
NC_028922	69
NC_028791	69
NC_028936	95
NC_052652	45
NC_052654	74
NC_052653	48
NC_052655	48
NC_052656	81
NC_052657	51
NC_052658	69
NC_052659	66
NC_052660	77
NC_052661	74
NC_052662	78
NC_052663	48
NC_052940	31
NC_052932	30
NC_052939	29
NC_052937	30
NC_052941	32
NC_052935	30
NC_052933	30
NC_052936	30
NC_052938	32
NC_052934	28
NC_052965	87
NC_052966	89
NC_052967	95
NC_052964	102
NC_052980	64
NC_052991	66
NC_052992	78
NC_053005	78
NC_052997	82
NC_052998	80
NC_053002	82
NC_052968	104
NC_052976	79
NC_052988	86
NC_052975	82
NC_052981	65
NC_052987	86
NC_052971	93
NC_052969	102
NC_052970	93
NC_052972	95
NC_053012	92
NC_053000	81
NC_053001	82
NC_053004	79
NC_052990	80
NC_052985	84
NC_053011	86
NC_052984	80
NC_053013	89
NC_052977	73
NC_053014	81
NC_052983	64
NC_052973	78
NC_053015	87
NC_052982	87
NC_052989	85
NC_053008	79
NC_053009	70
NC_053010	73
NC_052986	82
NC_052979	68
NC_053003	79
NC_052994	79
NC_052995	80
NC_052996	80
NC_052993	78
NC_052999	82
NC_053006	78
NC_053007	77
NC_053174	86
NC_053173	86
NC_053172	76
NC_053241	93
NC_053245	88
NC_053237	92
NC_053239	88
NC_053238	91
NC_053234	90
NC_053211	86
NC_053240	91
NC_053249	94
NC_053248	93
NC_053243	86
NC_053242	92
NC_053244	94
NC_053209	85
NC_053247	97
NC_053235	87
NC_053236	91
NC_053210	88
NC_053246	106
NC_053503	99
NC_053504	147
NC_053515	179
NC_053508	147
NC_053507	153
NC_053505	146
NC_053512	128
NC_053510	135
NC_053511	159
NC_053509	158
NC_053514	180
NC_053513	172
NC_053516	170
NC_053506	150
NC_031253	148
NC_031028	64
NC_054146	72
NC_054393	140
NC_054149	72
NC_054392	63
NC_054147	69
NC_054148	70
NC_054421	64
NC_054427	63
NC_054426	64
NC_054422	68
NC_054429	63
NC_054428	62
NC_054431	29
NC_054418	64
NC_054420	63
NC_054424	66
NC_054430	64
NC_054433	93
NC_054419	64
NC_054425	63
NC_054432	85
NC_054423	68
NC_054434	87
NC_054436	84
NC_054435	81
NC_054438	92
NC_054437	79
NC_054440	63
NC_054443	69
NC_054442	64
NC_054439	71
NC_054447	68
NC_054441	67
NC_054444	69
NC_054445	69
NC_054446	68
NC_054452	69
NC_054449	77
NC_054455	74
NC_054450	76
NC_054451	78
NC_054453	77
NC_054456	72
NC_054448	69
NC_054454	74
NC_054460	78
NC_054458	83
NC_054459	82
NC_054461	83
NC_054464	66
NC_054465	89
NC_054466	76
NC_054463	69
NC_054462	67
NC_054645	71
NC_054637	75
NC_054639	67
NC_054636	72
NC_054644	66
NC_054651	70
NC_054643	69
NC_054640	71
NC_054642	66
NC_054652	66
NC_054647	66
NC_054650	73
NC_054641	69
NC_054638	66
NC_054646	68
NC_054648	75
NC_054653	72
NC_054649	73
NC_054654	62
NC_054681	87
NC_054674	87
NC_054664	89
NC_054668	90
NC_054663	92
NC_054665	92
NC_054677	88
NC_054662	94
NC_054671	94
NC_054680	85
NC_054656	89
NC_054661	90
NC_054670	97
NC_054660	88
NC_054666	95
NC_054655	92
NC_054678	84
NC_054669	98
NC_054675	87
NC_054667	89
NC_054672	88
NC_054673	85
NC_054657	98
NC_054658	93
NC_054676	85
NC_054659	86
NC_054679	84
NC_054714	277
NC_054715	273
NC_054716	257
NC_054717	258
NC_054722	258
NC_054720	251
NC_054719	249
NC_054718	260
NC_054721	261
NC_054724	238
NC_054723	242
NC_054727	206
NC_054726	223
NC_054725	240
NC_054772	94
NC_054759	92
NC_054778	85
NC_054782	110
NC_054773	102
NC_054774	98
NC_054781	111
NC_054761	94
NC_054780	102
NC_054775	100
NC_054770	95
NC_054760	99
NC_054776	94
NC_054779	108
NC_054777	93
NC_054771	94
NC_054762	72
NC_054785	102
NC_054793	98
NC_054791	99
NC_054792	89
NC_054788	84
NC_054787	100
NC_054786	99
NC_054784	91
NC_054790	99
NC_054783	111
NC_054789	90
NC_054794	96
NC_054795	102
NC_054796	87
NC_054797	98
NC_054798	95
NC_054799	96
NC_054800	98
NC_054801	96
NC_054802	94
NC_054803	95
NC_054804	94
NC_054805	109
NC_054806	107
NC_054807	93
NC_054808	106
NC_054809	101
NC_054810	107
NC_054811	104
NC_054812	109
NC_054813	104
NC_054814	102
NC_054815	101
NC_003438	9
NC_001341	5
NC_003793	14
NC_001365	14
NC_001270	15
NC_009987	11
NC_002515	13
NC_001447	18
NC_001942	17
NC_005964	24
NC_001798	98
NC_030692	5
NC_027892	6
NC_029642	5
NC_001607	5
NC_029549	2
NC_029550	2
NC_029551	2
NC_029552	2
NC_029553	2
NC_029570	2
NC_029554	2
NC_029555	2
NC_029558	2
NC_029559	2
NC_029560	2
NC_029561	2
NC_029571	2
NC_029572	2
NC_029573	2
NC_029567	2
NC_029562	2
NC_029568	2
NC_029563	2
NC_029564	2
NC_029565	2
NC_029566	2
NC_029556	2
NC_029557	2
NC_029569	2
NC_029574	2
NC_029575	2
NC_029578	5
NC_029617	7
NC_030691	5
NC_017862	6
NC_017936	3
NC_017937	7
NC_017938	2
NC_017939	2
NC_029648	4
NC_017977	2
NC_017967	2
NC_017970	2
NC_017988	2
NC_017989	2
NC_017987	4
NC_017993	6
NC_017994	5
NC_029691	5
NC_017916	4
NC_017914	5
NC_017917	4
NC_017913	3
NC_011348	4
NC_017995	6
NC_017996	7
NC_017997	7
NC_017990	2
NC_017991	2
NC_029803	3
NC_029804	4
NC_029783	9
NC_029782	2
NC_029797	3
NC_029799	2
NC_029800	3
NC_038232	3
NC_029802	2
NC_029801	3
NC_018072	3
NC_018071	3
NC_018070	2
NC_029853	5
NC_029852	5
NC_029854	2
NC_018074	6
NC_018075	6
NC_018076	6
NC_029994	5
NC_029991	2
NC_029996	119
NC_029995	3
NC_029993	7
NC_029992	8
NC_029997	94
NC_029936	2
NC_029931	2
NC_029935	2
NC_029900	4
NC_029901	2
NC_037612	2
NC_037613	3
NC_029903	2
NC_037614	2
NC_037615	3
NC_029932	2
NC_029933	2
NC_036636	2
NC_029921	2
NC_029922	2
NC_029923	2
NC_029924	2
NC_029925	2
NC_029928	2
NC_029929	2
NC_029930	2
NC_029927	2
NC_029926	2
NC_035887	5
NC_035888	3
NC_029905	2
NC_029906	5
NC_029911	2
NC_029912	2
NC_029913	2
NC_029916	2
NC_029915	2
NC_029917	2
NC_029918	2
NC_029919	2
NC_029914	2
NC_029920	3
NC_029907	2
NC_037579	2
NC_037580	2
NC_037581	3
NC_037582	2
NC_037588	2
NC_037585	2
NC_037586	2
NC_037587	2
NC_029904	2
NC_037589	2
NC_037583	2
NC_037584	2
NC_029989	3
NC_029990	5
NC_030152	2
NC_030159	2
NC_030160	2
NC_030161	2
NC_030162	2
NC_030153	2
NC_030154	2
NC_030155	2
NC_030157	2
NC_030158	2
NC_030163	2
NC_030156	2
NC_030115	3
NC_030236	2
NC_030229	5
NC_030126	3
NC_030139	4
NC_030146	4
NC_030142	4
NC_030141	4
NC_030145	4
NC_030143	4
NC_030140	5
NC_030144	3
NC_030147	5
NC_030138	3
NC_030118	2
NC_030117	66
NC_030148	11
NC_030151	6
NC_030127	4
NC_030201	3
NC_030199	3
NC_030200	79
NC_030203	3
NC_030205	6
NC_030202	3
NC_030295	3
NC_030296	5
NC_030291	2
NC_030292	8
NC_030294	4
NC_030297	2
NC_030293	2
NC_030308	2
NC_018082	2
NC_018090	4
NC_018091	2
NC_018093	2
NC_030224	3
NC_030238	5
NC_030242	2
NC_030244	2
NC_030235	3
NC_030234	2
NC_030233	3
NC_030232	3
NC_030225	6
NC_030240	112
NC_030231	7
NC_030243	2
NC_030245	2
NC_030226	2
NC_030228	2
NC_030227	2
NC_030290	2
NC_023295	4
NC_027059	2
NC_023300	2
NC_023301	2
NC_023302	2
NC_023304	2
NC_023306	2
NC_023307	1
NC_023299	2
NC_023305	1
NC_023296	2
NC_023297	1
NC_023298	1
NC_023308	2
NC_023309	2
NC_023310	2
NC_023303	2
NC_023311	2
NC_027026	3
NC_027016	174
NC_027040	3
NC_027054	2
NC_023312	3
NC_026942	6
NC_026944	4
NC_026947	2
NC_026946	5
NC_026945	3
NC_026943	5
NC_027199	6
NC_027198	5
NC_027208	3
NC_027209	3
NC_027211	5
NC_027210	2
NC_027117	9
NC_027123	5
NC_027121	10
NC_027122	4
NC_027131	4
NC_027133	2
NC_027141	2
NC_027142	3
NC_027140	2
NC_027124	9
NC_027128	2
NC_027126	2
NC_027138	2
NC_027139	2
NC_027135	3
NC_027137	2
NC_027134	3
NC_027136	2
NC_027129	3
NC_027214	2
NC_027212	3
NC_027215	4
NC_027428	3
NC_027426	4
NC_027427	3
NC_027432	1
NC_027431	2
NC_027430	3
NC_027429	5
NC_027534	2
NC_027535	2
NC_027537	2
NC_027538	2
NC_027549	2
NC_027550	2
NC_027552	2
NC_027551	2
NC_027536	2
NC_027548	2
NC_027563	2
NC_027565	2
NC_027566	2
NC_027564	2
NC_027553	2
NC_027567	2
NC_027568	2
NC_027569	2
NC_027571	2
NC_027573	2
NC_027576	2
NC_027574	2
NC_027570	2
NC_027572	2
NC_027532	4
NC_027528	5
NC_027527	4
NC_027533	2
NC_027539	2
NC_027540	2
NC_027543	2
NC_027545	2
NC_027546	2
NC_027547	2
NC_027542	2
NC_027544	2
NC_027541	2
NC_027531	5
NC_027530	3
NC_027619	2
NC_027631	3
NC_027701	3
NC_027714	4
NC_027710	4
NC_027712	9
NC_027713	2
NC_027706	2
NC_027711	4
NC_027702	1
NC_027703	5
NC_027720	3
NC_027719	3
NC_027718	2
NC_027776	4
NC_027777	3
NC_027783	3
NC_027789	3
NC_027793	3
NC_027791	3
NC_027787	3
NC_027782	3
NC_027785	4
NC_027784	2
NC_027795	3
NC_027796	2
NC_027781	3
NC_027802	2
NC_027808	2
NC_027809	2
NC_027810	2
NC_035937	2
NC_035938	2
NC_035939	2
NC_035935	2
NC_035936	2
NC_027816	2
NC_027804	2
NC_027805	2
NC_027806	2
NC_027811	2
NC_027812	2
NC_027813	2
NC_027803	2
NC_027807	2
NC_027814	2
NC_027815	2
NC_027779	5
NC_027790	2
NC_027799	3
NC_027797	3
NC_027780	3
NC_027798	3
NC_027800	3
NC_027792	3
NC_027786	3
NC_027794	3
NC_027788	3
NC_027801	3
NC_027822	2
NC_027823	2
NC_027916	105
NC_027915	2
NC_027821	3
NC_027818	2
NC_027820	4
NC_027920	2
NC_030690	5
NC_029255	70
NC_027924	7
NC_027923	115
NC_027917	2
NC_027919	2
NC_027918	2
NC_027926	2
NC_027927	3
NC_027922	3
NC_027928	2
NC_027929	2
NC_027930	3
NC_027921	2
NC_027998	3
NC_028044	3
NC_028045	3
NC_028046	3
NC_028099	65
NC_028097	2
NC_028098	3
NC_028115	2
NC_028126	5
NC_028125	6
NC_028134	3
NC_028133	2
NC_028124	3
NC_028114	5
NC_028111	5
NC_028129	4
NC_028119	5
NC_028117	5
NC_028132	1
NC_028131	1
NC_028116	2
NC_028128	2
NC_028130	2
NC_028123	5
NC_028120	4
NC_028127	5
NC_030688	5
NC_028368	2
NC_028374	2
NC_028371	3
NC_028376	2
NC_028365	2
NC_028364	2
NC_028363	2
NC_028378	3
NC_028372	2
NC_028370	2
NC_028377	2
NC_028367	2
NC_028373	2
NC_028369	2
NC_028375	2
NC_028387	3
NC_028382	2
NC_028383	2
NC_028386	2
NC_028384	3
NC_028385	3
NC_028389	2
NC_028388	2
NC_028391	2
NC_028392	3
NC_028396	2
NC_028397	2
NC_028393	2
NC_028398	2
NC_028399	2
NC_028394	3
NC_028395	2
NC_028402	3
NC_028400	2
NC_028401	3
NC_028136	3
NC_028144	2
NC_028145	2
NC_028142	4
NC_028143	3
NC_028141	3
NC_028140	4
NC_028137	2
NC_028138	3
NC_004732	4
NC_028146	2
NC_028139	2
NC_028240	2
NC_028230	6
NC_028243	5
NC_028232	6
NC_028242	3
NC_028239	9
NC_028236	6
NC_028241	11
NC_028244	9
NC_028231	7
NC_028249	7
NC_028246	9
NC_028253	2
NC_028252	2
NC_028250	2
NC_028251	2
NC_028255	6
NC_028265	5
NC_028264	4
NC_028263	4
NC_028261	3
NC_028260	4
NC_028259	5
NC_028267	7
NC_028271	1
NC_028262	4
NC_028266	5
NC_028362	7
NC_028470	3
NC_028467	3
NC_028490	2
NC_028488	3
NC_028486	3
NC_028485	3
NC_028483	3
NC_028481	3
NC_028480	3
NC_028491	93
NC_028476	2
NC_028474	1
NC_028472	3
NC_028471	2
NC_028475	4
NC_028473	2
NC_028478	5
NC_028482	5
NC_028477	3
NC_028494	2
NC_028499	2
NC_028495	2
NC_028496	2
NC_028497	2
NC_028500	2
NC_028636	114
NC_028635	5
NC_028649	5
NC_028462	3
NC_028492	6
NC_028466	2
NC_037570	2
NC_037571	2
NC_037572	2
NC_028465	2
NC_037574	3
NC_037576	3
NC_037577	2
NC_037578	2
NC_037573	2
NC_037575	2
NC_023339	5
NC_028752	7
NC_028650	3
NC_029122	2
NC_029123	2
NC_029124	2
NC_028891	15
NC_028975	4
NC_028868	4
NC_028949	2
NC_028989	5
NC_028921	3
NC_028973	3
NC_028981	2
NC_028970	2
NC_028964	2
NC_028806	7
NC_029034	3
NC_029037	3
NC_029035	3
NC_028948	3
NC_028867	7
NC_028824	7
NC_028814	7
NC_028833	8
NC_028811	7
NC_029038	2
NC_029036	2
NC_028985	4
NC_029051	2
NC_029132	84
NC_029053	7
NC_029052	3
NC_029109	3
NC_029108	3
NC_029096	3
NC_029095	2
NC_029064	2
NC_029117	5
NC_029105	3
NC_037611	3
NC_029125	4
NC_029126	3
NC_029089	4
NC_029088	5
NC_029087	5
NC_029086	5
NC_029085	4
NC_029082	2
NC_037616	2
NC_037617	3
NC_029063	2
NC_029128	2
NC_029129	3
NC_029127	2
NC_029076	2
NC_029115	2
NC_029114	2
NC_029112	2
NC_029111	3
NC_029110	3
NC_029133	4
NC_029131	3
NC_029300	3
NC_029303	4
NC_029301	2
NC_029302	4
NC_029304	97
NC_029311	80
NC_029312	3
NC_029313	2
NC_024910	2
NC_024911	2
NC_024912	2
NC_024914	2
NC_024916	2
NC_024917	2
NC_024918	2
NC_024919	2
NC_024920	2
NC_023420	2
NC_024913	2
NC_024915	2
NC_023421	2
NC_023422	3
NC_029306	3
NC_029307	3
NC_029309	3
NC_033620	101
NC_033618	2
NC_033619	2
NC_033776	3
NC_033781	5
NC_033783	2
NC_033785	2
NC_033786	2
NC_033787	2
NC_033788	2
NC_033789	2
NC_033790	2
NC_033791	2
NC_033784	2
NC_033782	2
NC_033779	4
NC_033777	4
NC_033792	4
NC_033740	6
NC_033706	5
NC_033701	6
NC_033727	4
NC_033732	2
NC_033709	5
NC_033711	5
NC_033702	2
NC_033712	4
NC_033714	5
NC_033717	5
NC_033718	2
NC_033708	2
NC_033748	2
NC_033751	3
NC_033731	8
NC_033735	5
NC_033733	3
NC_033710	4
NC_033707	5
NC_033749	3
NC_033750	2
NC_033713	3
NC_033722	3
NC_033764	2
NC_033765	2
NC_033766	2
NC_033767	2
NC_033769	2
NC_033768	2
NC_033762	3
NC_033763	3
NC_033760	2
NC_033761	2
NC_033759	2
NC_033756	2
NC_033757	2
NC_033758	3
NC_033725	2
NC_033729	2
NC_033772	3
NC_033773	3
NC_033774	2
NC_033745	6
NC_033744	5
NC_033741	5
NC_033746	5
NC_033747	4
NC_033742	4
NC_033743	4
NC_033736	4
NC_033739	5
NC_033738	4
NC_033696	5
NC_033695	2
NC_033720	3
NC_033716	2
NC_033700	6
NC_033734	3
NC_033704	3
NC_033705	6
NC_033753	2
NC_033754	2
NC_033730	3
NC_033728	4
NC_033703	4
NC_033719	4
NC_033752	3
NC_033755	2
NC_018102	5
NC_018105	4
NC_033793	2
NC_033824	3
NC_033823	2
NC_033820	2
NC_033828	2
NC_033830	2
NC_033831	3
NC_033847	2
NC_033851	2
NC_033852	2
NC_033816	2
NC_033815	4
NC_033822	2
NC_033827	2
NC_033829	88
NC_033832	3
NC_033833	3
NC_033834	2
NC_033821	4
NC_033817	1
NC_018136	2
NC_018137	3
NC_018138	2
NC_018151	5
NC_018173	4
NC_018174	6
NC_018175	4
NC_018176	2
NC_034017	2
NC_018226	2
NC_034161	2
NC_034160	3
NC_034155	5
NC_034158	4
NC_034159	2
NC_034167	2
NC_034215	2
NC_034214	2
NC_034210	3
NC_034216	2
NC_034217	2
NC_034219	6
NC_034218	5
NC_034221	5
NC_034220	4
NC_034222	2
NC_034223	2
NC_034224	3
NC_034225	2
NC_034240	8
NC_034243	4
NC_018403	2
NC_018404	3
NC_018402	2
NC_018401	3
NC_018382	3
NC_018399	4
NC_018384	2
NC_018383	2
NC_034265	5
NC_034266	135
NC_034267	2
NC_034253	5
NC_034247	5
NC_034246	5
NC_034250	2
NC_034245	2
NC_034254	2
NC_034255	2
NC_034256	2
NC_034261	2
NC_034262	2
NC_034263	2
NC_034252	3
NC_034251	5
NC_034264	4
NC_034273	2
NC_018448	4
NC_018450	3
NC_018449	5
NC_018456	3
NC_018457	4
NC_018458	6
NC_018481	3
NC_018484	2
NC_018482	2
NC_018483	3
NC_018455	2
NC_018461	2
NC_018462	2
NC_018466	2
NC_018459	2
NC_018460	2
NC_018465	2
NC_018464	2
NC_018467	2
NC_018463	2
NC_018476	2
NC_018477	2
NC_018478	2
NC_034375	4
NC_034378	5
NC_034377	5
NC_034376	4
NC_034381	2
NC_034384	2
NC_023425	3
NC_023435	4
NC_023434	3
NC_023433	3
NC_023432	3
NC_023431	3
NC_023429	3
NC_023428	3
NC_023430	3
NC_023427	3
NC_023436	3
NC_030311	3
NC_030310	5
NC_030309	3
NC_030378	2
NC_030379	3
NC_030380	3
NC_030392	3
NC_023441	5
NC_023442	104
NC_023440	4
NC_023443	2
NC_030396	2
NC_030395	2
NC_030393	1
NC_030398	3
NC_030400	2
NC_030402	3
NC_030405	2
NC_030406	2
NC_030407	3
NC_030409	2
NC_030410	2
NC_030413	2
NC_030415	2
NC_030411	2
NC_030412	2
NC_030414	2
NC_030408	2
NC_030391	2
NC_030399	2
NC_030397	2
NC_030447	4
NC_030448	3
NC_030479	2
NC_030480	2
NC_030462	4
NC_030648	1
NC_030655	2
NC_030657	2
NC_030658	2
NC_030659	2
NC_030660	2
NC_030661	2
NC_030662	2
NC_030663	2
NC_030654	5
NC_030651	2
NC_030650	3
NC_030649	1
NC_030653	2
NC_030693	3
NC_030697	2
NC_030699	5
NC_030701	6
NC_030745	2
NC_030744	2
NC_030742	4
NC_030749	5
NC_030748	3
NC_030746	4
NC_030747	3
NC_030750	2
NC_030752	2
NC_030793	3
NC_030801	6
NC_030800	6
NC_030799	7
NC_030798	6
NC_030797	6
NC_030796	6
NC_030795	7
NC_030794	2
NC_030838	4
NC_030837	3
NC_030840	2
NC_030847	2
NC_030839	5
NC_030844	3
NC_030843	2
NC_030922	3
NC_030926	5
NC_030938	2
NC_030864	3
NC_030863	2
NC_030862	1
NC_030861	2
NC_030873	4
NC_030876	2
NC_030875	2
NC_030872	2
NC_030871	3
NC_030870	2
NC_030869	3
NC_030868	3
NC_030867	3
NC_030877	2
NC_030882	2
NC_030878	2
NC_030879	2
NC_030866	2
NC_030865	2
NC_030887	3
NC_030888	2
NC_030891	3
NC_031093	6
NC_031088	6
NC_031141	2
NC_031142	3
NC_031083	6
NC_031138	2
NC_031139	2
NC_031136	4
NC_031135	2
NC_031079	6
NC_031130	2
NC_031134	2
NC_031106	2
NC_031105	2
NC_031089	4
NC_031221	2
NC_031222	2
NC_031217	5
NC_031218	2
NC_031220	2
NC_031216	7
NC_031215	7
NC_031214	5
NC_031244	6
NC_031225	7
NC_031283	7
NC_031282	7
NC_031278	7
NC_031295	2
NC_031298	2
NC_031276	3
NC_031293	2
NC_031294	2
NC_031287	2
NC_031292	2
NC_031291	2
NC_031288	2
NC_031248	6
NC_031275	6
NC_031273	5
