ID	CDSs_AUGUSTUS_SAUREUS
NC_049369	52
NC_049370	53
NC_049371	66
NC_049372	63
NC_049373	58
NC_049374	59
NC_049375	52
NC_049376	59
NC_049377	53
NC_049378	201
NC_049379	108
NC_049380	105
NC_049381	51
NC_049382	194
NC_049383	307
NC_049384	185
NC_049385	33
NC_049386	34
NC_049387	33
NC_049388	33
NC_049389	30
NC_049390	35
NC_049391	40
NC_049392	32
NC_049393	32
NC_049394	35
NC_049395	38
NC_049396	189
NC_049397	65
NC_049398	52
NC_049399	61
NC_049400	55
NC_049401	53
NC_049402	63
NC_049403	59
NC_049404	61
NC_049405	67
NC_049406	56
NC_049407	58
NC_049408	60
NC_049409	54
NC_049410	50
NC_049411	55
NC_049412	54
NC_049413	56
NC_049414	51
NC_049415	52
NC_049416	52
NC_049417	54
NC_049418	55
NC_049419	55
NC_049420	52
NC_049421	52
NC_049422	54
NC_049423	55
NC_049424	51
NC_049425	54
NC_049426	53
NC_049427	193
NC_049428	199
NC_049429	30
NC_049430	100
NC_049431	95
NC_049432	25
NC_049433	187
NC_049434	58
NC_049435	76
NC_049436	64
NC_049437	186
NC_049438	253
NC_049439	188
NC_049440	183
NC_049441	252
NC_049442	46
NC_049443	183
NC_049444	87
NC_049445	253
NC_049446	57
NC_049447	61
NC_049448	37
NC_049449	19
NC_049450	35
NC_049451	31
NC_049452	31
NC_049453	35
NC_049454	31
NC_049455	178
NC_049456	66
NC_049457	33
NC_049458	185
NC_049459	38
NC_049460	29
NC_049461	37
NC_049462	184
NC_049463	66
NC_049464	255
NC_049465	35
NC_049466	78
NC_049467	79
NC_049468	68
NC_049469	92
NC_049470	23
NC_049471	50
NC_049472	201
NC_049473	12
NC_049474	48
NC_049475	51
NC_049476	57
NC_049477	44
NC_049478	37
NC_049479	250
NC_049480	55
NC_049481	57
NC_049482	45
NC_049483	54
NC_049484	59
NC_049485	60
NC_049486	59
NC_049487	59
NC_049488	48
NC_049489	42
NC_049490	251
NC_049491	243
NC_049492	251
NC_049493	249
NC_049494	248
NC_049495	193
NC_049496	192
NC_049497	195
NC_049498	39
NC_049499	176
NC_049500	173
NC_049501	187
NC_049502	192
NC_049503	193
NC_049504	190
NC_049505	182
NC_049506	196
NC_049507	185
NC_049508	189
NC_049509	179
NC_049510	76
NC_049511	250
NC_049512	186
NC_049805	85
NC_049806	86
NC_049807	88
NC_049808	83
NC_049809	50
NC_049810	50
NC_049811	49
NC_049812	52
NC_049813	62
NC_049814	80
NC_049815	83
NC_049816	81
NC_049817	76
NC_049818	80
NC_049819	80
NC_049820	69
NC_049821	76
NC_049822	83
NC_049823	81
NC_049824	81
NC_049825	74
NC_049826	79
NC_049827	82
NC_049828	77
NC_049829	70
NC_049830	74
NC_049831	79
NC_049832	74
NC_049833	63
NC_049834	67
NC_049835	68
NC_049836	66
NC_049837	65
NC_049838	60
NC_049839	64
NC_049840	64
NC_049841	63
NC_049842	66
NC_049843	44
NC_049844	62
NC_049845	63
NC_049846	66
NC_049847	65
NC_049848	63
NC_049849	283
NC_049850	301
NC_049851	306
NC_049852	83
NC_049853	76
NC_049854	184
NC_049855	183
NC_049856	194
NC_049857	170
NC_049900	59
NC_049917	63
NC_049918	65
NC_049919	62
NC_049920	62
NC_049921	58
NC_049922	67
NC_049923	55
NC_049924	74
NC_049925	70
NC_049926	52
NC_049927	23
NC_049928	19
NC_049929	21
NC_049930	21
NC_049931	24
NC_049932	27
NC_049933	27
NC_049934	31
NC_049935	26
NC_049936	27
NC_049937	25
NC_049938	25
NC_049939	29
NC_049940	27
NC_049941	50
NC_049942	60
NC_049943	60
NC_049944	56
NC_049945	58
NC_049946	51
NC_049947	52
NC_049948	55
NC_049949	48
NC_049950	46
NC_049951	45
NC_049952	53
NC_049953	48
NC_049954	48
NC_049955	48
NC_049959	45
NC_049960	36
NC_049961	32
NC_049962	48
NC_049963	38
NC_049964	45
NC_049965	24
NC_049966	45
NC_049967	49
NC_049968	47
NC_049969	49
NC_049970	31
NC_049971	27
NC_049972	27
NC_049973	33
NC_049974	27
NC_049975	25
NC_049976	26
NC_049977	102
NC_049978	102
NC_050143	59
NC_050144	66
NC_050145	59
NC_050146	56
NC_050147	57
NC_050148	57
NC_050149	55
NC_050150	59
NC_050151	64
NC_050152	94
NC_050153	78
NC_050154	99
NC_051580	46
NC_051581	45
NC_051582	49
NC_051583	51
NC_051584	40
NC_051585	33
NC_051586	52
NC_051587	42
NC_051588	44
NC_051589	40
NC_051590	46
NC_051591	48
NC_051592	45
NC_051593	50
NC_051594	52
NC_051595	49
NC_051596	48
NC_051597	49
NC_051598	48
NC_051599	44
NC_051600	39
NC_051601	48
NC_051602	56
NC_051603	45
NC_051604	41
NC_051605	44
NC_051606	46
NC_051607	46
NC_051608	49
NC_051609	46
NC_051610	44
NC_051611	36
NC_051612	40
NC_051613	46
NC_051614	41
NC_051615	44
NC_051616	43
NC_051617	38
NC_051618	38
NC_051619	47
NC_051620	51
NC_051621	46
NC_051622	40
NC_051623	52
NC_051624	47
NC_051625	50
NC_051626	44
NC_051627	51
NC_051628	42
NC_051629	44
NC_051630	49
NC_051631	45
NC_051632	49
NC_051633	51
NC_051634	48
NC_051635	45
NC_051636	52
NC_051637	52
NC_051638	49
NC_051639	53
NC_051640	46
NC_051641	48
NC_051642	48
NC_051643	51
NC_051644	49
NC_051645	45
NC_051646	44
NC_051647	52
NC_051648	48
NC_051649	50
NC_051650	51
NC_051651	49
NC_051652	50
NC_051653	48
NC_051654	57
NC_051655	49
NC_051656	61
NC_051657	56
NC_051658	48
NC_051659	47
NC_051660	45
NC_051661	50
NC_051662	42
NC_051663	48
NC_051664	56
NC_051665	51
NC_051666	47
NC_051667	64
NC_051668	50
NC_051669	58
NC_051670	51
NC_051671	46
NC_051672	50
NC_051673	53
NC_051674	44
NC_051675	43
NC_051676	56
NC_051677	48
NC_051678	54
NC_051679	56
NC_051680	44
NC_051681	52
NC_051682	47
NC_051683	53
NC_051684	49
NC_051685	53
NC_051686	56
NC_051687	55
NC_051688	51
NC_051689	55
NC_051690	50
NC_051691	53
NC_051692	53
NC_051693	52
NC_051694	57
NC_051695	44
NC_051696	46
NC_051697	55
NC_051698	51
NC_051699	58
NC_051700	57
NC_051701	44
NC_051702	54
NC_051703	57
NC_051704	52
NC_051705	49
NC_051706	47
NC_051707	47
NC_051708	56
NC_051709	47
NC_051710	59
NC_051711	50
NC_051712	55
NC_051713	47
NC_051714	52
NC_051715	45
NC_051716	50
NC_051717	50
NC_051718	51
NC_051719	48
NC_051720	55
NC_051721	44
NC_051722	44
NC_051723	38
NC_051724	36
NC_051725	44
NC_051726	39
NC_051727	35
NC_051728	32
NC_051729	35
NC_051730	32
NC_051731	37
NC_051732	34
NC_051733	33
NC_051734	30
NC_051735	31
NC_051736	33
NC_051737	31
NC_051738	41
NC_051739	40
NC_051740	40
NC_052410	37
NC_052411	33
NC_052412	32
NC_052413	28
NC_052414	31
NC_052415	23
NC_052416	30
NC_052417	36
NC_052418	31
NC_052419	38
NC_052420	34
NC_052421	27
NC_052422	27
NC_052423	30
NC_052424	34
NC_052425	32
NC_052426	34
NC_052427	36
NC_052428	28
NC_052429	31
NC_052430	30
NC_052431	28
NC_052432	27
NC_052433	33
NC_052434	25
NC_052435	34
NC_052436	27
NC_052437	34
NC_052438	27
NC_052439	39
NC_052440	31
NC_052441	35
NC_052442	35
NC_052443	30
NC_052444	34
NC_052445	31
NC_052446	30
NC_052447	34
NC_052448	25
NC_052449	27
NC_052450	29
NC_052451	28
NC_052452	28
NC_052453	34
NC_052454	25
NC_052455	31
NC_052456	30
NC_052457	36
NC_052458	30
NC_052459	33
NC_052460	34
NC_052461	31
NC_052462	31
NC_052463	30
NC_052464	33
NC_052465	28
NC_052466	27
NC_052467	27
NC_052468	30
NC_052469	29
NC_052470	34
NC_052652	241
NC_052653	250
NC_052654	267
NC_052655	246
NC_052656	266
NC_052657	243
NC_052658	263
NC_052659	249
NC_052660	271
NC_052661	263
NC_052662	278
NC_052663	243
NC_052932	9
NC_052933	11
NC_052934	9
NC_052935	10
NC_052936	11
NC_052937	9
NC_052938	13
NC_052939	12
NC_052940	11
NC_052941	13
NC_052964	28
NC_052965	24
NC_052966	32
NC_052967	34
NC_052968	39
NC_052969	42
NC_052970	30
NC_052971	30
NC_052972	30
NC_052973	53
NC_052975	37
NC_052976	45
NC_052977	49
NC_052979	64
NC_052980	65
NC_052981	63
NC_052982	83
NC_052983	60
NC_052984	44
NC_052985	33
NC_052986	34
NC_052987	64
NC_052988	64
NC_052989	54
NC_052990	60
NC_052991	51
NC_052992	61
NC_052993	59
NC_052994	61
NC_052995	61
NC_052996	61
NC_052997	65
NC_052998	60
NC_052999	63
NC_053000	66
NC_053001	66
NC_053002	57
NC_053003	61
NC_053004	59
NC_053005	58
NC_053006	57
NC_053007	57
NC_053008	63
NC_053009	73
NC_053010	75
NC_053011	66
NC_053012	55
NC_053013	31
NC_053014	61
NC_053015	64
NC_053172	40
NC_053173	32
NC_053174	36
NC_053209	33
NC_053210	52
NC_053211	51
NC_053234	49
NC_053235	46
NC_053236	44
NC_053237	50
NC_053238	48
NC_053239	48
NC_053240	48
NC_053241	49
NC_053242	47
NC_053243	37
NC_053244	47
NC_053245	42
NC_053246	24
NC_053247	45
NC_053248	47
NC_053249	45
NC_053503	44
NC_053504	61
NC_053505	62
NC_053506	66
NC_053507	65
NC_053508	68
NC_053509	63
NC_053510	66
NC_053511	71
NC_053512	48
NC_053513	59
NC_053514	56
NC_053515	49
NC_053516	58
NC_054146	44
NC_054147	37
NC_054148	43
NC_054149	44
NC_054392	40
NC_054393	57
NC_054418	23
NC_054419	23
NC_054420	29
NC_054421	25
NC_054422	28
NC_054423	26
NC_054424	29
NC_054425	20
NC_054426	27
NC_054427	27
NC_054428	23
NC_054429	21
NC_054430	24
NC_054431	10
NC_054432	42
NC_054433	24
NC_054434	34
NC_054435	45
NC_054436	46
NC_054437	42
NC_054438	44
NC_054439	37
NC_054440	38
NC_054441	36
NC_054442	37
NC_054443	34
NC_054444	43
NC_054445	32
NC_054446	39
NC_054447	36
NC_054448	33
NC_054449	30
NC_054450	35
NC_054451	34
NC_054452	37
NC_054453	35
NC_054454	32
NC_054455	39
NC_054456	32
NC_054458	50
NC_054459	49
NC_054460	42
NC_054461	40
NC_054462	45
NC_054463	47
NC_054464	54
NC_054465	39
NC_054466	38
NC_054636	75
NC_054637	75
NC_054638	63
NC_054639	73
NC_054640	70
NC_054641	80
NC_054642	69
NC_054643	80
NC_054644	71
NC_054645	76
NC_054646	71
NC_054647	79
NC_054648	79
NC_054649	75
NC_054650	72
NC_054651	72
NC_054652	63
NC_054653	64
NC_054654	61
NC_054655	18
NC_054656	27
NC_054657	23
NC_054658	20
NC_054659	25
NC_054660	23
NC_054661	20
NC_054662	23
NC_054663	25
NC_054664	27
NC_054665	27
NC_054666	23
NC_054667	24
NC_054668	25
NC_054669	21
NC_054670	19
NC_054671	23
NC_054672	22
NC_054673	19
NC_054674	21
NC_054675	22
NC_054676	19
NC_054677	20
NC_054678	28
NC_054679	19
NC_054680	23
NC_054681	23
NC_054714	115
NC_054715	91
NC_054716	104
NC_054717	102
NC_054718	97
NC_054719	92
NC_054720	105
NC_054721	99
NC_054722	102
NC_054723	92
NC_054724	73
NC_054725	75
NC_054726	74
NC_054727	91
NC_054759	31
NC_054760	31
NC_054761	32
NC_054762	31
NC_054770	28
NC_054771	26
NC_054772	28
NC_054773	26
NC_054774	31
NC_054775	33
NC_054776	37
NC_054777	37
NC_054778	36
NC_054779	33
NC_054780	20
NC_054781	24
NC_054782	27
NC_054783	26
NC_054784	30
NC_054785	30
NC_054786	37
NC_054787	25
NC_054788	37
NC_054789	36
NC_054790	30
NC_054791	29
NC_054792	27
NC_054793	31
NC_054794	34
NC_054795	32
NC_054796	25
NC_054797	34
NC_054798	29
NC_054799	35
NC_054800	33
NC_054801	26
NC_054802	26
NC_054803	29
NC_054804	27
NC_054805	24
NC_054806	22
NC_054807	25
NC_054808	36
NC_054809	25
NC_054810	30
NC_054811	29
NC_054812	30
NC_054813	29
NC_054814	36
NC_054815	38
NC_001270	13
NC_001341	6
NC_001365	13
NC_001447	17
NC_001942	28
NC_002515	14
NC_003438	10
NC_003793	11
NC_005964	33
NC_009987	16
AC_000001	29
AC_000002	10
AC_000003	15
AC_000004	22
AC_000005	25
AC_000006	17
AC_000007	15
AC_000008	14
AC_000009	11
AC_000010	17
AC_000011	22
AC_000012	18
AC_000013	28
AC_000014	17
AC_000016	22
AC_000017	10
AC_000018	16
AC_000019	19
AC_000020	8
AC_000189	20
AC_000190	21
AC_000191	19
AC_000192	9
NC_000852	347
NC_000869	2
NC_000870	2
NC_000874	3
NC_000882	2
NC_000883	2
NC_000898	69
NC_000899	28
NC_000903	2
NC_000936	4
NC_000939	3
NC_000940	2
NC_000942	18
NC_000943	1
NC_000947	1
NC_000960	1
NC_001132	100
NC_001265	2
NC_001266	116
NC_001278	1
NC_001339	3
NC_001343	3
NC_001344	1
NC_001346	2
NC_001348	63
NC_001350	68
NC_001352	5
NC_001354	4
NC_001355	4
NC_001356	4
NC_001357	5
NC_001359	3
NC_001361	3
NC_001362	1
NC_001364	5
NC_001366	2
NC_001367	4
NC_001368	3
NC_001369	4
NC_001401	1
NC_001403	1
NC_001405	15
NC_001407	3
NC_001408	3
NC_001409	2
NC_001411	1
NC_001412	4
NC_001413	2
NC_001414	1
NC_001427	1
NC_001430	1
NC_001436	1
NC_001437	1
NC_001438	2
NC_001439	2
NC_001440	2
NC_001441	2
NC_001442	4
NC_001445	1
NC_001449	3
NC_001450	4
NC_001451	7
NC_001452	5
NC_001454	23
NC_001457	4
NC_001458	4
NC_001460	25
NC_001461	2
NC_001463	4
NC_001465	1
NC_001466	1
NC_001467	1
NC_001468	2
NC_001469	4
NC_001472	1
NC_001474	1
NC_001475	1
NC_001477	1
NC_001478	3
NC_001479	1
NC_001480	2
NC_001481	3
NC_001482	5
NC_001483	2
NC_001484	1
NC_001489	1
NC_001490	1
NC_001491	27
NC_001492	2
NC_001493	52
NC_001494	4
NC_001495	1
NC_001497	6
NC_001498	4
NC_001499	1
NC_001502	1
NC_001503	4
NC_001504	3
NC_001505	3
NC_001507	2
NC_001508	1
NC_001510	2
NC_001511	4
NC_001512	2
NC_001513	5
NC_001514	1
NC_001515	3
NC_001517	1
NC_001522	5
NC_001523	4
NC_001524	3
NC_001526	5
NC_001531	5
NC_001538	3
NC_001539	3
NC_001540	3
NC_001541	3
NC_001542	2
NC_001543	2
NC_001544	4
NC_001545	5
NC_001546	1
NC_001547	4
NC_001549	5
NC_001550	4
NC_001552	5
NC_001554	3
NC_001555	1
NC_001556	4
NC_001557	1
NC_001560	5
NC_001563	1
NC_001564	3
NC_001574	3
NC_001575	1
NC_001576	4
NC_001583	6
NC_001586	4
NC_001587	4
NC_001591	5
NC_001593	5
NC_001595	5
NC_001596	4
NC_001598	8
NC_001600	3
NC_001605	3
NC_001607	1
NC_001608	8
NC_001611	176
NC_001612	1
NC_001615	6
NC_001616	1
NC_001617	1
NC_001618	1
NC_001619	3
NC_001623	107
NC_001625	1
NC_001632	1
NC_001633	4
NC_001634	6
NC_001639	3
NC_001641	2
NC_001642	2
NC_001647	1
NC_001648	4
NC_001650	59
NC_001652	1
NC_001654	3
NC_001655	1
NC_001658	2
NC_001659	103
NC_001661	11
NC_001662	2
NC_001663	4
NC_001664	73
NC_001669	4
NC_001671	1
NC_001672	1
NC_001676	4
NC_001678	5
NC_001690	4
NC_001691	4
NC_001693	4
NC_001694	4
NC_001696	3
NC_001699	3
NC_001701	2
NC_001716	98
NC_001718	2
NC_001720	17
NC_001721	3
NC_001722	5
NC_001724	3
NC_001725	6
NC_001726	3
NC_001728	4
NC_001729	3
NC_001731	160
NC_001734	15
NC_001739	8
NC_001746	5
NC_001747	3
NC_001748	1
NC_001749	1
NC_001753	1
NC_001768	1
NC_001777	3
NC_001780	2
NC_001781	10
NC_001782	1
NC_001785	1
NC_001786	3
NC_001789	4
NC_001792	1
NC_001793	2
NC_001796	6
NC_001798	49
NC_001800	4
NC_001801	4
NC_001802	5
NC_001803	10
NC_001806	52
NC_001809	2
NC_001812	4
NC_001813	22
NC_001814	1
NC_001815	1
NC_001818	2
NC_001822	4
NC_001824	118
NC_001826	39
NC_001828	2
NC_001829	2
NC_001831	4
NC_001834	2
NC_001836	9
NC_001837	1
NC_001839	2
NC_001841	1
NC_001844	53
NC_001846	8
NC_001847	62
NC_001859	1
NC_001867	5
NC_001868	1
NC_001873	4
NC_001874	2
NC_001875	146
NC_001876	10
NC_001885	1
NC_001886	1
NC_001897	1
NC_001899	5
NC_001906	6
NC_001914	3
NC_001915	1
NC_001916	1
NC_001917	2
NC_001918	4
NC_001921	6
NC_001925	1
NC_001926	1
NC_001927	1
NC_001928	2
NC_001929	3
NC_001931	2
NC_001932	2
NC_001933	3
NC_001934	2
NC_001935	1
NC_001936	4
NC_001937	3
NC_001938	3
NC_001939	2
NC_001940	1
NC_001943	3
NC_001946	4
NC_001948	3
NC_001958	22
NC_001959	4
NC_001961	3
NC_001962	107
NC_001973	156
NC_001977	1
NC_001981	4
NC_001983	3
NC_001984	2
NC_001987	65
NC_001989	8
NC_001990	1
NC_001993	255
NC_002016	1
NC_002017	1
NC_002018	1
NC_002019	1
NC_002020	1
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	1
NC_002025	1
NC_002026	1
NC_002027	1
NC_002028	2
NC_002031	2
NC_002034	1
NC_002035	1
NC_002036	4
NC_002037	1
NC_002038	1
NC_002039	1
NC_002040	2
NC_002041	3
NC_002042	3
NC_002046	3
NC_002047	2
NC_002048	3
NC_002049	1
NC_002050	2
NC_002051	2
NC_002052	1
NC_002058	1
NC_002063	2
NC_002064	2
NC_002066	1
NC_002076	2
NC_002077	3
NC_002160	4
NC_002161	6
NC_002164	7
NC_002169	121
NC_002187	2
NC_002188	228
NC_002190	3
NC_002195	2
NC_002198	3
NC_002199	6
NC_002200	6
NC_002201	6
NC_002204	1
NC_002205	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	2
NC_002211	1
NC_002229	88
NC_002232	5
NC_002251	8
NC_002306	10
NC_002323	2
NC_002324	2
NC_002325	2
NC_002326	2
NC_002327	2
NC_002328	2
NC_002330	3
NC_002331	138
NC_002349	1
NC_002350	1
NC_002351	3
NC_002356	3
NC_002357	3
NC_002358	3
NC_002359	3
NC_002361	1
NC_002468	3
NC_002469	3
NC_002470	3
NC_002500	2
NC_002501	20
NC_002509	2
NC_002510	2
NC_002512	108
NC_002513	29
NC_002520	259
NC_002526	9
NC_002531	24
NC_002532	3
NC_002543	4
NC_002548	2
NC_002549	8
NC_002551	3
NC_002552	4
NC_002555	4
NC_002556	2
NC_002557	1
NC_002558	1
NC_002559	1
NC_002560	1
NC_002561	1
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	1
NC_002568	2
NC_002577	54
NC_002588	6
NC_002593	68
NC_002598	2
NC_002600	1
NC_002604	2
NC_002615	2
NC_002618	2
NC_002633	4
NC_002634	1
NC_002640	1
NC_002641	81
NC_002642	140
NC_002645	6
NC_002654	119
NC_002657	1
NC_002665	32
NC_002685	22
NC_002686	68
NC_002687	192
NC_002690	1
NC_002691	1
NC_002692	4
NC_002701	2
NC_002702	11
NC_002728	7
NC_002729	3
NC_002738	1
NC_002766	5
NC_002786	4
NC_002792	4
NC_002794	113
NC_002795	3
NC_002797	1
NC_002800	1
NC_002803	4
NC_002815	1
NC_002816	73
NC_002817	3
NC_002981	2
NC_002984	4
NC_002985	3
NC_002990	1
NC_002991	1
NC_003003	1
NC_003004	1
NC_003005	2
NC_003006	3
NC_003007	1
NC_003008	1
NC_003009	1
NC_003010	1
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	1
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	1
NC_003023	1
NC_003024	1
NC_003025	1
NC_003027	154
NC_003031	3
NC_003038	216
NC_003045	8
NC_003054	1
NC_003056	4
NC_003059	2
NC_003083	113
NC_003084	67
NC_003092	3
NC_003093	2
NC_003094	119
NC_003102	116
NC_003113	1
NC_003138	8
NC_003199	3
NC_003200	2
NC_003215	2
NC_003219	2
NC_003220	5
NC_003224	1
NC_003225	148
NC_003243	2
NC_003266	17
NC_003310	181
NC_003326	2
NC_003346	2
NC_003347	10
NC_003348	4
NC_003355	4
NC_003357	5
NC_003369	4
NC_003375	2
NC_003376	4
NC_003377	1
NC_003378	6
NC_003381	3
NC_003382	3
NC_003389	143
NC_003391	194
NC_003397	1
NC_003398	1
NC_003399	1
NC_003400	2
NC_003401	43
NC_003403	1
NC_003405	1
NC_003410	1
NC_003412	2
NC_003414	1
NC_003417	3
NC_003418	3
NC_003433	3
NC_003434	2
NC_003436	6
NC_003443	8
NC_003445	1
NC_003446	1
NC_003448	1
NC_003449	2
NC_003451	1
NC_003452	1
NC_003453	2
NC_003461	6
NC_003462	3
NC_003464	1
NC_003465	1
NC_003466	1
NC_003467	1
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003474	1
NC_003476	2
NC_003477	1
NC_003478	2
NC_003479	1
NC_003480	2
NC_003481	2
NC_003482	1
NC_003483	1
NC_003487	3
NC_003491	4
NC_003492	1
NC_003493	3
NC_003494	65
NC_003495	1
NC_003496	1
NC_003498	6
NC_003499	3
NC_003500	4
NC_003501	1
NC_003502	1
NC_003504	3
NC_003505	4
NC_003509	1
NC_003510	2
NC_003511	4
NC_003512	2
NC_003513	1
NC_003514	1
NC_003515	5
NC_003516	1
NC_003517	1
NC_003518	2
NC_003519	2
NC_003520	2
NC_003521	173
NC_003523	1
NC_003529	127
NC_003530	3
NC_003531	1
NC_003532	4
NC_003534	2
NC_003535	2
NC_003536	1
NC_003537	1
NC_003541	2
NC_003542	2
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	3
NC_003547	1
NC_003548	1
NC_003549	1
NC_003550	1
NC_003554	6
NC_003555	2
NC_003556	2
NC_003557	4
NC_003558	1
NC_003559	1
NC_003560	1
NC_003562	1
NC_003563	1
NC_003565	1
NC_003566	2
NC_003567	1
NC_003568	1
NC_003569	1
NC_003570	2
NC_003601	2
NC_003602	4
NC_003604	1
NC_003605	1
NC_003606	1
NC_003607	1
NC_003608	2
NC_003609	3
NC_003610	4
NC_003614	2
NC_003615	1
NC_003616	2
NC_003617	3
NC_003618	6
NC_003619	2
NC_003620	2
NC_003621	1
NC_003622	1
NC_003623	1
NC_003624	2
NC_003625	1
NC_003626	1
NC_003627	3
NC_003628	1
NC_003629	2
NC_003630	4
NC_003632	3
NC_003633	2
NC_003634	5
NC_003635	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003643	1
NC_003644	1
NC_003645	1
NC_003646	1
NC_003647	1
NC_003648	1
NC_003649	1
NC_003650	1
NC_003651	3
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	1
NC_003656	1
NC_003657	1
NC_003658	1
NC_003659	1
NC_003660	1
NC_003661	2
NC_003663	190
NC_003664	4
NC_003665	2
NC_003668	4
NC_003669	3
NC_003670	1
NC_003671	1
NC_003672	2
NC_003673	1
NC_003674	1
NC_003675	1
NC_003676	1
NC_003678	2
NC_003679	1
NC_003680	3
NC_003687	1
NC_003688	1
NC_003689	1
NC_003690	3
NC_003691	1
NC_003692	1
NC_003693	1
NC_003694	1
NC_003696	1
NC_003697	1
NC_003698	1
NC_003699	1
NC_003700	1
NC_003701	1
NC_003702	1
NC_003703	1
NC_003704	2
NC_003705	1
NC_003706	1
NC_003707	1
NC_003708	4
NC_003709	1
NC_003710	1
NC_003711	1
NC_003722	3
NC_003723	2
NC_003724	2
NC_003725	2
NC_003728	1
NC_003729	1
NC_003730	2
NC_003731	2
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	1
NC_003736	1
NC_003737	1
NC_003738	1
NC_003739	1
NC_003740	2
NC_003741	1
NC_003742	1
NC_003743	4
NC_003744	2
NC_003745	2
NC_003746	5
NC_003747	3
NC_003748	1
NC_003749	1
NC_003750	1
NC_003751	1
NC_003752	1
NC_003753	2
NC_003754	1
NC_003755	1
NC_003756	3
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	1
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	1
NC_003768	1
NC_003769	1
NC_003770	1
NC_003771	2
NC_003772	1
NC_003773	2
NC_003774	1
NC_003775	1
NC_003776	2
NC_003778	1
NC_003779	2
NC_003780	2
NC_003781	1
NC_003782	2
NC_003783	2
NC_003784	2
NC_003785	1
NC_003786	1
NC_003787	1
NC_003788	2
NC_003790	3
NC_003791	1
NC_003792	1
NC_003794	3
NC_003795	3
NC_003797	1
NC_003799	1
NC_003800	1
NC_003801	1
NC_003802	1
NC_003803	3
NC_003804	1
NC_003805	4
NC_003806	3
NC_003807	1
NC_003808	1
NC_003809	2
NC_003810	2
NC_003811	3
NC_003812	1
NC_003813	1
NC_003814	1
NC_003815	1
NC_003816	1
NC_003817	1
NC_003818	1
NC_003819	1
NC_003820	3
NC_003821	3
NC_003822	3
NC_003823	1
NC_003824	2
NC_003825	3
NC_003828	2
NC_003830	2
NC_003831	1
NC_003832	2
NC_003833	1
NC_003834	2
NC_003835	2
NC_003836	2
NC_003837	1
NC_003838	1
NC_003839	1
NC_003840	1
NC_003841	2
NC_003842	1
NC_003843	2
NC_003844	1
NC_003845	2
NC_003849	4
NC_003852	4
NC_003856	3
NC_003857	2
NC_003860	2
NC_003861	1
NC_003862	2
NC_003865	4
NC_003866	2
NC_003867	3
NC_003868	2
NC_003870	2
NC_003871	1
NC_003873	2
NC_003874	2
NC_003876	2
NC_003877	3
NC_003878	4
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	2
NC_003890	1
NC_003891	2
NC_003896	3
NC_003897	3
NC_003898	2
NC_003899	3
NC_003900	3
NC_003908	3
NC_003924	2
NC_003930	1
NC_003971	1
NC_003973	5
NC_003976	1
NC_003977	1
NC_003983	1
NC_003985	1
NC_003987	1
NC_003988	1
NC_003990	1
NC_003996	1
NC_004002	148
NC_004003	151
NC_004005	3
NC_004006	2
NC_004007	1
NC_004008	1
NC_004010	1
NC_004011	1
NC_004012	2
NC_004013	1
NC_004014	3
NC_004015	3
NC_004016	1
NC_004018	1
NC_004019	1
NC_004034	2
NC_004035	1
NC_004036	6
NC_004037	23
NC_004039	1
NC_004042	2
NC_004043	2
NC_004044	2
NC_004045	1
NC_004046	3
NC_004047	1
NC_004049	4
NC_004052	7
NC_004053	4
NC_004054	5
NC_004060	3
NC_004062	104
NC_004063	4
NC_004064	2
NC_004065	136
NC_004067	3
NC_004068	5
NC_004071	2
NC_004074	6
NC_004090	4
NC_004091	2
NC_004096	3
NC_004097	3
NC_004098	2
NC_004099	2
NC_004100	3
NC_004101	2
NC_004102	1
NC_004104	6
NC_004105	186
NC_004106	4
NC_004107	1
NC_004108	1
NC_004109	1
NC_004110	1
NC_004117	141
NC_004119	1
NC_004120	1
NC_004121	1
NC_004122	2
NC_004123	4
NC_004124	5
NC_004142	1
NC_004144	1
NC_004145	1
NC_004146	1
NC_004147	3
NC_004153	3
NC_004156	114
NC_004157	1
NC_004158	1
NC_004159	1
NC_004161	7
NC_004162	2
NC_004168	2
NC_004169	1
NC_004176	1
NC_004177	1
NC_004178	1
NC_004180	2
NC_004181	1
NC_004182	1
NC_004183	1
NC_004184	1
NC_004185	1
NC_004186	1
NC_004187	1
NC_004188	1
NC_004189	1
NC_004190	1
NC_004191	1
NC_004192	2
NC_004195	4
NC_004197	4
