ID	CDSs_AUGUSTUS_ECOLI
NC_049370	19
NC_049371	65
NC_049372	64
NC_049373	24
NC_049374	28
NC_049375	25
NC_049376	30
NC_049377	22
NC_049378	169
NC_049379	88
NC_049380	56
NC_049381	23
NC_049382	167
NC_049383	45
NC_049384	196
NC_049385	35
NC_049386	37
NC_049387	35
NC_049388	37
NC_049389	33
NC_049390	34
NC_049391	41
NC_049392	34
NC_049393	37
NC_049394	37
NC_049395	38
NC_049396	164
NC_049397	27
NC_049398	22
NC_049399	21
NC_049400	23
NC_049401	23
NC_049402	28
NC_049403	24
NC_049404	29
NC_049405	27
NC_049406	27
NC_049407	18
NC_049408	23
NC_049409	25
NC_049410	22
NC_049411	22
NC_049412	19
NC_049413	27
NC_049414	22
NC_049415	23
NC_049416	20
NC_049417	20
NC_049418	20
NC_049419	22
NC_049420	21
NC_049421	20
NC_049422	24
NC_049423	22
NC_049424	22
NC_049425	27
NC_049426	29
NC_049427	166
NC_049428	167
NC_049429	31
NC_049430	76
NC_049431	74
NC_049432	52
NC_049433	164
NC_049434	23
NC_049435	69
NC_049436	65
NC_049437	161
NC_049438	161
NC_049439	163
NC_049440	163
NC_049441	157
NC_049442	77
NC_049443	161
NC_049444	61
NC_049445	152
NC_049446	23
NC_049447	25
NC_049448	41
NC_049449	21
NC_049450	34
NC_049451	33
NC_049452	36
NC_049453	42
NC_049454	39
NC_049455	190
NC_049456	87
NC_049457	35
NC_049458	161
NC_049459	39
NC_049460	34
NC_049461	32
NC_049462	156
NC_049463	77
NC_049464	220
NC_049465	64
NC_049466	65
NC_049467	59
NC_049468	71
NC_049469	66
NC_049470	59
NC_049471	85
NC_049472	168
NC_049473	50
NC_049474	18
NC_049475	26
NC_049476	26
NC_049477	39
NC_049478	75
NC_049479	157
NC_049480	22
NC_049481	26
NC_049482	19
NC_049483	25
NC_049484	24
NC_049485	23
NC_049486	23
NC_049487	23
NC_049488	19
NC_049489	82
NC_049490	155
NC_049491	158
NC_049492	160
NC_049493	157
NC_049494	146
NC_049495	168
NC_049496	163
NC_049497	164
NC_049498	64
NC_049499	149
NC_049500	151
NC_049501	164
NC_049502	160
NC_049503	164
NC_049504	172
NC_049505	159
NC_049506	168
NC_049507	165
NC_049508	166
NC_049509	189
NC_049510	72
NC_049511	162
NC_049512	163
NC_049805	49
NC_049806	53
NC_049807	55
NC_049808	52
NC_049809	32
NC_049810	35
NC_049811	37
NC_049812	35
NC_049813	45
NC_049814	65
NC_049815	62
NC_049816	62
NC_049817	65
NC_049818	64
NC_049819	63
NC_049820	49
NC_049821	67
NC_049822	70
NC_049823	66
NC_049824	70
NC_049825	63
NC_049826	66
NC_049827	65
NC_049828	65
NC_049829	61
NC_049830	62
NC_049831	63
NC_049832	63
NC_049833	66
NC_049834	75
NC_049835	79
NC_049836	72
NC_049837	73
NC_049838	62
NC_049839	65
NC_049840	69
NC_049841	62
NC_049842	68
NC_049843	40
NC_049844	62
NC_049845	67
NC_049846	64
NC_049847	67
NC_049848	63
NC_049849	309
NC_049850	409
NC_049851	409
NC_049852	65
NC_049853	62
NC_049854	94
NC_049855	95
NC_049856	96
NC_049857	89
NC_049900	23
NC_049917	61
NC_049918	67
NC_049919	50
NC_049920	53
NC_049921	47
NC_049922	58
NC_049923	50
NC_049924	59
NC_049925	56
NC_049926	44
NC_049927	58
NC_049928	58
NC_049929	57
NC_049930	12
NC_049931	13
NC_049932	11
NC_049933	8
NC_049934	13
NC_049935	10
NC_049936	12
NC_049937	10
NC_049938	13
NC_049939	12
NC_049940	9
NC_049941	60
NC_049942	57
NC_049943	53
NC_049944	51
NC_049945	52
NC_049946	55
NC_049947	56
NC_049948	56
NC_049949	50
NC_049950	50
NC_049951	42
NC_049952	49
NC_049953	52
NC_049954	49
NC_049955	52
NC_049959	14
NC_049960	14
NC_049961	17
NC_049962	15
NC_049963	13
NC_049964	13
NC_049965	13
NC_049966	14
NC_049967	13
NC_049968	14
NC_049969	16
NC_049970	16
NC_049971	8
NC_049972	15
NC_049973	14
NC_049974	18
NC_049975	12
NC_049976	13
NC_049977	23
NC_049978	12
NC_050143	75
NC_050144	79
NC_050145	84
NC_050146	82
NC_050147	82
NC_050148	83
NC_050149	82
NC_050150	79
NC_050151	80
NC_050152	89
NC_050153	73
NC_050154	88
NC_051580	100
NC_051581	94
NC_051582	86
NC_051583	87
NC_051584	86
NC_051585	89
NC_051586	89
NC_051587	85
NC_051588	89
NC_051589	80
NC_051590	83
NC_051591	80
NC_051592	73
NC_051593	78
NC_051594	84
NC_051595	83
NC_051596	77
NC_051597	84
NC_051598	86
NC_051599	90
NC_051600	79
NC_051601	86
NC_051602	88
NC_051603	90
NC_051604	87
NC_051605	82
NC_051606	84
NC_051607	84
NC_051608	76
NC_051609	79
NC_051610	83
NC_051611	87
NC_051612	81
NC_051613	65
NC_051614	80
NC_051615	85
NC_051616	83
NC_051617	86
NC_051618	87
NC_051619	85
NC_051620	81
NC_051621	87
NC_051622	87
NC_051623	84
NC_051624	88
NC_051625	86
NC_051626	82
NC_051627	85
NC_051628	83
NC_051629	90
NC_051630	81
NC_051631	83
NC_051632	66
NC_051633	72
NC_051634	73
NC_051635	65
NC_051636	75
NC_051637	69
NC_051638	72
NC_051639	68
NC_051640	68
NC_051641	68
NC_051642	65
NC_051643	66
NC_051644	67
NC_051645	68
NC_051646	68
NC_051647	71
NC_051648	77
NC_051649	65
NC_051650	70
NC_051651	61
NC_051652	69
NC_051653	74
NC_051654	66
NC_051655	66
NC_051656	74
NC_051657	72
NC_051658	72
NC_051659	67
NC_051660	71
NC_051661	72
NC_051662	67
NC_051663	62
NC_051664	71
NC_051665	72
NC_051666	68
NC_051667	79
NC_051668	72
NC_051669	71
NC_051670	66
NC_051671	64
NC_051672	69
NC_051673	74
NC_051674	65
NC_051675	62
NC_051676	79
NC_051677	66
NC_051678	72
NC_051679	66
NC_051680	69
NC_051681	70
NC_051682	70
NC_051683	72
NC_051684	71
NC_051685	65
NC_051686	75
NC_051687	73
NC_051688	72
NC_051689	66
NC_051690	69
NC_051691	68
NC_051692	72
NC_051693	69
NC_051694	69
NC_051695	65
NC_051696	67
NC_051697	76
NC_051698	71
NC_051699	72
NC_051700	72
NC_051701	66
NC_051702	71
NC_051703	74
NC_051704	71
NC_051705	69
NC_051706	72
NC_051707	62
NC_051708	74
NC_051709	64
NC_051710	76
NC_051711	65
NC_051712	69
NC_051713	71
NC_051714	74
NC_051715	68
NC_051716	65
NC_051717	69
NC_051718	62
NC_051719	71
NC_051720	67
NC_051721	63
NC_051722	76
NC_051723	69
NC_051724	70
NC_051725	69
NC_051726	59
NC_051727	65
NC_051728	66
NC_051729	66
NC_051730	62
NC_051731	67
NC_051732	69
NC_051733	68
NC_051734	66
NC_051735	66
NC_051736	67
NC_051737	66
NC_051738	73
NC_051739	75
NC_051740	61
NC_052410	64
NC_052411	66
NC_052412	59
NC_052413	63
NC_052414	63
NC_052415	68
NC_052416	67
NC_052417	67
NC_052418	68
NC_052419	68
NC_052420	63
NC_052421	66
NC_052422	62
NC_052423	61
NC_052424	64
NC_052425	66
NC_052426	66
NC_052427	67
NC_052428	63
NC_052429	70
NC_052430	65
NC_052431	64
NC_052432	68
NC_052433	67
NC_052434	64
NC_052435	66
NC_052436	72
NC_052437	65
NC_052438	61
NC_052439	68
NC_052440	66
NC_052441	64
NC_052442	68
NC_052443	70
NC_052444	66
NC_052445	65
NC_052446	66
NC_052447	62
NC_052448	66
NC_052449	63
NC_052450	62
NC_052451	67
NC_052452	66
NC_052453	62
NC_052454	64
NC_052455	65
NC_052456	64
NC_052457	68
NC_052458	61
NC_052459	70
NC_052460	62
NC_052461	67
NC_052462	64
NC_052463	62
NC_052464	68
NC_052465	65
NC_052466	63
NC_052467	66
NC_052468	63
NC_052469	61
NC_052470	62
NC_052652	172
NC_052653	179
NC_052654	202
NC_052655	174
NC_052656	196
NC_052657	175
NC_052658	190
NC_052659	180
NC_052660	204
NC_052661	199
NC_052662	208
NC_052663	179
NC_052932	22
NC_052933	22
NC_052934	23
NC_052935	22
NC_052936	23
NC_052937	23
NC_052938	23
NC_052939	23
NC_052940	21
NC_052941	24
NC_052964	80
NC_052965	71
NC_052966	69
NC_052967	72
NC_052968	67
NC_052969	74
NC_052970	69
NC_052971	69
NC_052972	69
NC_052973	67
NC_052975	59
NC_052976	61
NC_052977	57
NC_052979	57
NC_052980	48
NC_052981	48
NC_052982	57
NC_052983	46
NC_052984	64
NC_052985	69
NC_052986	66
NC_052987	71
NC_052988	71
NC_052989	72
NC_052990	65
NC_052991	58
NC_052992	66
NC_052993	67
NC_052994	67
NC_052995	68
NC_052996	68
NC_052997	70
NC_052998	66
NC_052999	67
NC_053000	68
NC_053001	68
NC_053002	65
NC_053003	65
NC_053004	67
NC_053005	67
NC_053006	67
NC_053007	63
NC_053008	64
NC_053009	59
NC_053010	61
NC_053011	76
NC_053012	81
NC_053013	66
NC_053014	63
NC_053015	67
NC_053172	58
NC_053173	70
NC_053174	74
NC_053209	67
NC_053210	68
NC_053211	71
NC_053234	73
NC_053235	67
NC_053236	75
NC_053237	78
NC_053238	75
NC_053239	72
NC_053240	72
NC_053241	73
NC_053242	75
NC_053243	73
NC_053244	74
NC_053245	73
NC_053246	73
NC_053247	76
NC_053248	76
NC_053249	78
NC_053503	83
NC_053504	88
NC_053505	91
NC_053506	90
NC_053507	94
NC_053508	92
NC_053509	97
NC_053510	82
NC_053511	90
NC_053512	88
NC_053513	119
NC_053514	128
NC_053515	126
NC_053516	117
NC_054146	59
NC_054147	59
NC_054148	62
NC_054149	58
NC_054392	52
NC_054393	110
NC_054418	46
NC_054419	49
NC_054420	51
NC_054421	48
NC_054422	46
NC_054423	51
NC_054424	51
NC_054425	50
NC_054426	50
NC_054427	51
NC_054428	47
NC_054429	46
NC_054430	48
NC_054431	22
NC_054432	67
NC_054433	69
NC_054434	55
NC_054435	59
NC_054436	69
NC_054437	60
NC_054438	67
NC_054439	57
NC_054440	51
NC_054441	55
NC_054442	52
NC_054443	60
NC_054444	58
NC_054445	55
NC_054446	52
NC_054447	58
NC_054448	56
NC_054449	59
NC_054450	61
NC_054451	59
NC_054452	58
NC_054453	62
NC_054454	56
NC_054455	60
NC_054456	59
NC_054458	65
NC_054459	71
NC_054460	58
NC_054461	60
NC_054462	56
NC_054463	61
NC_054464	47
NC_054465	63
NC_054466	57
NC_054636	62
NC_054637	66
NC_054638	55
NC_054639	61
NC_054640	59
NC_054641	66
NC_054642	57
NC_054643	64
NC_054644	60
NC_054645	60
NC_054646	57
NC_054647	58
NC_054648	70
NC_054649	64
NC_054650	57
NC_054651	64
NC_054652	51
NC_054653	52
NC_054654	50
NC_054655	71
NC_054656	68
NC_054657	73
NC_054658	70
NC_054659	68
NC_054660	65
NC_054661	67
NC_054662	67
NC_054663	68
NC_054664	66
NC_054665	69
NC_054666	67
NC_054667	67
NC_054668	63
NC_054669	71
NC_054670	71
NC_054671	70
NC_054672	68
NC_054673	67
NC_054674	66
NC_054675	68
NC_054676	65
NC_054677	66
NC_054678	65
NC_054679	63
NC_054680	65
NC_054681	65
NC_054714	215
NC_054715	215
NC_054716	197
NC_054717	200
NC_054718	205
NC_054719	196
NC_054720	200
NC_054721	204
NC_054722	202
NC_054723	207
NC_054724	187
NC_054725	206
NC_054726	183
NC_054727	180
NC_054759	62
NC_054760	67
NC_054761	62
NC_054762	52
NC_054770	67
NC_054771	65
NC_054772	72
NC_054773	69
NC_054774	62
NC_054775	62
NC_054776	64
NC_054777	61
NC_054778	53
NC_054779	72
NC_054780	74
NC_054781	73
NC_054782	77
NC_054783	74
NC_054784	66
NC_054785	72
NC_054786	71
NC_054787	72
NC_054788	59
NC_054789	64
NC_054790	70
NC_054791	69
NC_054792	57
NC_054793	66
NC_054794	67
NC_054795	66
NC_054796	61
NC_054797	63
NC_054798	68
NC_054799	69
NC_054800	69
NC_054801	70
NC_054802	65
NC_054803	68
NC_054804	65
NC_054805	74
NC_054806	75
NC_054807	66
NC_054808	77
NC_054809	75
NC_054810	75
NC_054811	73
NC_054812	80
NC_054813	74
NC_054814	72
NC_054815	72
NC_001447	6
NC_001942	6
NC_002515	1
NC_003438	1
NC_009987	1
AC_000001	3
AC_000002	9
AC_000003	3
AC_000004	8
AC_000005	12
AC_000006	24
AC_000007	15
AC_000008	16
AC_000009	8
AC_000010	16
AC_000011	24
AC_000012	8
AC_000013	21
AC_000014	18
AC_000016	4
AC_000017	15
AC_000018	18
AC_000019	14
AC_000020	9
AC_000189	23
AC_000190	17
AC_000191	9
AC_000192	5
NC_000852	148
NC_000855	1
NC_000869	1
NC_000874	2
NC_000882	1
NC_000883	1
NC_000898	28
NC_000899	21
NC_000903	1
NC_000936	1
NC_000940	1
NC_000942	8
NC_000960	1
NC_001132	66
NC_001265	1
NC_001266	32
NC_001346	1
NC_001348	11
NC_001350	3
NC_001354	1
NC_001359	1
NC_001364	1
NC_001366	1
NC_001367	1
NC_001368	1
NC_001401	2
NC_001402	1
NC_001403	1
NC_001405	15
NC_001407	1
NC_001409	1
NC_001411	1
NC_001412	1
NC_001414	2
NC_001434	2
NC_001437	1
NC_001439	1
NC_001440	1
NC_001441	2
NC_001454	17
NC_001460	12
NC_001475	1
NC_001480	1
NC_001483	2
NC_001484	1
NC_001491	34
NC_001492	3
NC_001493	63
NC_001494	1
NC_001495	1
NC_001497	4
NC_001501	1
NC_001504	1
NC_001506	1
NC_001510	1
NC_001517	1
NC_001531	1
NC_001539	1
NC_001540	1
NC_001541	1
NC_001544	2
NC_001545	2
NC_001547	1
NC_001549	1
NC_001555	1
NC_001556	1
NC_001560	2
NC_001563	1
NC_001574	3
NC_001575	1
NC_001591	3
NC_001598	6
NC_001600	1
NC_001605	1
NC_001607	1
NC_001611	9
NC_001612	1
NC_001619	1
NC_001623	82
NC_001625	1
NC_001632	2
NC_001633	2
NC_001634	1
NC_001639	2
NC_001641	1
NC_001642	1
NC_001647	1
NC_001648	1
NC_001650	62
NC_001652	1
NC_001658	1
NC_001659	62
NC_001661	5
NC_001662	1
NC_001664	26
NC_001672	1
NC_001678	2
NC_001691	1
NC_001694	1
NC_001696	1
NC_001716	25
NC_001720	18
NC_001721	1
NC_001728	1
NC_001729	2
NC_001731	140
NC_001734	3
NC_001739	1
NC_001746	2
NC_001747	1
NC_001748	1
NC_001749	1
NC_001753	2
NC_001768	1
NC_001780	2
NC_001781	1
NC_001782	1
NC_001785	1
NC_001786	2
NC_001793	2
NC_001796	1
NC_001798	65
NC_001803	1
NC_001806	60
NC_001809	2
NC_001812	3
NC_001813	8
NC_001814	1
NC_001818	1
NC_001824	13
NC_001826	13
NC_001828	2
NC_001829	2
NC_001831	3
NC_001834	2
NC_001836	1
NC_001841	1
NC_001844	20
NC_001846	6
NC_001847	67
NC_001859	1
NC_001866	1
NC_001867	1
NC_001868	2
NC_001873	2
NC_001874	1
NC_001875	126
NC_001876	9
NC_001886	2
NC_001897	1
NC_001899	1
NC_001914	1
NC_001915	1
NC_001918	2
NC_001928	2
NC_001929	1
NC_001931	1
NC_001932	1
NC_001934	2
NC_001937	1
NC_001938	2
NC_001939	1
NC_001943	1
NC_001948	1
NC_001958	4
NC_001959	1
NC_001961	1
NC_001962	77
NC_001963	2
NC_001964	2
NC_001973	129
NC_001977	1
NC_001981	1
NC_001982	1
NC_001983	1
NC_001987	8
NC_001989	1
NC_001990	2
NC_001993	2
NC_002025	1
NC_002026	1
NC_002027	1
NC_002034	1
NC_002041	3
NC_002042	1
NC_002046	1
NC_002047	2
NC_002048	1
NC_002051	1
NC_002052	1
NC_002064	2
NC_002066	1
NC_002076	1
NC_002077	2
NC_002160	3
NC_002164	3
NC_002169	93
NC_002187	1
NC_002188	11
NC_002198	2
NC_002199	2
NC_002208	1
NC_002229	9
NC_002251	2
NC_002306	4
NC_002330	2
NC_002331	108
NC_002350	2
NC_002351	3
NC_002356	2
NC_002357	2
NC_002358	2
NC_002359	3
NC_002361	1
NC_002469	1
NC_002501	1
NC_002509	2
NC_002510	2
NC_002512	94
NC_002513	3
NC_002520	3
NC_002531	17
NC_002532	3
NC_002543	1
NC_002549	2
NC_002551	1
NC_002555	1
NC_002560	1
NC_002563	1
NC_002564	1
NC_002577	15
NC_002588	1
NC_002593	64
NC_002598	1
NC_002600	2
NC_002604	2
NC_002615	1
NC_002633	1
NC_002634	1
NC_002641	12
NC_002642	4
NC_002645	2
NC_002654	76
NC_002657	1
NC_002665	6
NC_002685	3
NC_002686	9
NC_002687	157
NC_002690	1
NC_002691	1
NC_002692	1
NC_002701	2
NC_002702	8
NC_002728	1
NC_002766	3
NC_002786	2
NC_002792	3
NC_002794	103
NC_002795	4
NC_002797	1
NC_002800	1
NC_002803	3
NC_002815	2
NC_002816	80
NC_002981	1
NC_002984	1
NC_002990	1
NC_003004	1
NC_003009	1
NC_003012	1
NC_003013	1
NC_003015	1
NC_003016	1
NC_003021	1
NC_003022	1
NC_003023	1
NC_003024	1
NC_003025	1
NC_003027	3
NC_003031	3
NC_003038	16
NC_003045	4
NC_003054	1
NC_003056	2
NC_003083	93
NC_003084	79
NC_003092	1
NC_003093	3
NC_003094	77
NC_003102	86
NC_003138	1
NC_003200	1
NC_003220	2
NC_003224	2
NC_003225	50
NC_003243	1
NC_003266	22
NC_003310	15
NC_003326	3
NC_003347	3
NC_003348	1
NC_003355	1
NC_003357	1
NC_003375	2
NC_003376	2
NC_003377	1
NC_003379	3
NC_003381	2
NC_003382	2
NC_003391	16
NC_003397	1
NC_003398	2
NC_003399	1
NC_003400	3
NC_003401	33
NC_003417	1
NC_003418	1
NC_003433	3
NC_003436	5
NC_003445	1
NC_003448	1
NC_003449	2
NC_003453	1
NC_003461	1
NC_003462	3
NC_003465	1
NC_003466	2
NC_003469	1
NC_003478	1
NC_003481	1
NC_003482	1
NC_003483	1
NC_003487	1
NC_003491	2
NC_003494	72
NC_003498	1
NC_003499	2
NC_003501	1
NC_003504	2
NC_003511	1
NC_003512	1
NC_003514	1
NC_003515	1
NC_003518	1
NC_003519	2
NC_003520	1
NC_003521	142
NC_003529	110
NC_003530	1
NC_003534	1
NC_003535	2
NC_003537	2
NC_003542	1
NC_003543	1
NC_003545	1
NC_003546	1
NC_003548	1
NC_003550	1
NC_003554	2
NC_003555	1
NC_003556	2
NC_003557	1
NC_003567	1
NC_003569	1
NC_003570	1
NC_003601	1
NC_003603	1
NC_003604	1
NC_003605	1
NC_003609	1
NC_003610	1
NC_003619	1
NC_003622	1
NC_003623	1
NC_003624	1
NC_003632	3
NC_003633	2
NC_003634	2
NC_003643	1
NC_003650	1
NC_003661	1
NC_003663	17
NC_003664	2
NC_003668	3
NC_003669	1
NC_003671	1
NC_003672	2
NC_003673	1
NC_003676	1
NC_003680	2
NC_003688	2
NC_003689	2
NC_003691	1
NC_003692	1
NC_003693	1
NC_003700	1
NC_003704	1
NC_003706	1
NC_003708	2
NC_003710	1
NC_003711	1
NC_003723	3
NC_003724	1
NC_003731	1
NC_003732	1
NC_003733	1
NC_003734	1
NC_003736	1
NC_003737	1
NC_003739	1
NC_003740	2
NC_003742	1
NC_003743	1
NC_003744	1
NC_003745	1
NC_003746	1
NC_003747	1
NC_003751	1
NC_003755	1
NC_003756	1
NC_003762	1
NC_003765	1
NC_003768	1
NC_003769	1
NC_003771	1
NC_003772	1
NC_003774	1
NC_003776	1
NC_003781	1
NC_003782	1
NC_003783	1
NC_003784	1
NC_003785	1
NC_003790	2
NC_003791	1
NC_003794	3
NC_003795	1
NC_003802	1
NC_003803	1
NC_003805	1
NC_003806	1
NC_003811	1
NC_003815	1
NC_003820	3
NC_003821	1
NC_003822	1
NC_003823	1
NC_003824	1
NC_003830	2
NC_003833	2
NC_003834	1
NC_003836	1
NC_003838	1
NC_003840	1
NC_003842	2
NC_003845	1
NC_003849	4
NC_003852	2
NC_003856	2
NC_003865	2
NC_003866	1
NC_003867	2
NC_003868	1
NC_003873	1
NC_003874	1
NC_003876	2
NC_003877	1
NC_003878	3
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003891	2
NC_003896	1
NC_003897	1
NC_003898	1
NC_003899	2
NC_003900	1
NC_003908	1
NC_003924	1
NC_003930	2
NC_003973	1
NC_003976	1
NC_003983	1
NC_003985	3
NC_004002	2
NC_004003	1
NC_004006	1
NC_004008	2
NC_004010	1
NC_004011	1
NC_004012	1
NC_004014	3
NC_004015	2
NC_004016	2
NC_004018	1
NC_004034	1
NC_004035	1
NC_004037	2
NC_004039	1
NC_004042	1
NC_004044	2
NC_004047	1
NC_004062	44
NC_004063	3
NC_004064	1
NC_004065	118
NC_004067	3
NC_004097	1
NC_004099	1
NC_004101	1
NC_004104	1
NC_004105	13
NC_004106	1
NC_004107	1
NC_004110	1
NC_004117	102
NC_004121	1
NC_004122	1
NC_004142	1
NC_004145	1
NC_004146	1
NC_004153	1
NC_004156	94
NC_004157	1
NC_004158	1
NC_004161	1
NC_004162	1
NC_004176	1
NC_004178	1
NC_004179	1
NC_004180	2
NC_004182	1
NC_004183	1
NC_004186	1
NC_004187	1
NC_004191	1
NC_004192	1
NC_004200	1
NC_004204	1
NC_004212	1
NC_004214	1
NC_004219	1
NC_004220	1
NC_004221	1
NC_004285	1
NC_004288	1
NC_004289	2
NC_004290	2
NC_004295	1
NC_004296	1
NC_004322	3
NC_004324	2
NC_004362	1
NC_004363	1
NC_004364	1
NC_004365	1
NC_004366	2
NC_004367	16
NC_004421	1
NC_004422	2
NC_004423	1
NC_004424	2
NC_004426	2
NC_004439	1
NC_004440	1
NC_004441	1
NC_004450	1
NC_004515	1
NC_004540	1
NC_004541	5
NC_004542	2
NC_004553	1
NC_004560	1
NC_004569	1
NC_004573	2
NC_004579	2
NC_004580	1
NC_004581	1
NC_004582	1
NC_004607	2
NC_004608	2
NC_004611	1
NC_004618	2
NC_004627	1
NC_004628	2
NC_004630	1
NC_004635	2
NC_004637	1
NC_004638	1
NC_004639	2
NC_004640	1
NC_004641	1
NC_004642	1
NC_004645	2
NC_004646	1
NC_004648	1
NC_004651	1
NC_004654	1
NC_004655	2
NC_004656	1
NC_004657	2
NC_004659	2
NC_004661	2
NC_004666	1
NC_004667	2
NC_004673	1
NC_004675	3
NC_004690	33
NC_004714	1
NC_004718	3
NC_004724	2
NC_004729	1
NC_004730	1
NC_004733	1
NC_004750	1
NC_004751	3
NC_004755	1
NC_004756	1
NC_004763	2
NC_004764	3
NC_004778	107
NC_004807	1
NC_004812	72
NC_004824	2
NC_004828	2
NC_004995	1
NC_005028	1
NC_005029	1
NC_005031	1
NC_005038	25
NC_005040	2
NC_005041	1
NC_005046	1
NC_005052	1
NC_005053	1
NC_005064	3
NC_005065	1
NC_005068	20
NC_005074	1
NC_005079	1
NC_005084	3
NC_005093	2
NC_005095	1
NC_005132	4
NC_005136	1
NC_005137	113
NC_005138	2
NC_005165	1
NC_005166	1
NC_005167	1
NC_005168	1
NC_005169	1
NC_005170	1
NC_005171	1
NC_005173	1
NC_005174	1
NC_005175	1
NC_005176	1
NC_005179	4
NC_005210	1
NC_005214	1
NC_005216	1
NC_005218	1
NC_005219	1
NC_005220	1
NC_005221	1
NC_005224	1
NC_005227	1
NC_005233	1
NC_005236	1
NC_005261	65
NC_005264	58
NC_005267	1
NC_005281	1
NC_005283	1
NC_005285	1
NC_005287	2
NC_005288	1
NC_005301	1
NC_005302	1
NC_005304	1
NC_005309	22
NC_005330	1
NC_005331	1
NC_005336	121
NC_005337	113
NC_005338	2
NC_005339	2
NC_005341	1
NC_005343	1
NC_005635	3
NC_005778	1
NC_005790	1
NC_005807	1
NC_005818	1
NC_005830	3
NC_005831	2
NC_005832	17
NC_005843	2
NC_005844	2
NC_005845	1
NC_005848	2
NC_005850	1
NC_005851	1
NC_005854	1
NC_005881	42
NC_005883	1
NC_005889	2
NC_005898	2
NC_005899	1
NC_005902	11
NC_005903	2
NC_005904	1
NC_005905	12
NC_005906	9
NC_005946	20
NC_005965	2
NC_005975	2
NC_005976	1
NC_005978	1
NC_005980	1
NC_005985	1
NC_005987	1
NC_005994	1
NC_005997	1
NC_005999	1
NC_006000	1
NC_006004	1
NC_006007	1
NC_006010	1
NC_006012	1
NC_006014	1
NC_006015	1
NC_006018	1
NC_006019	2
NC_006023	1
NC_006024	1
NC_006059	2
NC_006060	1
NC_006066	1
NC_006144	21
NC_006146	61
NC_006148	1
NC_006150	93
NC_006151	62
NC_006152	2
NC_006213	4
NC_006260	2
NC_006261	2
NC_006262	1
NC_006263	2
NC_006265	1
NC_006267	1
NC_006273	125
NC_006275	1
NC_006276	1
NC_006296	2
NC_006313	1
NC_006314	1
NC_006318	1
NC_006358	1
NC_006359	2
NC_006367	1
NC_006383	2
NC_006428	2
NC_006430	3
NC_006431	2
NC_006432	1
NC_006433	1
NC_006439	1
NC_006440	1
NC_006441	1
NC_006497	1
NC_006502	1
NC_006506	1
NC_006549	58
NC_006551	1
NC_006554	1
NC_006555	1
NC_006560	67
NC_006561	1
NC_006567	1
NC_006573	1
NC_006575	1
NC_006577	2
NC_006579	3
NC_006623	15
NC_006631	1
NC_006633	1
NC_006635	3
NC_006637	1
NC_006639	2
NC_006642	2
NC_006643	1
NC_006645	1
NC_006646	1
NC_006648	1
NC_006649	2
NC_006650	1
NC_006651	1
NC_006654	1
NC_006656	2
NC_006657	1
NC_006658	2
NC_006659	2
NC_006874	2
NC_006875	1
NC_006879	17
NC_006937	2
NC_006941	1
NC_006942	1
NC_006943	2
NC_006944	3
NC_006948	3
NC_006950	2
NC_006952	1
NC_006955	1
NC_006956	1
NC_006960	1
NC_006961	1
NC_006966	4
NC_006998	12
NC_007000	1
NC_007001	1
NC_007002	2
NC_007003	1
NC_007017	1
NC_007026	2
NC_007027	1
NC_007031	1
NC_007032	1
NC_007033	1
NC_007034	3
NC_007038	1
NC_007039	1
NC_007040	1
NC_007041	1
NC_007044	5
NC_007069	1
NC_007147	1
NC_007151	84
NC_007156	1
NC_007157	1
NC_007192	2
NC_007193	3
NC_007210	2
NC_007211	1
NC_007212	1
NC_007216	1
NC_007218	3
NC_007220	1
NC_007221	1
NC_007222	1
NC_007241	1
NC_007242	1
NC_007290	1
NC_007339	1
NC_007341	1
NC_007346	207
NC_007371	1
NC_007383	76
NC_007408	3
NC_007433	1
NC_007447	4
NC_007448	3
NC_007454	3
NC_007518	1
NC_007522	2
NC_007523	3
NC_007524	1
NC_007525	1
NC_007527	1
NC_007531	1
NC_007533	1
NC_007534	1
NC_007537	1
NC_007538	1
NC_007539	1
NC_007540	1
NC_007541	1
NC_007542	1
NC_007560	1
NC_007561	1
NC_007562	1
NC_007563	1
NC_007564	1
NC_007567	1
NC_007580	1
NC_007582	1
NC_007583	1
NC_007584	1
NC_007585	1
NC_007586	1
NC_007588	1
NC_007589	1
NC_007590	1
NC_007592	1
NC_007605	44
NC_007609	3
NC_007612	1
NC_007619	1
NC_007638	2
NC_007642	1
NC_007646	40
NC_007653	63
NC_007658	1
NC_007661	1
NC_007662	1
NC_007665	1
NC_007679	2
NC_007711	1
NC_007726	2
NC_007728	1
NC_007729	1
NC_007730	1
NC_007731	2
NC_007733	1
NC_007737	1
NC_007739	1
NC_007743	1
NC_007744	1
NC_007746	1
NC_007757	1
NC_007767	99
NC_007803	1
NC_007815	1
NC_007905	1
NC_007913	1
NC_007916	1
NC_007919	3
NC_007921	116
NC_007965	2
NC_007966	1
NC_007985	3
NC_007986	1
NC_007987	1
NC_007988	1
NC_007989	2
NC_007990	2
NC_007991	1
NC_007992	1
NC_007993	1
NC_007994	2
NC_007995	3
NC_007996	1
NC_007999	4
NC_008000	4
NC_008001	1
NC_008002	5
NC_008003	2
NC_008007	1
NC_008017	2
NC_008018	1
NC_008020	2
NC_008028	1
NC_008029	3
