ID	CDSs_GLIMMER
NC_049371	48
NC_049372	50
NC_049373	29
NC_049374	35
NC_049375	27
NC_049376	32
NC_049377	26
NC_049378	148
NC_049379	62
NC_049380	61
NC_049381	22
NC_049382	147
NC_049383	241
NC_049384	132
NC_049385	25
NC_049386	24
NC_049387	28
NC_049388	23
NC_049389	24
NC_049390	27
NC_049391	23
NC_049392	24
NC_049393	23
NC_049394	23
NC_049395	24
NC_049396	137
NC_049397	35
NC_049398	28
NC_049399	27
NC_049400	28
NC_049401	29
NC_049402	38
NC_049403	28
NC_049404	33
NC_049405	36
NC_049406	35
NC_049407	29
NC_049408	27
NC_049409	31
NC_049410	24
NC_049411	30
NC_049412	28
NC_049413	28
NC_049414	24
NC_049415	35
NC_049416	26
NC_049417	26
NC_049418	28
NC_049419	29
NC_049420	27
NC_049421	24
NC_049422	26
NC_049423	26
NC_049424	34
NC_049425	29
NC_049426	27
NC_049427	137
NC_049428	141
NC_049429	24
NC_049430	59
NC_049431	55
NC_049432	37
NC_049433	143
NC_049434	26
NC_049435	53
NC_049436	55
NC_049437	143
NC_049438	147
NC_049439	137
NC_049440	143
NC_049441	145
NC_049442	48
NC_049443	137
NC_049444	55
NC_049445	164
NC_049446	24
NC_049447	29
NC_049448	33
NC_049449	14
NC_049450	21
NC_049451	25
NC_049452	26
NC_049453	28
NC_049454	26
NC_049455	131
NC_049456	53
NC_049457	27
NC_049458	136
NC_049459	27
NC_049460	25
NC_049461	26
NC_049462	135
NC_049463	59
NC_049464	159
NC_049465	32
NC_049466	54
NC_049467	51
NC_049468	37
NC_049469	50
NC_049470	35
NC_049471	43
NC_049472	143
NC_049473	29
NC_049474	27
NC_049475	29
NC_049476	39
NC_049477	25
NC_049478	59
NC_049479	143
NC_049480	32
NC_049481	34
NC_049482	27
NC_049483	34
NC_049484	29
NC_049485	35
NC_049486	32
NC_049487	30
NC_049488	26
NC_049489	46
NC_049490	144
NC_049491	148
NC_049492	150
NC_049493	136
NC_049494	166
NC_049495	148
NC_049496	143
NC_049497	146
NC_049498	33
NC_049499	132
NC_049500	128
NC_049501	131
NC_049502	142
NC_049503	144
NC_049504	142
NC_049505	132
NC_049506	144
NC_049507	134
NC_049508	138
NC_049509	129
NC_049510	62
NC_049511	151
NC_049512	139
NC_049805	59
NC_049806	56
NC_049807	64
NC_049808	62
NC_049809	32
NC_049810	31
NC_049811	34
NC_049812	34
NC_049813	46
NC_049814	51
NC_049815	49
NC_049816	53
NC_049817	54
NC_049818	55
NC_049819	55
NC_049820	42
NC_049821	53
NC_049822	49
NC_049823	51
NC_049824	49
NC_049825	51
NC_049826	44
NC_049827	48
NC_049828	43
NC_049829	43
NC_049830	43
NC_049831	45
NC_049832	45
NC_049833	37
NC_049834	36
NC_049835	39
NC_049836	33
NC_049837	36
NC_049838	40
NC_049839	36
NC_049840	34
NC_049841	41
NC_049842	34
NC_049843	26
NC_049844	34
NC_049845	42
NC_049846	40
NC_049847	39
NC_049848	43
NC_049849	177
NC_049850	185
NC_049851	180
NC_049852	50
NC_049853	54
NC_049854	116
NC_049855	125
NC_049856	125
NC_049857	100
NC_049900	35
NC_049917	43
NC_049918	39
NC_049919	36
NC_049920	36
NC_049921	34
NC_049922	39
NC_049923	36
NC_049924	45
NC_049925	39
NC_049926	26
NC_049927	38
NC_049928	41
NC_049929	38
NC_049930	16
NC_049931	12
NC_049932	19
NC_049933	19
NC_049934	17
NC_049935	17
NC_049936	17
NC_049937	14
NC_049938	15
NC_049939	17
NC_049940	19
NC_049941	38
NC_049942	44
NC_049943	40
NC_049944	37
NC_049945	41
NC_049946	34
NC_049947	36
NC_049948	35
NC_049949	37
NC_049950	30
NC_049951	31
NC_049952	37
NC_049953	33
NC_049954	35
NC_049955	34
NC_049959	31
NC_049960	21
NC_049961	19
NC_049962	31
NC_049963	27
NC_049964	33
NC_049965	15
NC_049966	29
NC_049967	36
NC_049968	31
NC_049969	35
NC_049970	14
NC_049971	16
NC_049972	20
NC_049973	20
NC_049974	20
NC_049975	19
NC_049976	17
NC_049977	63
NC_049978	68
NC_050143	43
NC_050144	45
NC_050145	49
NC_050146	46
NC_050147	50
NC_050148	49
NC_050149	51
NC_050150	47
NC_050151	52
NC_050152	69
NC_050153	57
NC_050154	74
NC_051580	60
NC_051581	58
NC_051582	61
NC_051583	59
NC_051584	69
NC_051585	65
NC_051586	79
NC_051587	60
NC_051588	41
NC_051589	49
NC_051590	45
NC_051591	49
NC_051592	47
NC_051593	46
NC_051594	45
NC_051595	47
NC_051596	49
NC_051597	49
NC_051598	57
NC_051599	43
NC_051600	39
NC_051601	43
NC_051602	53
NC_051603	50
NC_051604	44
NC_051605	55
NC_051606	63
NC_051607	60
NC_051608	66
NC_051609	56
NC_051610	47
NC_051611	46
NC_051612	46
NC_051613	54
NC_051614	56
NC_051615	50
NC_051616	54
NC_051617	47
NC_051618	46
NC_051619	57
NC_051620	46
NC_051621	46
NC_051622	52
NC_051623	55
NC_051624	54
NC_051625	52
NC_051626	47
NC_051627	47
NC_051628	54
NC_051629	53
NC_051630	44
NC_051631	49
NC_051632	43
NC_051633	45
NC_051634	45
NC_051635	40
NC_051636	46
NC_051637	39
NC_051638	39
NC_051639	43
NC_051640	44
NC_051641	41
NC_051642	43
NC_051643	38
NC_051644	45
NC_051645	39
NC_051646	40
NC_051647	46
NC_051648	47
NC_051649	37
NC_051650	42
NC_051651	44
NC_051652	50
NC_051653	45
NC_051654	41
NC_051655	38
NC_051656	46
NC_051657	47
NC_051658	43
NC_051659	40
NC_051660	41
NC_051661	40
NC_051662	41
NC_051663	40
NC_051664	41
NC_051665	41
NC_051666	46
NC_051667	46
NC_051668	40
NC_051669	44
NC_051670	39
NC_051671	43
NC_051672	43
NC_051673	46
NC_051674	42
NC_051675	41
NC_051676	44
NC_051677	39
NC_051678	40
NC_051679	40
NC_051680	39
NC_051681	41
NC_051682	43
NC_051683	43
NC_051684	42
NC_051685	45
NC_051686	43
NC_051687	43
NC_051688	45
NC_051689	40
NC_051690	39
NC_051691	42
NC_051692	38
NC_051693	41
NC_051694	36
NC_051695	38
NC_051696	41
NC_051697	46
NC_051698	42
NC_051699	40
NC_051700	38
NC_051701	40
NC_051702	44
NC_051703	41
NC_051704	40
NC_051705	47
NC_051706	38
NC_051707	44
NC_051708	38
NC_051709	46
NC_051710	41
NC_051711	37
NC_051712	46
NC_051713	44
NC_051714	45
NC_051715	38
NC_051716	36
NC_051717	35
NC_051718	49
NC_051719	44
NC_051720	37
NC_051721	43
NC_051722	42
NC_051723	39
NC_051724	41
NC_051725	44
NC_051726	41
NC_051727	43
NC_051728	41
NC_051729	42
NC_051730	38
NC_051731	45
NC_051732	44
NC_051733	39
NC_051734	41
NC_051735	44
NC_051736	44
NC_051737	45
NC_051738	45
NC_051739	40
NC_051740	35
NC_052410	39
NC_052411	37
NC_052412	37
NC_052413	35
NC_052414	31
NC_052415	29
NC_052416	38
NC_052417	38
NC_052418	37
NC_052419	39
NC_052420	36
NC_052421	42
NC_052422	35
NC_052423	37
NC_052424	33
NC_052425	34
NC_052426	35
NC_052427	39
NC_052428	36
NC_052429	38
NC_052430	39
NC_052431	37
NC_052432	42
NC_052433	33
NC_052434	39
NC_052435	34
NC_052436	43
NC_052437	35
NC_052438	34
NC_052439	39
NC_052440	35
NC_052441	37
NC_052442	34
NC_052443	35
NC_052444	33
NC_052445	31
NC_052446	33
NC_052447	38
NC_052448	32
NC_052449	36
NC_052450	36
NC_052451	36
NC_052452	38
NC_052453	38
NC_052454	38
NC_052455	40
NC_052456	35
NC_052457	40
NC_052458	35
NC_052459	37
NC_052460	37
NC_052461	33
NC_052462	37
NC_052463	37
NC_052464	38
NC_052465	41
NC_052466	34
NC_052467	39
NC_052468	38
NC_052469	33
NC_052470	34
NC_052652	162
NC_052653	175
NC_052654	170
NC_052655	169
NC_052656	169
NC_052657	160
NC_052658	166
NC_052659	167
NC_052660	182
NC_052661	175
NC_052662	171
NC_052663	171
NC_052932	16
NC_052933	17
NC_052934	17
NC_052935	17
NC_052936	13
NC_052937	16
NC_052938	15
NC_052939	17
NC_052940	12
NC_052941	15
NC_052964	56
NC_052965	54
NC_052966	52
NC_052967	53
NC_052968	42
NC_052969	52
NC_052970	45
NC_052971	45
NC_052972	44
NC_052973	50
NC_052975	34
NC_052976	44
NC_052977	44
NC_052979	36
NC_052980	38
NC_052981	36
NC_052982	36
NC_052983	36
NC_052984	38
NC_052985	40
NC_052986	43
NC_052987	28
NC_052988	28
NC_052989	39
NC_052990	42
NC_052991	35
NC_052992	40
NC_052993	37
NC_052994	39
NC_052995	38
NC_052996	38
NC_052997	42
NC_052998	41
NC_052999	41
NC_053000	37
NC_053001	37
NC_053002	38
NC_053003	35
NC_053004	36
NC_053005	34
NC_053006	36
NC_053007	37
NC_053008	36
NC_053009	35
NC_053010	35
NC_053011	44
NC_053012	44
NC_053013	34
NC_053014	29
NC_053015	31
NC_053172	46
NC_053173	42
NC_053174	44
NC_053209	42
NC_053210	40
NC_053211	51
NC_053234	58
NC_053235	53
NC_053236	52
NC_053237	54
NC_053238	57
NC_053239	55
NC_053240	54
NC_053241	54
NC_053242	59
NC_053243	64
NC_053244	54
NC_053245	58
NC_053246	55
NC_053247	53
NC_053248	53
NC_053249	51
NC_053503	65
NC_053504	62
NC_053505	68
NC_053506	64
NC_053507	64
NC_053508	67
NC_053509	70
NC_053510	59
NC_053511	63
NC_053512	41
NC_053513	44
NC_053514	49
NC_053515	45
NC_053516	57
NC_054146	38
NC_054147	38
NC_054148	40
NC_054149	35
NC_054392	35
NC_054393	61
NC_054418	30
NC_054419	28
NC_054420	30
NC_054421	34
NC_054422	31
NC_054423	26
NC_054424	35
NC_054425	30
NC_054426	31
NC_054427	31
NC_054428	28
NC_054429	27
NC_054430	29
NC_054431	16
NC_054432	38
NC_054433	54
NC_054434	34
NC_054435	35
NC_054436	42
NC_054437	34
NC_054438	29
NC_054439	41
NC_054440	40
NC_054441	36
NC_054442	40
NC_054443	51
NC_054444	46
NC_054445	39
NC_054446	49
NC_054447	44
NC_054448	39
NC_054449	39
NC_054450	38
NC_054451	37
NC_054452	37
NC_054453	38
NC_054454	37
NC_054455	36
NC_054456	36
NC_054458	28
NC_054459	30
NC_054460	32
NC_054461	31
NC_054462	34
NC_054463	29
NC_054464	32
NC_054465	36
NC_054466	37
NC_054636	50
NC_054637	52
NC_054638	46
NC_054639	56
NC_054640	56
NC_054641	51
NC_054642	49
NC_054643	53
NC_054644	50
NC_054645	52
NC_054646	56
NC_054647	49
NC_054648	50
NC_054649	47
NC_054650	46
NC_054651	52
NC_054652	49
NC_054653	46
NC_054654	41
NC_054655	56
NC_054656	46
NC_054657	46
NC_054658	46
NC_054659	43
NC_054660	46
NC_054661	42
NC_054662	42
NC_054663	49
NC_054664	46
NC_054665	41
NC_054666	54
NC_054667	45
NC_054668	49
NC_054669	52
NC_054670	54
NC_054671	53
NC_054672	35
NC_054673	44
NC_054674	39
NC_054675	42
NC_054676	36
NC_054677	38
NC_054678	46
NC_054679	47
NC_054680	46
NC_054681	42
NC_054714	147
NC_054715	135
NC_054716	136
NC_054717	128
NC_054718	120
NC_054719	122
NC_054720	128
NC_054721	125
NC_054722	127
NC_054723	135
NC_054724	111
NC_054725	119
NC_054726	106
NC_054727	117
NC_054759	30
NC_054760	36
NC_054761	35
NC_054762	24
NC_054770	36
NC_054771	32
NC_054772	39
NC_054773	36
NC_054774	34
NC_054775	31
NC_054776	36
NC_054777	41
NC_054778	34
NC_054779	33
NC_054780	29
NC_054781	36
NC_054782	37
NC_054783	35
NC_054784	36
NC_054785	36
NC_054786	42
NC_054787	37
NC_054788	32
NC_054789	33
NC_054790	34
NC_054791	41
NC_054792	41
NC_054793	37
NC_054794	36
NC_054795	41
NC_054796	31
NC_054797	37
NC_054798	36
NC_054799	36
NC_054800	41
NC_054801	37
NC_054802	30
NC_054803	36
NC_054804	34
NC_054805	43
NC_054806	41
NC_054807	37
NC_054808	38
NC_054809	39
NC_054810	40
NC_054811	39
NC_054812	37
NC_054813	43
NC_054814	42
NC_054815	45
NC_001270	11
NC_001341	6
NC_001365	12
NC_001447	11
NC_001942	13
NC_002515	8
NC_003438	8
NC_003793	9
NC_005964	14
NC_009987	8
AC_000001	18
AC_000002	28
AC_000003	17
AC_000004	19
AC_000005	22
AC_000006	38
AC_000007	22
AC_000008	23
AC_000009	25
AC_000010	22
AC_000011	34
AC_000012	23
AC_000013	31
AC_000014	33
AC_000016	16
AC_000017	22
AC_000018	23
AC_000019	19
AC_000020	18
AC_000189	32
AC_000190	22
AC_000191	21
AC_000192	8
NC_000852	208
NC_000855	5
NC_000858	6
NC_000869	2
NC_000870	2
NC_000874	5
NC_000882	2
NC_000883	6
NC_000898	92
NC_000899	31
NC_000903	4
NC_000936	5
NC_000939	4
NC_000940	2
NC_000942	23
NC_000943	1
NC_000947	1
NC_000960	1
NC_001132	102
NC_001265	3
NC_001266	97
NC_001278	2
NC_001339	3
NC_001340	1
NC_001343	1
NC_001344	2
NC_001346	2
NC_001348	69
NC_001350	60
NC_001352	4
NC_001354	4
NC_001355	4
NC_001356	4
NC_001357	5
NC_001359	2
NC_001361	3
NC_001362	4
NC_001364	5
NC_001366	1
NC_001367	3
NC_001368	3
NC_001369	2
NC_001401	3
NC_001402	1
NC_001403	2
NC_001405	22
NC_001407	4
NC_001408	3
NC_001409	3
NC_001411	1
NC_001412	2
NC_001413	4
NC_001414	5
NC_001427	2
NC_001430	1
NC_001434	3
NC_001436	8
NC_001437	1
NC_001438	2
NC_001439	2
NC_001440	2
NC_001441	3
NC_001442	3
NC_001445	1
NC_001449	3
NC_001450	3
NC_001451	5
NC_001452	5
NC_001454	24
NC_001457	4
NC_001458	4
NC_001460	22
NC_001461	1
NC_001463	5
NC_001464	1
NC_001465	1
NC_001466	3
NC_001467	3
NC_001468	2
NC_001469	3
NC_001472	1
NC_001474	2
NC_001475	1
NC_001477	1
NC_001478	2
NC_001479	2
NC_001480	3
NC_001481	2
NC_001482	4
NC_001483	3
NC_001484	2
NC_001486	2
NC_001488	4
NC_001489	1
NC_001490	1
NC_001491	98
NC_001492	2
NC_001493	101
NC_001494	4
NC_001495	1
NC_001497	4
NC_001498	8
NC_001499	2
NC_001500	5
NC_001501	4
NC_001502	2
NC_001503	5
NC_001504	3
NC_001505	3
NC_001506	3
NC_001507	2
NC_001508	1
NC_001510	2
NC_001511	5
NC_001512	2
NC_001513	1
NC_001514	5
NC_001515	5
NC_001517	2
NC_001522	4
NC_001523	5
NC_001524	4
NC_001526	4
NC_001531	4
NC_001538	4
NC_001539	2
NC_001540	3
NC_001541	5
NC_001542	5
NC_001543	1
NC_001544	3
NC_001545	2
NC_001547	5
NC_001549	5
NC_001550	5
NC_001552	7
NC_001554	3
NC_001555	1
NC_001556	3
NC_001560	5
NC_001563	2
NC_001564	1
NC_001574	1
NC_001575	3
NC_001576	5
NC_001583	4
NC_001586	4
NC_001587	5
NC_001591	4
NC_001593	4
NC_001595	4
NC_001596	4
NC_001598	6
NC_001600	3
NC_001605	5
NC_001607	3
NC_001608	7
NC_001611	103
NC_001612	1
NC_001615	6
NC_001616	1
NC_001617	1
NC_001618	1
NC_001619	4
NC_001623	92
NC_001625	3
NC_001632	1
NC_001633	2
NC_001634	5
NC_001639	4
NC_001641	2
NC_001642	3
NC_001647	2
NC_001648	3
NC_001650	147
NC_001652	5
NC_001653	3
NC_001654	3
NC_001655	1
NC_001658	3
NC_001659	87
NC_001661	8
NC_001662	2
NC_001663	4
NC_001664	95
NC_001669	3
NC_001671	1
NC_001672	1
NC_001676	6
NC_001678	4
NC_001690	4
NC_001691	4
NC_001693	4
NC_001694	4
NC_001696	3
NC_001699	4
NC_001701	2
NC_001702	4
NC_001710	3
NC_001716	84
NC_001718	2
NC_001720	33
NC_001721	3
NC_001722	5
NC_001724	4
NC_001725	4
NC_001726	5
NC_001728	3
NC_001729	3
NC_001731	222
NC_001734	17
NC_001739	4
NC_001746	2
NC_001747	5
NC_001748	3
NC_001749	1
NC_001753	3
NC_001768	1
NC_001777	4
NC_001780	3
NC_001781	7
NC_001782	1
NC_001785	1
NC_001786	3
NC_001789	4
NC_001792	2
NC_001793	3
NC_001796	6
NC_001798	139
NC_001800	4
NC_001801	3
NC_001802	3
NC_001803	6
NC_001806	142
NC_001809	2
NC_001812	3
NC_001813	19
NC_001814	1
NC_001815	5
NC_001818	3
NC_001822	3
NC_001824	59
NC_001826	70
NC_001828	2
NC_001829	2
NC_001831	5
NC_001834	2
NC_001836	7
NC_001837	1
NC_001839	1
NC_001841	1
NC_001844	86
NC_001846	7
NC_001847	110
NC_001859	1
NC_001866	2
NC_001867	5
NC_001868	3
NC_001873	3
NC_001874	2
NC_001875	145
NC_001876	28
NC_001885	3
NC_001886	1
NC_001897	1
NC_001899	3
NC_001906	6
NC_001914	2
NC_001915	1
NC_001916	1
NC_001917	2
NC_001918	1
NC_001920	1
NC_001921	7
NC_001925	1
NC_001926	1
NC_001927	1
NC_001928	2
NC_001929	3
NC_001930	2
NC_001931	2
NC_001932	3
NC_001933	3
NC_001934	2
NC_001935	2
NC_001936	2
NC_001937	2
NC_001938	2
NC_001939	2
NC_001940	3
NC_001943	3
NC_001944	3
NC_001946	3
NC_001948	3
NC_001958	16
NC_001959	3
NC_001961	5
NC_001962	87
NC_001963	2
NC_001964	2
NC_001973	169
NC_001977	3
NC_001981	1
NC_001982	1
NC_001983	2
NC_001984	2
NC_001987	60
NC_001989	6
NC_001990	1
NC_001993	134
NC_002016	1
NC_002017	1
NC_002018	1
NC_002019	1
NC_002020	1
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	1
NC_002025	2
NC_002026	1
NC_002027	1
NC_002028	1
NC_002031	1
NC_002034	1
NC_002035	1
NC_002036	3
NC_002037	1
NC_002038	1
NC_002039	1
NC_002040	2
NC_002041	3
NC_002042	2
NC_002046	2
NC_002047	2
NC_002048	2
NC_002049	2
NC_002050	2
NC_002051	2
NC_002052	1
NC_002058	1
NC_002063	2
NC_002064	2
NC_002066	1
NC_002076	3
NC_002077	3
NC_002160	3
NC_002161	6
NC_002164	1
NC_002169	91
NC_002187	3
NC_002188	147
NC_002190	3
NC_002195	1
NC_002198	4
NC_002199	6
NC_002200	7
NC_002201	5
NC_002204	2
NC_002205	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	1
NC_002211	1
NC_002229	83
NC_002232	5
NC_002251	4
NC_002306	6
NC_002323	2
NC_002324	1
NC_002325	1
NC_002326	1
NC_002327	1
NC_002328	1
NC_002330	2
NC_002331	100
NC_002349	1
NC_002350	1
NC_002351	3
NC_002356	2
NC_002357	1
NC_002358	3
NC_002359	3
NC_002361	3
NC_002468	3
NC_002469	3
NC_002470	3
NC_002500	3
NC_002501	18
NC_002509	1
NC_002510	2
NC_002512	178
NC_002513	18
NC_002520	129
NC_002526	6
NC_002531	69
NC_002532	4
NC_002543	2
NC_002548	2
NC_002549	8
NC_002551	2
NC_002552	3
NC_002555	3
NC_002556	2
NC_002557	1
NC_002558	2
NC_002559	1
NC_002560	1
NC_002561	1
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	1
NC_002568	4
NC_002577	119
NC_002588	2
NC_002593	69
NC_002598	3
NC_002600	1
NC_002604	3
NC_002615	1
NC_002618	3
NC_002633	3
NC_002634	1
NC_002640	2
NC_002641	79
NC_002642	87
NC_002645	5
NC_002654	81
NC_002657	1
NC_002665	56
NC_002685	16
NC_002686	72
NC_002687	238
NC_002690	1
NC_002691	1
NC_002692	3
NC_002701	2
NC_002702	25
NC_002728	6
NC_002729	3
NC_002766	5
NC_002786	2
NC_002792	4
NC_002794	183
NC_002795	3
NC_002797	1
NC_002800	1
NC_002803	5
NC_002815	3
NC_002816	79
NC_002817	2
NC_002981	2
NC_002984	2
NC_002985	2
NC_002990	1
NC_002991	1
NC_003003	1
NC_003004	1
NC_003005	2
NC_003006	1
NC_003007	1
NC_003008	1
NC_003009	1
NC_003010	1
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	2
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	1
NC_003023	2
NC_003024	1
NC_003025	1
NC_003027	88
NC_003031	1
NC_003038	109
NC_003045	7
NC_003054	2
NC_003056	4
NC_003059	5
NC_003083	78
NC_003084	74
NC_003092	7
NC_003093	3
NC_003094	81
NC_003102	92
NC_003113	1
NC_003138	5
NC_003199	3
NC_003203	1
NC_003215	2
NC_003219	1
NC_003220	5
NC_003224	1
NC_003225	144
NC_003243	5
NC_003266	32
NC_003310	111
NC_003323	7
NC_003326	2
NC_003346	3
NC_003347	4
NC_003348	6
NC_003355	3
NC_003357	2
NC_003369	4
NC_003375	4
NC_003376	4
NC_003377	1
NC_003378	4
NC_003379	2
NC_003380	1
NC_003381	2
NC_003382	1
NC_003389	86
NC_003391	118
NC_003397	1
NC_003398	1
NC_003399	1
NC_003400	3
NC_003401	91
NC_003410	3
NC_003412	2
NC_003414	2
NC_003417	3
NC_003418	2
NC_003433	2
NC_003434	2
NC_003436	6
NC_003443	7
NC_003445	1
NC_003446	1
NC_003448	1
NC_003449	1
NC_003451	1
NC_003452	1
NC_003453	2
NC_003461	7
NC_003462	3
NC_003463	1
NC_003464	1
NC_003465	1
NC_003466	1
NC_003467	1
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003474	1
NC_003478	1
NC_003479	1
NC_003480	2
NC_003481	2
NC_003482	1
NC_003483	1
NC_003487	2
NC_003491	5
NC_003492	1
NC_003493	2
NC_003494	91
NC_003495	1
NC_003496	1
NC_003497	1
NC_003498	4
NC_003499	3
NC_003500	3
NC_003501	1
NC_003502	1
NC_003504	2
NC_003505	2
NC_003509	1
NC_003510	2
NC_003511	2
NC_003512	1
NC_003513	1
NC_003514	1
NC_003515	2
NC_003516	1
NC_003517	1
NC_003518	2
NC_003519	2
NC_003520	2
NC_003521	225
NC_003523	1
NC_003529	102
NC_003530	3
NC_003531	1
NC_003532	4
NC_003534	2
NC_003535	3
NC_003536	1
NC_003537	1
NC_003538	1
NC_003541	1
NC_003542	1
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	2
NC_003547	2
NC_003548	1
NC_003549	1
NC_003550	1
NC_003554	4
NC_003555	2
NC_003556	2
NC_003557	3
NC_003558	1
NC_003560	1
NC_003565	1
NC_003567	1
NC_003568	1
NC_003569	1
NC_003570	2
NC_003601	2
NC_003602	2
NC_003603	3
NC_003604	2
NC_003605	1
NC_003606	1
NC_003607	2
NC_003608	4
NC_003609	2
NC_003610	4
NC_003611	1
NC_003613	1
NC_003614	1
NC_003615	1
NC_003616	2
NC_003617	3
NC_003618	5
NC_003619	2
NC_003620	2
NC_003621	1
NC_003622	1
NC_003623	1
NC_003624	2
NC_003625	1
NC_003626	1
NC_003627	6
NC_003628	1
NC_003629	4
NC_003630	3
NC_003631	1
NC_003632	3
NC_003633	4
NC_003634	1
NC_003635	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003647	1
NC_003648	1
NC_003649	1
NC_003650	1
NC_003651	2
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	1
NC_003656	1
NC_003657	1
NC_003658	1
NC_003659	1
NC_003660	1
NC_003661	2
NC_003663	130
NC_003664	3
NC_003665	2
NC_003668	3
NC_003669	3
NC_003670	1
NC_003671	1
NC_003672	2
NC_003673	1
NC_003674	1
NC_003675	1
NC_003676	1
NC_003678	1
NC_003679	1
NC_003680	3
NC_003681	1
NC_003687	1
NC_003688	5
NC_003689	1
NC_003690	1
NC_003691	1
NC_003692	1
NC_003693	1
NC_003694	1
NC_003696	1
NC_003697	1
NC_003698	1
NC_003699	1
NC_003700	1
NC_003701	2
NC_003702	1
NC_003703	1
NC_003704	2
NC_003705	1
NC_003706	1
NC_003708	3
NC_003709	2
NC_003710	1
NC_003711	1
NC_003722	2
NC_003723	2
NC_003724	2
NC_003725	2
NC_003728	1
NC_003729	1
NC_003730	2
NC_003731	2
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	1
NC_003736	2
NC_003737	1
NC_003738	1
NC_003739	1
NC_003740	2
NC_003741	1
NC_003742	1
NC_003743	5
NC_003744	2
NC_003745	2
NC_003746	7
NC_003747	3
NC_003748	6
NC_003749	1
NC_003750	1
NC_003751	1
NC_003752	1
NC_003753	1
NC_003754	2
NC_003755	1
NC_003756	3
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	1
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	1
NC_003768	1
NC_003769	1
NC_003770	1
NC_003771	1
NC_003772	1
NC_003773	1
NC_003774	1
NC_003775	1
NC_003776	2
NC_003778	1
NC_003779	2
NC_003780	2
NC_003781	1
NC_003782	2
NC_003783	2
NC_003784	2
NC_003785	1
NC_003786	1
NC_003787	2
NC_003788	1
NC_003790	3
NC_003791	1
NC_003792	1
NC_003794	3
NC_003795	4
NC_003797	1
NC_003799	1
NC_003800	1
NC_003801	1
NC_003802	1
NC_003803	2
NC_003804	2
NC_003805	3
NC_003806	3
NC_003807	1
NC_003808	1
NC_003809	1
NC_003810	2
NC_003811	3
NC_003812	1
NC_003814	1
NC_003818	1
NC_003820	2
NC_003821	4
NC_003822	2
NC_003823	1
NC_003824	2
NC_003825	2
NC_003828	2
NC_003830	2
NC_003831	2
NC_003832	1
NC_003833	1
NC_003834	2
NC_003835	2
NC_003836	2
NC_003837	1
NC_003838	1
NC_003839	1
NC_003840	1
NC_003841	2
NC_003842	2
NC_003843	2
NC_003844	1
NC_003845	2
NC_003847	1
NC_003848	1
NC_003849	4
NC_003850	1
NC_003852	3
NC_003853	4
NC_003856	2
NC_003857	2
NC_003860	2
NC_003861	2
NC_003862	2
NC_003865	2
NC_003866	2
NC_003867	2
NC_003868	2
NC_003870	3
NC_003871	3
NC_003872	1
NC_003873	2
NC_003874	2
NC_003876	2
NC_003877	3
NC_003878	4
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	2
NC_003890	1
NC_003891	2
NC_003896	2
NC_003897	2
NC_003898	2
NC_003899	3
NC_003900	3
NC_003908	3
NC_003924	2
NC_003930	3
NC_003973	4
NC_003976	1
NC_003977	2
NC_003983	1
NC_003985	1
NC_003987	1
NC_003988	1
NC_003990	1
NC_003996	1
NC_004002	84
NC_004003	86
NC_004005	2
NC_004006	1
NC_004007	1
NC_004008	1
NC_004010	1
NC_004011	1
NC_004012	4
NC_004013	1
NC_004014	3
NC_004015	2
NC_004016	1
NC_004017	1
NC_004018	1
NC_004019	1
NC_004020	1
NC_004034	2
NC_004035	1
NC_004036	4
NC_004037	16
NC_004039	1
NC_004042	2
NC_004043	2
NC_004044	2
NC_004045	1
NC_004046	1
NC_004047	1
NC_004049	1
NC_004050	1
NC_004051	1
NC_004053	1
NC_004054	1
NC_004060	3
NC_004062	68
NC_004063	1
NC_004064	2
NC_004065	191
NC_004067	3
NC_004068	5
NC_004071	3
NC_004074	7
NC_004090	2
NC_004091	2
NC_004096	2
NC_004097	2
NC_004098	2
NC_004099	2
NC_004100	2
NC_004101	2
NC_004102	2
NC_004104	5
NC_004105	114
NC_004106	3
NC_004107	2
NC_004108	2
NC_004109	1
NC_004110	1
NC_004117	105
NC_004119	1
NC_004120	1
NC_004121	1
NC_004122	2
NC_004123	3
NC_004124	5
NC_004142	1
NC_004144	1
NC_004145	1
NC_004146	1
NC_004147	2
NC_004153	2
NC_004156	95
NC_004157	1
NC_004158	1
NC_004159	1
NC_004161	8
NC_004162	2
NC_004168	1
NC_004169	1
NC_004176	1
NC_004177	1
NC_004178	1
