ID	CDSs_METAPRODIGAL
NC_049361	58
NC_049362	57
NC_049363	54
NC_049364	57
NC_049365	59
NC_049366	55
NC_049367	60
NC_049368	60
NC_049369	49
NC_049370	53
NC_049371	80
NC_049372	78
NC_049373	56
NC_049374	58
NC_049375	53
NC_049376	59
NC_049377	54
NC_049378	215
NC_049379	110
NC_049380	106
NC_049381	52
NC_049382	208
NC_049383	296
NC_049384	219
NC_049385	41
NC_049386	42
NC_049387	41
NC_049388	41
NC_049389	39
NC_049390	42
NC_049391	50
NC_049392	35
NC_049393	40
NC_049394	40
NC_049395	41
NC_049396	203
NC_049397	63
NC_049398	52
NC_049399	64
NC_049400	54
NC_049401	57
NC_049402	63
NC_049403	58
NC_049404	58
NC_049405	64
NC_049406	55
NC_049407	57
NC_049408	59
NC_049409	52
NC_049410	49
NC_049411	54
NC_049412	56
NC_049413	56
NC_049414	50
NC_049415	53
NC_049416	51
NC_049417	51
NC_049418	52
NC_049419	53
NC_049420	53
NC_049421	53
NC_049422	52
NC_049423	53
NC_049424	51
NC_049425	55
NC_049426	54
NC_049427	209
NC_049428	211
NC_049429	39
NC_049430	107
NC_049431	98
NC_049432	55
NC_049433	205
NC_049434	56
NC_049435	84
NC_049436	77
NC_049437	202
NC_049438	248
NC_049439	204
NC_049440	199
NC_049441	249
NC_049442	105
NC_049443	203
NC_049444	85
NC_049445	250
NC_049446	55
NC_049447	58
NC_049448	50
NC_049449	26
NC_049450	40
NC_049451	39
NC_049452	41
NC_049453	47
NC_049454	45
NC_049455	208
NC_049456	96
NC_049457	45
NC_049458	202
NC_049459	43
NC_049460	37
NC_049461	42
NC_049462	201
NC_049463	84
NC_049464	262
NC_049465	74
NC_049466	78
NC_049467	85
NC_049468	73
NC_049469	101
NC_049470	82
NC_049471	105
NC_049472	212
NC_049473	69
NC_049474	48
NC_049475	50
NC_049476	57
NC_049477	49
NC_049478	101
NC_049479	245
NC_049480	57
NC_049481	55
NC_049482	47
NC_049483	55
NC_049484	56
NC_049485	60
NC_049486	56
NC_049487	58
NC_049488	46
NC_049489	104
NC_049490	246
NC_049491	236
NC_049492	245
NC_049493	244
NC_049494	245
NC_049495	206
NC_049496	208
NC_049497	213
NC_049498	66
NC_049499	192
NC_049500	188
NC_049501	202
NC_049502	207
NC_049503	208
NC_049504	208
NC_049505	199
NC_049506	212
NC_049507	204
NC_049508	206
NC_049509	213
NC_049510	79
NC_049511	244
NC_049512	205
NC_049805	86
NC_049806	85
NC_049807	92
NC_049808	81
NC_049809	53
NC_049810	50
NC_049811	52
NC_049812	52
NC_049813	67
NC_049814	85
NC_049815	87
NC_049816	86
NC_049817	84
NC_049818	85
NC_049819	86
NC_049820	74
NC_049821	81
NC_049822	85
NC_049823	84
NC_049824	80
NC_049825	77
NC_049826	83
NC_049827	81
NC_049828	75
NC_049829	72
NC_049830	76
NC_049831	81
NC_049832	78
NC_049833	79
NC_049834	83
NC_049835	87
NC_049836	78
NC_049837	80
NC_049838	77
NC_049839	77
NC_049840	78
NC_049841	76
NC_049842	77
NC_049843	43
NC_049844	73
NC_049845	78
NC_049846	76
NC_049847	78
NC_049848	77
NC_049849	338
NC_049850	447
NC_049851	451
NC_049852	81
NC_049853	77
NC_049854	178
NC_049855	178
NC_049856	194
NC_049857	166
NC_049900	63
NC_049917	73
NC_049918	77
NC_049919	78
NC_049920	77
NC_049921	73
NC_049922	87
NC_049923	71
NC_049924	89
NC_049925	83
NC_049926	60
NC_049927	61
NC_049928	63
NC_049929	62
NC_049930	22
NC_049931	22
NC_049932	26
NC_049933	26
NC_049934	30
NC_049935	25
NC_049936	28
NC_049937	24
NC_049938	25
NC_049939	28
NC_049940	25
NC_049941	70
NC_049942	82
NC_049943	81
NC_049944	80
NC_049945	78
NC_049946	65
NC_049947	66
NC_049948	73
NC_049949	63
NC_049950	58
NC_049951	54
NC_049952	62
NC_049953	62
NC_049954	63
NC_049955	61
NC_049959	42
NC_049960	32
NC_049961	28
NC_049962	45
NC_049963	36
NC_049964	43
NC_049965	25
NC_049966	40
NC_049967	50
NC_049968	45
NC_049969	46
NC_049970	28
NC_049971	27
NC_049972	28
NC_049973	32
NC_049974	30
NC_049975	24
NC_049976	25
NC_049977	104
NC_049978	100
NC_050143	89
NC_050144	94
NC_050145	91
NC_050146	94
NC_050147	92
NC_050148	93
NC_050149	89
NC_050150	92
NC_050151	92
NC_050152	106
NC_050153	88
NC_050154	113
NC_051580	107
NC_051581	103
NC_051582	98
NC_051583	89
NC_051584	96
NC_051585	98
NC_051586	103
NC_051587	93
NC_051588	103
NC_051589	92
NC_051590	95
NC_051591	91
NC_051592	87
NC_051593	91
NC_051594	89
NC_051595	87
NC_051596	86
NC_051597	88
NC_051598	91
NC_051599	96
NC_051600	87
NC_051601	95
NC_051602	94
NC_051603	95
NC_051604	92
NC_051605	89
NC_051606	91
NC_051607	89
NC_051608	88
NC_051609	90
NC_051610	92
NC_051611	93
NC_051612	87
NC_051613	72
NC_051614	92
NC_051615	94
NC_051616	92
NC_051617	96
NC_051618	96
NC_051619	102
NC_051620	93
NC_051621	93
NC_051622	98
NC_051623	91
NC_051624	98
NC_051625	94
NC_051626	91
NC_051627	91
NC_051628	92
NC_051629	94
NC_051630	96
NC_051631	92
NC_051632	98
NC_051633	99
NC_051634	97
NC_051635	98
NC_051636	104
NC_051637	100
NC_051638	97
NC_051639	98
NC_051640	87
NC_051641	97
NC_051642	97
NC_051643	91
NC_051644	100
NC_051645	97
NC_051646	103
NC_051647	103
NC_051648	100
NC_051649	98
NC_051650	99
NC_051651	99
NC_051652	105
NC_051653	101
NC_051654	99
NC_051655	99
NC_051656	104
NC_051657	99
NC_051658	98
NC_051659	105
NC_051660	101
NC_051661	104
NC_051662	95
NC_051663	96
NC_051664	99
NC_051665	105
NC_051666	98
NC_051667	114
NC_051668	92
NC_051669	101
NC_051670	98
NC_051671	92
NC_051672	101
NC_051673	104
NC_051674	91
NC_051675	88
NC_051676	107
NC_051677	83
NC_051678	98
NC_051679	95
NC_051680	95
NC_051681	100
NC_051682	91
NC_051683	100
NC_051684	101
NC_051685	93
NC_051686	93
NC_051687	102
NC_051688	103
NC_051689	91
NC_051690	94
NC_051691	98
NC_051692	108
NC_051693	97
NC_051694	100
NC_051695	99
NC_051696	96
NC_051697	87
NC_051698	99
NC_051699	103
NC_051700	103
NC_051701	102
NC_051702	98
NC_051703	102
NC_051704	98
NC_051705	102
NC_051706	102
NC_051707	94
NC_051708	104
NC_051709	99
NC_051710	104
NC_051711	98
NC_051712	105
NC_051713	94
NC_051714	96
NC_051715	104
NC_051716	91
NC_051717	94
NC_051718	97
NC_051719	99
NC_051720	99
NC_051721	96
NC_051722	111
NC_051723	100
NC_051724	99
NC_051725	81
NC_051726	64
NC_051727	78
NC_051728	77
NC_051729	78
NC_051730	74
NC_051731	79
NC_051732	80
NC_051733	78
NC_051734	74
NC_051735	74
NC_051736	75
NC_051737	77
NC_051738	80
NC_051739	80
NC_051740	71
NC_052410	85
NC_052411	83
NC_052412	80
NC_052413	83
NC_052414	75
NC_052415	89
NC_052416	92
NC_052417	91
NC_052418	90
NC_052419	87
NC_052420	81
NC_052421	82
NC_052422	80
NC_052423	81
NC_052424	87
NC_052425	83
NC_052426	88
NC_052427	89
NC_052428	80
NC_052429	91
NC_052430	84
NC_052431	83
NC_052432	88
NC_052433	90
NC_052434	84
NC_052435	86
NC_052436	94
NC_052437	91
NC_052438	78
NC_052439	89
NC_052440	84
NC_052441	87
NC_052442	81
NC_052443	88
NC_052444	88
NC_052445	86
NC_052446	87
NC_052447	82
NC_052448	85
NC_052449	79
NC_052450	83
NC_052451	84
NC_052452	83
NC_052453	80
NC_052454	85
NC_052455	85
NC_052456	83
NC_052457	86
NC_052458	86
NC_052459	87
NC_052460	85
NC_052461	87
NC_052462	82
NC_052463	87
NC_052464	87
NC_052465	86
NC_052466	82
NC_052467	94
NC_052468	82
NC_052469	83
NC_052470	83
NC_052652	240
NC_052653	245
NC_052654	275
NC_052655	244
NC_052656	274
NC_052657	240
NC_052658	269
NC_052659	253
NC_052660	281
NC_052661	273
NC_052662	284
NC_052663	240
NC_052932	25
NC_052933	25
NC_052934	25
NC_052935	25
NC_052936	24
NC_052937	25
NC_052938	24
NC_052939	25
NC_052940	24
NC_052941	27
NC_052964	93
NC_052965	77
NC_052966	81
NC_052967	82
NC_052968	86
NC_052969	89
NC_052970	86
NC_052971	86
NC_052972	86
NC_052973	70
NC_052975	72
NC_052976	68
NC_052977	61
NC_052979	68
NC_052980	67
NC_052981	67
NC_052982	86
NC_052983	64
NC_052984	74
NC_052985	74
NC_052986	76
NC_052987	79
NC_052988	79
NC_052989	77
NC_052990	71
NC_052991	63
NC_052992	71
NC_052993	72
NC_052994	73
NC_052995	74
NC_052996	72
NC_052997	74
NC_052998	72
NC_052999	75
NC_053000	74
NC_053001	75
NC_053002	72
NC_053003	71
NC_053004	73
NC_053005	72
NC_053006	71
NC_053007	72
NC_053008	73
NC_053009	74
NC_053010	75
NC_053011	79
NC_053012	86
NC_053013	82
NC_053014	78
NC_053015	82
NC_053172	72
NC_053173	78
NC_053174	80
NC_053209	80
NC_053210	77
NC_053211	78
NC_053234	78
NC_053235	78
NC_053236	79
NC_053237	84
NC_053238	84
NC_053239	83
NC_053240	82
NC_053241	81
NC_053242	86
NC_053243	81
NC_053244	88
NC_053245	83
NC_053246	95
NC_053247	88
NC_053248	81
NC_053249	84
NC_053503	89
NC_053504	115
NC_053505	117
NC_053506	123
NC_053507	121
NC_053508	122
NC_053509	131
NC_053510	104
NC_053511	128
NC_053512	111
NC_053513	139
NC_053514	141
NC_053515	143
NC_053516	135
NC_054146	64
NC_054147	61
NC_054148	62
NC_054149	66
NC_054392	55
NC_054393	121
NC_054418	61
NC_054419	61
NC_054420	62
NC_054421	59
NC_054422	61
NC_054423	63
NC_054424	61
NC_054425	61
NC_054426	61
NC_054427	62
NC_054428	60
NC_054429	61
NC_054430	62
NC_054431	25
NC_054432	77
NC_054433	84
NC_054434	72
NC_054435	67
NC_054436	71
NC_054437	68
NC_054438	77
NC_054439	65
NC_054440	58
NC_054441	65
NC_054442	60
NC_054443	63
NC_054444	64
NC_054445	62
NC_054446	63
NC_054447	65
NC_054448	59
NC_054449	70
NC_054450	69
NC_054451	67
NC_054452	62
NC_054453	68
NC_054454	62
NC_054455	65
NC_054456	62
NC_054458	71
NC_054459	73
NC_054460	66
NC_054461	70
NC_054462	59
NC_054463	62
NC_054464	72
NC_054465	81
NC_054466	75
NC_054636	79
NC_054637	85
NC_054638	69
NC_054639	77
NC_054640	77
NC_054641	85
NC_054642	74
NC_054643	81
NC_054644	77
NC_054645	81
NC_054646	81
NC_054647	82
NC_054648	85
NC_054649	80
NC_054650	76
NC_054651	80
NC_054652	76
NC_054653	78
NC_054654	73
NC_054655	78
NC_054656	76
NC_054657	84
NC_054658	76
NC_054659	77
NC_054660	74
NC_054661	75
NC_054662	76
NC_054663	73
NC_054664	75
NC_054665	80
NC_054666	78
NC_054667	80
NC_054668	79
NC_054669	82
NC_054670	82
NC_054671	84
NC_054672	74
NC_054673	73
NC_054674	75
NC_054675	73
NC_054676	73
NC_054677	73
NC_054678	68
NC_054679	69
NC_054680	74
NC_054681	72
NC_054714	234
NC_054715	235
NC_054716	217
NC_054717	218
NC_054718	224
NC_054719	217
NC_054720	218
NC_054721	224
NC_054722	224
NC_054723	224
NC_054724	217
NC_054725	228
NC_054726	207
NC_054727	194
NC_054759	79
NC_054760	82
NC_054761	76
NC_054762	59
NC_054770	78
NC_054771	76
NC_054772	86
NC_054773	86
NC_054774	77
NC_054775	77
NC_054776	78
NC_054777	77
NC_054778	66
NC_054779	87
NC_054780	81
NC_054781	86
NC_054782	90
NC_054783	93
NC_054784	77
NC_054785	83
NC_054786	85
NC_054787	86
NC_054788	75
NC_054789	78
NC_054790	82
NC_054791	92
NC_054792	72
NC_054793	82
NC_054794	78
NC_054795	81
NC_054796	69
NC_054797	82
NC_054798	81
NC_054799	79
NC_054800	80
NC_054801	80
NC_054802	81
NC_054803	80
NC_054804	79
NC_054805	94
NC_054806	93
NC_054807	78
NC_054808	88
NC_054809	89
NC_054810	90
NC_054811	88
NC_054812	94
NC_054813	87
NC_054814	85
NC_054815	86
NC_001270	14
NC_001341	8
NC_001365	13
NC_001447	19
NC_001942	15
NC_002515	11
NC_003438	7
NC_003793	14
NC_005964	19
NC_009987	11
AC_000001	33
AC_000002	30
AC_000003	31
AC_000004	33
AC_000005	33
AC_000006	48
AC_000007	32
AC_000008	31
AC_000009	33
AC_000010	38
AC_000011	34
AC_000012	25
AC_000013	44
AC_000014	32
AC_000016	23
AC_000017	31
AC_000018	35
AC_000019	36
AC_000020	31
AC_000189	28
AC_000190	31
AC_000191	37
AC_000192	9
NC_000852	362
NC_000855	6
NC_000858	7
NC_000869	4
NC_000870	2
NC_000874	5
NC_000882	4
NC_000883	2
NC_000885	1
NC_000898	130
NC_000899	44
NC_000903	7
NC_000936	5
NC_000939	4
NC_000940	2
NC_000942	25
NC_000943	1
NC_000947	1
NC_000960	1
NC_001132	166
NC_001265	4
NC_001266	165
NC_001278	3
NC_001339	4
NC_001340	1
NC_001343	3
NC_001344	2
NC_001346	3
NC_001348	70
NC_001350	75
NC_001351	1
NC_001352	7
NC_001354	6
NC_001355	8
NC_001356	5
NC_001357	8
NC_001359	3
NC_001361	6
NC_001362	5
NC_001364	6
NC_001366	2
NC_001367	4
NC_001368	4
NC_001369	2
NC_001401	2
NC_001402	2
NC_001403	1
NC_001405	32
NC_001407	7
NC_001408	4
NC_001409	2
NC_001411	1
NC_001412	4
NC_001413	3
NC_001414	8
NC_001427	3
NC_001430	1
NC_001434	2
NC_001436	5
NC_001437	3
NC_001438	3
NC_001439	3
NC_001440	3
NC_001441	4
NC_001442	5
NC_001445	1
NC_001449	3
NC_001450	3
NC_001451	7
NC_001452	5
NC_001454	30
NC_001457	6
NC_001458	6
NC_001460	33
NC_001461	2
NC_001462	1
NC_001463	4
NC_001465	1
NC_001466	4
NC_001467	3
NC_001468	2
NC_001469	5
NC_001471	1
NC_001472	2
NC_001474	1
NC_001475	1
NC_001477	1
NC_001478	4
NC_001479	1
NC_001480	12
NC_001481	3
NC_001482	7
NC_001483	3
NC_001484	2
NC_001486	2
NC_001488	5
NC_001489	1
NC_001490	1
NC_001491	97
NC_001492	3
NC_001493	98
NC_001494	5
NC_001495	1
NC_001497	6
NC_001498	8
NC_001499	6
NC_001500	8
NC_001501	3
NC_001502	4
NC_001503	5
NC_001504	4
NC_001505	4
NC_001506	2
NC_001507	3
NC_001508	2
NC_001510	3
NC_001511	6
NC_001512	2
NC_001513	2
NC_001514	6
NC_001515	5
NC_001517	2
NC_001522	8
NC_001523	6
NC_001524	6
NC_001526	6
NC_001531	6
NC_001538	5
NC_001539	3
NC_001540	4
NC_001541	7
NC_001542	5
NC_001543	2
NC_001544	3
NC_001545	2
NC_001546	1
NC_001547	3
NC_001549	7
NC_001550	5
NC_001552	7
NC_001553	1
NC_001554	6
NC_001555	1
NC_001556	4
NC_001557	1
NC_001558	1
NC_001560	5
NC_001563	1
NC_001564	1
NC_001574	4
NC_001575	4
NC_001576	7
NC_001583	7
NC_001586	7
NC_001587	5
NC_001591	6
NC_001593	9
NC_001595	7
NC_001596	7
NC_001598	8
NC_001600	5
NC_001605	5
NC_001607	5
NC_001608	7
NC_001611	200
NC_001612	1
NC_001615	6
NC_001616	2
NC_001617	1
NC_001618	2
NC_001619	8
NC_001623	146
NC_001625	4
NC_001632	3
NC_001633	4
NC_001634	9
NC_001639	9
NC_001641	2
NC_001642	4
NC_001647	4
NC_001648	4
NC_001650	94
NC_001652	6
NC_001653	2
NC_001654	3
NC_001655	3
NC_001658	4
NC_001659	150
NC_001661	12
NC_001662	3
NC_001663	4
NC_001664	135
NC_001669	5
NC_001671	1
NC_001672	3
NC_001676	6
NC_001678	8
NC_001690	6
NC_001691	5
NC_001693	6
NC_001694	7
NC_001696	4
NC_001699	4
NC_001701	2
NC_001702	3
NC_001710	1
NC_001716	112
NC_001718	2
NC_001720	32
NC_001721	6
NC_001722	4
NC_001724	4
NC_001725	7
NC_001726	3
NC_001728	5
NC_001729	2
NC_001731	155
NC_001734	31
NC_001739	9
NC_001746	19
NC_001747	5
NC_001748	5
NC_001749	1
NC_001753	3
NC_001768	1
NC_001777	4
NC_001780	4
NC_001781	11
NC_001782	1
NC_001785	1
NC_001786	3
NC_001789	7
NC_001792	2
NC_001793	1
NC_001796	7
NC_001798	84
NC_001800	4
NC_001801	4
NC_001802	8
NC_001803	12
NC_001806	83
NC_001809	3
NC_001812	3
NC_001813	33
NC_001814	2
NC_001815	7
NC_001818	4
NC_001822	5
NC_001824	110
NC_001826	82
NC_001828	3
NC_001829	3
NC_001830	1
NC_001831	6
NC_001834	2
NC_001836	9
NC_001837	1
NC_001839	2
NC_001841	1
NC_001844	93
NC_001846	11
NC_001847	72
NC_001859	2
NC_001866	3
NC_001867	8
NC_001868	4
NC_001873	5
NC_001874	3
NC_001875	149
NC_001876	30
NC_001885	3
NC_001886	1
NC_001897	1
NC_001899	5
NC_001906	7
NC_001914	3
NC_001915	1
NC_001916	1
NC_001917	3
NC_001918	1
NC_001920	1
NC_001921	10
NC_001925	1
NC_001926	1
NC_001927	1
NC_001928	4
NC_001929	2
NC_001930	2
NC_001931	3
NC_001932	3
NC_001933	4
NC_001934	3
NC_001935	2
NC_001936	4
NC_001937	2
NC_001938	3
NC_001939	2
NC_001940	3
NC_001943	3
NC_001944	2
NC_001946	4
NC_001948	4
NC_001958	23
NC_001959	3
NC_001961	8
NC_001962	140
NC_001963	2
NC_001964	2
NC_001973	155
NC_001977	2
NC_001981	1
NC_001982	1
NC_001983	4
NC_001984	2
NC_001987	70
NC_001989	11
NC_001990	1
NC_001993	254
NC_002015	1
NC_002016	1
NC_002017	1
NC_002018	1
NC_002019	1
NC_002020	1
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	1
NC_002025	2
NC_002026	1
NC_002027	1
NC_002028	2
NC_002031	1
NC_002034	1
NC_002035	3
NC_002036	5
NC_002037	1
NC_002038	1
NC_002039	1
NC_002040	3
NC_002041	3
NC_002042	3
NC_002046	4
NC_002047	2
NC_002048	4
NC_002049	4
NC_002050	2
NC_002051	2
NC_002052	1
NC_002058	1
NC_002063	3
NC_002064	2
NC_002066	1
NC_002076	4
NC_002077	2
NC_002160	6
NC_002161	6
NC_002164	1
NC_002169	139
NC_002187	4
NC_002188	251
NC_002190	2
NC_002195	3
NC_002198	7
NC_002199	6
NC_002200	9
NC_002201	6
NC_002204	1
NC_002205	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	2
NC_002211	1
NC_002229	109
NC_002232	6
NC_002251	9
NC_002306	11
NC_002323	2
NC_002324	2
NC_002325	3
NC_002326	2
NC_002327	4
NC_002328	2
NC_002330	4
NC_002331	169
NC_002349	1
NC_002350	2
NC_002351	3
NC_002356	3
NC_002357	3
NC_002358	4
NC_002359	3
NC_002361	2
NC_002468	4
NC_002469	3
NC_002470	3
NC_002500	3
NC_002501	22
NC_002509	1
NC_002510	4
NC_002512	155
NC_002513	33
NC_002520	264
NC_002526	11
NC_002531	75
NC_002532	8
NC_002543	4
NC_002548	2
NC_002549	8
NC_002551	3
NC_002552	6
NC_002555	3
NC_002556	2
NC_002557	3
NC_002558	1
NC_002559	1
NC_002560	1
NC_002561	1
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	1
NC_002568	4
NC_002577	104
NC_002588	2
NC_002593	119
NC_002598	3
NC_002600	1
NC_002602	1
NC_002604	3
NC_002615	2
NC_002618	4
NC_002633	4
NC_002634	1
NC_002640	1
NC_002641	98
NC_002642	153
NC_002645	8
NC_002654	134
NC_002657	1
NC_002665	75
NC_002685	30
NC_002686	79
NC_002687	312
NC_002690	1
NC_002691	1
NC_002692	4
NC_002701	2
NC_002702	33
NC_002728	8
NC_002729	5
NC_002738	1
NC_002766	5
NC_002786	1
NC_002792	4
NC_002794	123
NC_002795	5
NC_002797	1
NC_002800	1
NC_002803	5
NC_002815	4
NC_002816	129
NC_002817	3
NC_002981	3
NC_002984	3
NC_002985	2
NC_002990	1
NC_002991	1
NC_003003	1
NC_003004	2
NC_003005	2
NC_003006	3
NC_003007	1
NC_003008	1
NC_003009	1
NC_003010	1
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	1
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	1
NC_003023	2
NC_003024	1
NC_003025	1
NC_003027	155
NC_003031	3
NC_003038	207
NC_003045	10
NC_003054	2
NC_003056	5
NC_003059	8
NC_003083	127
NC_003084	94
NC_003092	9
NC_003093	3
NC_003094	136
NC_003102	136
NC_003113	1
NC_003138	8
NC_003199	3
NC_003200	2
NC_003203	1
NC_003215	2
NC_003219	2
NC_003220	6
NC_003224	1
NC_003225	172
NC_003243	5
NC_003266	34
NC_003310	201
NC_003323	7
NC_003326	3
NC_003346	2
NC_003347	4
NC_003348	5
NC_003355	4
NC_003357	4
NC_003369	4
NC_003375	6
NC_003376	6
NC_003377	1
NC_003378	8
NC_003379	4
NC_003381	4
NC_003382	3
NC_003389	151
NC_003391	215
NC_003397	1
NC_003398	1
NC_003399	1
NC_003400	4
NC_003401	100
NC_003403	1
NC_003405	1
NC_003410	2
NC_003412	3
NC_003414	1
NC_003417	3
NC_003418	4
NC_003433	2
NC_003434	3
NC_003436	6
NC_003443	7
NC_003445	2
NC_003446	1
NC_003448	1
NC_003449	2
NC_003451	1
NC_003452	1
NC_003453	2
NC_003461	6
NC_003462	4
NC_003464	3
NC_003465	1
NC_003466	1
NC_003467	1
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003473	1
NC_003474	2
NC_003475	1
NC_003476	1
NC_003477	1
NC_003478	2
NC_003479	1
NC_003480	2
NC_003481	3
NC_003482	3
NC_003483	1
NC_003487	5
NC_003491	4
NC_003492	1
NC_003493	3
NC_003494	105
NC_003495	1
NC_003496	2
NC_003497	1
NC_003498	7
NC_003499	5
NC_003500	4
NC_003501	1
NC_003502	1
NC_003504	4
NC_003505	2
NC_003509	1
NC_003510	2
NC_003511	4
NC_003512	3
NC_003513	1
NC_003514	1
NC_003515	6
NC_003516	2
NC_003517	2
NC_003518	3
NC_003519	4
NC_003520	3
NC_003521	174
NC_003523	1
NC_003529	159
NC_003530	3
NC_003531	1
NC_003532	5
NC_003534	3
NC_003535	3
NC_003536	1
NC_003537	1
NC_003538	1
NC_003539	1
NC_003540	1
NC_003541	1
NC_003542	2
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	2
NC_003547	1
NC_003548	1
NC_003549	2
NC_003550	2
NC_003553	1
NC_003554	6
NC_003555	2
NC_003556	4
NC_003557	5
NC_003558	1
NC_003559	2
NC_003560	1
NC_003561	2
NC_003562	1
NC_003563	1
NC_003564	2
NC_003565	1
NC_003566	1
NC_003567	1
NC_003568	1
NC_003569	1
NC_003570	2
NC_003601	4
NC_003602	5
NC_003603	3
NC_003604	5
NC_003605	1
NC_003606	1
NC_003607	2
NC_003608	5
NC_003609	4
NC_003610	4
NC_003611	1
NC_003612	1
NC_003613	1
NC_003614	2
NC_003615	1
NC_003616	3
NC_003617	3
NC_003618	6
NC_003619	2
NC_003620	3
NC_003621	2
NC_003622	2
NC_003623	1
NC_003624	3
NC_003625	1
NC_003626	1
NC_003627	5
NC_003628	1
NC_003629	5
NC_003630	4
NC_003631	1
NC_003632	4
NC_003633	3
NC_003634	18
NC_003635	1
NC_003636	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003642	1
NC_003643	1
NC_003644	1
NC_003645	2
NC_003646	1
NC_003647	1
NC_003648	1
NC_003649	1
NC_003650	1
NC_003651	2
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	1
NC_003656	1
NC_003657	1
NC_003658	1
NC_003659	2
NC_003660	1
NC_003661	2
NC_003663	207
NC_003664	3
NC_003665	3
NC_003668	4
NC_003669	5
NC_003670	1
NC_003671	2
NC_003672	3
NC_003673	1
NC_003674	1
NC_003675	1
NC_003676	1
NC_003678	1
NC_003679	1
NC_003680	4
NC_003681	1
NC_003682	1
NC_003683	1
NC_003687	2
NC_003688	4
NC_003689	1
NC_003690	1
NC_003691	1
NC_003692	2
NC_003693	1
NC_003694	1
NC_003696	1
NC_003697	1
NC_003698	1
NC_003699	1
NC_003700	1
NC_003701	1
NC_003702	1
NC_003703	1
NC_003704	2
NC_003705	1
NC_003706	1
NC_003707	1
NC_003708	4
NC_003709	2
NC_003710	1
NC_003711	1
NC_003722	3
NC_003723	2
NC_003724	2
NC_003725	3
NC_003728	1
NC_003729	1
NC_003730	2
NC_003731	2
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	1
NC_003736	1
NC_003737	2
NC_003738	1
NC_003739	2
NC_003740	2
NC_003741	1
NC_003742	1
NC_003743	4
NC_003744	3
NC_003745	2
NC_003746	7
NC_003747	3
NC_003748	7
NC_003749	1
NC_003750	1
NC_003751	1
NC_003752	1
NC_003753	2
NC_003754	2
NC_003755	1
NC_003756	3
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	2
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	1
NC_003768	1
NC_003769	1
NC_003770	1
NC_003771	2
NC_003772	1
NC_003773	1
NC_003774	1
NC_003775	1
NC_003776	2
NC_003778	1
NC_003779	2
NC_003780	2
NC_003781	1
NC_003782	3
NC_003783	2
NC_003784	2
NC_003785	1
NC_003786	1
NC_003787	1
NC_003788	1
NC_003790	3
NC_003791	2
NC_003792	1
NC_003794	3
NC_003795	6
NC_003797	1
NC_003799	1
NC_003800	2
NC_003801	1
NC_003802	2
NC_003803	5
NC_003804	5
NC_003805	4
NC_003806	4
NC_003807	1
NC_003808	1
NC_003809	2
NC_003810	2
NC_003811	4
NC_003812	1
NC_003813	1
NC_003814	1
NC_003815	1
NC_003816	1
NC_003817	1
NC_003818	1
NC_003819	1
NC_003820	4
NC_003821	4
NC_003822	3
NC_003823	1
NC_003824	2
NC_003825	4
NC_003828	4
NC_003830	3
NC_003831	2
NC_003832	1
NC_003833	1
NC_003834	1
NC_003835	2
NC_003836	2
NC_003837	1
NC_003838	1
NC_003839	1
NC_003840	1
NC_003841	2
NC_003842	1
NC_003843	2
NC_003844	1
NC_003845	2
NC_003847	2
NC_003848	1
NC_003849	4
NC_003850	1
NC_003851	1
NC_003852	5
NC_003853	5
NC_003854	1
NC_003855	1
NC_003856	3
NC_003857	2
NC_003860	2
NC_003861	4
NC_003862	3
NC_003865	3
NC_003866	4
NC_003867	3
NC_003868	3
NC_003870	4
NC_003871	2
NC_003872	2
NC_003873	2
NC_003874	2
NC_003876	3
NC_003877	3
NC_003878	4
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	2
NC_003890	1
NC_003891	3
NC_003896	4
NC_003897	3
NC_003898	4
NC_003899	3
NC_003900	3
NC_003906	2
NC_003908	3
NC_003924	2
NC_003930	2
NC_003973	6
NC_003976	2
NC_003977	4
NC_003983	2
NC_003985	2
NC_003987	1
NC_003988	1
NC_003990	2
NC_003996	1
NC_004002	148
NC_004003	152
NC_004005	4
NC_004006	2
NC_004007	1
NC_004008	1
NC_004009	1
NC_004010	1
NC_004011	1
NC_004012	5
NC_004013	1
NC_004014	4
NC_004015	3
NC_004016	1
NC_004017	1
NC_004018	2
NC_004019	1
NC_004020	1
NC_004034	3
NC_004035	1
NC_004036	6
NC_004037	28
NC_004039	1
NC_004042	3
NC_004043	2
NC_004044	4
NC_004045	2
