ID	CDSs_PRODIGAL
NC_049363	54
NC_049364	57
NC_049365	59
NC_049366	55
NC_049367	59
NC_049368	59
NC_049369	50
NC_049370	53
NC_049371	80
NC_049372	79
NC_049373	57
NC_049374	60
NC_049375	53
NC_049376	61
NC_049377	53
NC_049378	216
NC_049379	110
NC_049380	111
NC_049381	52
NC_049382	211
NC_049383	279
NC_049384	224
NC_049385	42
NC_049386	42
NC_049387	39
NC_049388	40
NC_049389	38
NC_049390	43
NC_049391	50
NC_049392	36
NC_049393	41
NC_049394	40
NC_049395	41
NC_049396	206
NC_049397	64
NC_049398	52
NC_049399	63
NC_049400	55
NC_049401	56
NC_049402	63
NC_049403	58
NC_049404	58
NC_049405	64
NC_049406	56
NC_049407	56
NC_049408	59
NC_049409	56
NC_049410	48
NC_049411	54
NC_049412	56
NC_049413	56
NC_049414	50
NC_049415	53
NC_049416	52
NC_049417	49
NC_049418	52
NC_049419	53
NC_049420	52
NC_049421	53
NC_049422	53
NC_049423	54
NC_049424	50
NC_049425	55
NC_049426	56
NC_049427	211
NC_049428	211
NC_049429	40
NC_049430	108
NC_049431	98
NC_049432	55
NC_049433	206
NC_049434	57
NC_049435	88
NC_049436	79
NC_049437	202
NC_049438	250
NC_049439	206
NC_049440	201
NC_049441	248
NC_049442	104
NC_049443	204
NC_049444	88
NC_049445	255
NC_049446	55
NC_049447	57
NC_049448	49
NC_049449	26
NC_049450	42
NC_049451	39
NC_049452	40
NC_049453	47
NC_049454	45
NC_049455	210
NC_049456	99
NC_049457	45
NC_049458	201
NC_049459	42
NC_049460	37
NC_049461	41
NC_049462	201
NC_049463	88
NC_049464	264
NC_049465	75
NC_049466	79
NC_049467	88
NC_049468	76
NC_049469	106
NC_049470	79
NC_049471	105
NC_049472	216
NC_049473	70
NC_049474	49
NC_049475	49
NC_049476	58
NC_049477	49
NC_049478	101
NC_049479	245
NC_049480	56
NC_049481	56
NC_049482	47
NC_049483	54
NC_049484	57
NC_049485	62
NC_049486	57
NC_049487	57
NC_049488	48
NC_049489	104
NC_049490	246
NC_049491	238
NC_049492	246
NC_049493	245
NC_049494	248
NC_049495	208
NC_049496	210
NC_049497	215
NC_049498	67
NC_049499	190
NC_049500	190
NC_049501	203
NC_049502	207
NC_049503	211
NC_049504	211
NC_049505	201
NC_049506	214
NC_049507	208
NC_049508	208
NC_049509	214
NC_049510	80
NC_049511	248
NC_049512	206
NC_049805	86
NC_049806	87
NC_049807	91
NC_049808	81
NC_049809	51
NC_049810	48
NC_049811	48
NC_049812	49
NC_049813	68
NC_049814	86
NC_049815	88
NC_049816	86
NC_049817	88
NC_049818	86
NC_049819	86
NC_049820	75
NC_049821	83
NC_049822	88
NC_049823	86
NC_049824	83
NC_049825	80
NC_049826	85
NC_049827	83
NC_049828	79
NC_049829	74
NC_049830	78
NC_049831	85
NC_049832	83
NC_049833	79
NC_049834	86
NC_049835	87
NC_049836	80
NC_049837	82
NC_049838	78
NC_049839	78
NC_049840	78
NC_049841	77
NC_049842	78
NC_049843	43
NC_049844	74
NC_049845	78
NC_049846	76
NC_049847	78
NC_049848	77
NC_049849	345
NC_049850	453
NC_049851	457
NC_049852	83
NC_049853	80
NC_049854	177
NC_049855	177
NC_049856	195
NC_049857	168
NC_049900	63
NC_049917	73
NC_049918	78
NC_049919	78
NC_049920	79
NC_049921	72
NC_049922	85
NC_049923	70
NC_049924	86
NC_049925	84
NC_049926	63
NC_049927	62
NC_049928	63
NC_049929	63
NC_049930	23
NC_049931	22
NC_049932	26
NC_049933	26
NC_049934	30
NC_049935	25
NC_049936	28
NC_049937	25
NC_049938	25
NC_049939	28
NC_049940	26
NC_049941	74
NC_049942	84
NC_049943	83
NC_049944	83
NC_049945	82
NC_049946	65
NC_049947	68
NC_049948	75
NC_049949	69
NC_049950	59
NC_049951	60
NC_049952	65
NC_049953	67
NC_049954	67
NC_049955	64
NC_049959	40
NC_049960	33
NC_049961	30
NC_049962	45
NC_049963	35
NC_049964	41
NC_049965	25
NC_049966	38
NC_049967	48
NC_049968	45
NC_049969	45
NC_049970	29
NC_049971	26
NC_049972	28
NC_049973	31
NC_049974	33
NC_049975	24
NC_049976	26
NC_049977	100
NC_049978	96
NC_050143	90
NC_050144	94
NC_050145	91
NC_050146	93
NC_050147	92
NC_050148	92
NC_050149	91
NC_050150	91
NC_050151	92
NC_050152	108
NC_050153	88
NC_050154	115
NC_051580	106
NC_051581	106
NC_051582	98
NC_051583	89
NC_051584	96
NC_051585	98
NC_051586	102
NC_051587	95
NC_051588	100
NC_051589	95
NC_051590	95
NC_051591	93
NC_051592	87
NC_051593	93
NC_051594	93
NC_051595	91
NC_051596	87
NC_051597	92
NC_051598	94
NC_051599	100
NC_051600	87
NC_051601	97
NC_051602	94
NC_051603	98
NC_051604	95
NC_051605	94
NC_051606	90
NC_051607	90
NC_051608	89
NC_051609	94
NC_051610	95
NC_051611	95
NC_051612	89
NC_051613	76
NC_051614	95
NC_051615	96
NC_051616	93
NC_051617	98
NC_051618	99
NC_051619	101
NC_051620	96
NC_051621	94
NC_051622	99
NC_051623	96
NC_051624	99
NC_051625	95
NC_051626	94
NC_051627	92
NC_051628	94
NC_051629	98
NC_051630	97
NC_051631	94
NC_051632	95
NC_051633	96
NC_051634	97
NC_051635	91
NC_051636	99
NC_051637	98
NC_051638	96
NC_051639	94
NC_051640	82
NC_051641	96
NC_051642	93
NC_051643	88
NC_051644	99
NC_051645	96
NC_051646	97
NC_051647	98
NC_051648	100
NC_051649	94
NC_051650	96
NC_051651	95
NC_051652	102
NC_051653	99
NC_051654	93
NC_051655	97
NC_051656	102
NC_051657	98
NC_051658	94
NC_051659	99
NC_051660	95
NC_051661	101
NC_051662	93
NC_051663	92
NC_051664	93
NC_051665	102
NC_051666	95
NC_051667	110
NC_051668	90
NC_051669	97
NC_051670	96
NC_051671	87
NC_051672	99
NC_051673	103
NC_051674	88
NC_051675	85
NC_051676	104
NC_051677	85
NC_051678	95
NC_051679	93
NC_051680	94
NC_051681	95
NC_051682	88
NC_051683	100
NC_051684	98
NC_051685	92
NC_051686	89
NC_051687	100
NC_051688	101
NC_051689	88
NC_051690	93
NC_051691	97
NC_051692	103
NC_051693	93
NC_051694	94
NC_051695	94
NC_051696	94
NC_051697	91
NC_051698	93
NC_051699	98
NC_051700	100
NC_051701	97
NC_051702	93
NC_051703	101
NC_051704	96
NC_051705	96
NC_051706	98
NC_051707	92
NC_051708	103
NC_051709	93
NC_051710	102
NC_051711	91
NC_051712	102
NC_051713	93
NC_051714	94
NC_051715	99
NC_051716	87
NC_051717	93
NC_051718	96
NC_051719	97
NC_051720	97
NC_051721	95
NC_051722	105
NC_051723	96
NC_051724	99
NC_051725	78
NC_051726	64
NC_051727	79
NC_051728	78
NC_051729	78
NC_051730	75
NC_051731	79
NC_051732	82
NC_051733	77
NC_051734	75
NC_051735	74
NC_051736	76
NC_051737	78
NC_051738	78
NC_051739	81
NC_051740	73
NC_052410	89
NC_052411	88
NC_052412	82
NC_052413	83
NC_052414	82
NC_052415	90
NC_052416	91
NC_052417	93
NC_052418	92
NC_052419	90
NC_052420	84
NC_052421	82
NC_052422	85
NC_052423	82
NC_052424	89
NC_052425	86
NC_052426	89
NC_052427	88
NC_052428	86
NC_052429	92
NC_052430	86
NC_052431	83
NC_052432	86
NC_052433	92
NC_052434	85
NC_052435	89
NC_052436	97
NC_052437	91
NC_052438	86
NC_052439	89
NC_052440	86
NC_052441	88
NC_052442	87
NC_052443	89
NC_052444	88
NC_052445	87
NC_052446	88
NC_052447	83
NC_052448	90
NC_052449	81
NC_052450	83
NC_052451	86
NC_052452	84
NC_052453	85
NC_052454	90
NC_052455	86
NC_052456	86
NC_052457	90
NC_052458	88
NC_052459	89
NC_052460	88
NC_052461	89
NC_052462	84
NC_052463	87
NC_052464	90
NC_052465	88
NC_052466	82
NC_052467	93
NC_052468	87
NC_052469	84
NC_052470	86
NC_052652	242
NC_052653	249
NC_052654	279
NC_052655	247
NC_052656	276
NC_052657	242
NC_052658	270
NC_052659	259
NC_052660	284
NC_052661	277
NC_052662	286
NC_052663	245
NC_052932	24
NC_052933	24
NC_052934	24
NC_052935	25
NC_052936	25
NC_052937	24
NC_052938	25
NC_052939	24
NC_052940	26
NC_052941	26
NC_052964	94
NC_052965	77
NC_052966	80
NC_052967	82
NC_052968	89
NC_052969	89
NC_052970	85
NC_052971	85
NC_052972	86
NC_052973	70
NC_052975	71
NC_052976	66
NC_052977	64
NC_052979	69
NC_052980	68
NC_052981	67
NC_052982	91
NC_052983	65
NC_052984	75
NC_052985	75
NC_052986	76
NC_052987	81
NC_052988	81
NC_052989	76
NC_052990	73
NC_052991	63
NC_052992	72
NC_052993	73
NC_052994	72
NC_052995	74
NC_052996	74
NC_052997	77
NC_052998	74
NC_052999	76
NC_053000	75
NC_053001	76
NC_053002	73
NC_053003	73
NC_053004	73
NC_053005	73
NC_053006	73
NC_053007	73
NC_053008	74
NC_053009	73
NC_053010	75
NC_053011	82
NC_053012	87
NC_053013	82
NC_053014	79
NC_053015	83
NC_053172	71
NC_053173	77
NC_053174	80
NC_053209	80
NC_053210	80
NC_053211	80
NC_053234	79
NC_053235	79
NC_053236	80
NC_053237	82
NC_053238	81
NC_053239	79
NC_053240	80
NC_053241	80
NC_053242	84
NC_053243	81
NC_053244	86
NC_053245	83
NC_053246	96
NC_053247	87
NC_053248	83
NC_053249	85
NC_053503	90
NC_053504	117
NC_053505	121
NC_053506	123
NC_053507	127
NC_053508	129
NC_053509	134
NC_053510	108
NC_053511	131
NC_053512	111
NC_053513	148
NC_053514	147
NC_053515	151
NC_053516	135
NC_054146	63
NC_054147	61
NC_054148	60
NC_054149	66
NC_054392	60
NC_054393	126
NC_054418	61
NC_054419	61
NC_054420	63
NC_054421	62
NC_054422	62
NC_054423	64
NC_054424	62
NC_054425	60
NC_054426	62
NC_054427	63
NC_054428	60
NC_054429	61
NC_054430	63
NC_054431	25
NC_054432	78
NC_054433	85
NC_054434	73
NC_054435	69
NC_054436	75
NC_054437	70
NC_054438	78
NC_054439	66
NC_054440	58
NC_054441	65
NC_054442	58
NC_054443	67
NC_054444	64
NC_054445	64
NC_054446	63
NC_054447	64
NC_054448	59
NC_054449	68
NC_054450	68
NC_054451	68
NC_054452	63
NC_054453	69
NC_054454	64
NC_054455	67
NC_054456	63
NC_054458	74
NC_054459	77
NC_054460	69
NC_054461	69
NC_054462	61
NC_054463	64
NC_054464	74
NC_054465	82
NC_054466	76
NC_054636	86
NC_054637	89
NC_054638	72
NC_054639	82
NC_054640	82
NC_054641	89
NC_054642	79
NC_054643	87
NC_054644	79
NC_054645	88
NC_054646	86
NC_054647	87
NC_054648	90
NC_054649	86
NC_054650	81
NC_054651	87
NC_054652	79
NC_054653	79
NC_054654	72
NC_054655	76
NC_054656	76
NC_054657	85
NC_054658	77
NC_054659	77
NC_054660	77
NC_054661	74
NC_054662	76
NC_054663	76
NC_054664	76
NC_054665	82
NC_054666	79
NC_054667	80
NC_054668	81
NC_054669	83
NC_054670	81
NC_054671	80
NC_054672	76
NC_054673	73
NC_054674	75
NC_054675	75
NC_054676	73
NC_054677	73
NC_054678	69
NC_054679	69
NC_054680	73
NC_054681	71
NC_054714	240
NC_054715	242
NC_054716	226
NC_054717	228
NC_054718	230
NC_054719	221
NC_054720	225
NC_054721	231
NC_054722	230
NC_054723	224
NC_054724	225
NC_054725	228
NC_054726	207
NC_054727	195
NC_054759	80
NC_054760	82
NC_054761	76
NC_054762	60
NC_054770	80
NC_054771	80
NC_054772	87
NC_054773	87
NC_054774	80
NC_054775	82
NC_054776	83
NC_054777	79
NC_054778	70
NC_054779	89
NC_054780	80
NC_054781	85
NC_054782	94
NC_054783	94
NC_054784	77
NC_054785	84
NC_054786	85
NC_054787	89
NC_054788	76
NC_054789	84
NC_054790	84
NC_054791	93
NC_054792	75
NC_054793	83
NC_054794	81
NC_054795	85
NC_054796	73
NC_054797	84
NC_054798	82
NC_054799	83
NC_054800	84
NC_054801	84
NC_054802	82
NC_054803	79
NC_054804	80
NC_054805	94
NC_054806	93
NC_054807	77
NC_054808	89
NC_054809	90
NC_054810	90
NC_054811	89
NC_054812	94
NC_054813	88
NC_054814	86
NC_054815	85
NC_001270	15
NC_001341	5
NC_001365	15
NC_001447	17
NC_001942	16
NC_002515	12
NC_003438	7
NC_003793	15
NC_005964	22
NC_009987	13
AC_000001	31
AC_000002	26
AC_000003	28
AC_000004	31
AC_000005	30
AC_000006	38
AC_000007	31
AC_000008	32
AC_000009	30
AC_000010	38
AC_000011	31
AC_000012	26
AC_000013	41
AC_000014	37
AC_000016	25
AC_000017	32
AC_000018	35
AC_000019	35
AC_000020	31
AC_000189	28
AC_000190	32
AC_000191	34
AC_000192	10
NC_000852	380
NC_000855	6
NC_000858	6
NC_000869	4
NC_000870	3
NC_000874	5
NC_000882	3
NC_000883	3
NC_000898	110
NC_000899	41
NC_000903	6
NC_000936	5
NC_000939	4
NC_000940	2
NC_000942	26
NC_000943	1
NC_000947	1
NC_000960	3
NC_001132	168
NC_001265	4
NC_001266	168
NC_001278	3
NC_001339	4
NC_001340	1
NC_001343	4
NC_001344	2
NC_001346	3
NC_001348	75
NC_001350	80
NC_001351	1
NC_001352	8
NC_001354	6
NC_001355	7
NC_001356	6
NC_001357	9
NC_001359	3
NC_001361	5
NC_001362	4
NC_001364	6
NC_001366	2
NC_001367	4
NC_001368	5
NC_001369	2
NC_001401	4
NC_001402	1
NC_001403	1
NC_001405	31
NC_001407	4
NC_001408	4
NC_001409	3
NC_001410	1
NC_001411	1
NC_001412	5
NC_001413	4
NC_001414	8
NC_001427	3
NC_001430	1
NC_001434	2
NC_001436	5
NC_001437	1
NC_001438	3
NC_001439	3
NC_001440	2
NC_001441	4
NC_001442	6
NC_001445	1
NC_001449	3
NC_001450	4
NC_001451	9
NC_001452	6
NC_001454	27
NC_001457	6
NC_001458	6
NC_001460	30
NC_001461	2
NC_001462	1
NC_001463	4
NC_001465	1
NC_001466	3
NC_001467	4
NC_001468	3
NC_001469	4
NC_001471	1
NC_001472	1
NC_001474	2
NC_001475	2
NC_001477	2
NC_001478	4
NC_001479	1
NC_001480	3
NC_001481	3
NC_001482	7
NC_001483	3
NC_001484	2
NC_001486	2
NC_001488	5
NC_001489	2
NC_001490	1
NC_001491	85
NC_001492	3
NC_001493	98
NC_001494	5
NC_001495	1
NC_001497	7
NC_001498	6
NC_001499	2
NC_001500	8
NC_001501	3
NC_001502	6
NC_001503	5
NC_001504	4
NC_001505	4
NC_001506	2
NC_001507	3
NC_001508	3
NC_001510	3
NC_001511	6
NC_001512	2
NC_001513	3
NC_001514	9
NC_001515	3
NC_001517	1
NC_001522	8
NC_001523	7
NC_001524	7
NC_001526	6
NC_001531	6
NC_001538	5
NC_001539	3
NC_001540	4
NC_001541	6
NC_001542	6
NC_001543	2
NC_001544	3
NC_001545	3
NC_001546	1
NC_001547	3
NC_001549	7
NC_001550	7
NC_001552	7
NC_001553	1
NC_001554	4
NC_001555	1
NC_001556	4
NC_001557	1
NC_001560	5
NC_001563	1
NC_001564	1
NC_001574	4
NC_001575	3
NC_001576	7
NC_001583	6
NC_001586	6
NC_001587	6
NC_001591	6
NC_001593	10
NC_001595	7
NC_001596	7
NC_001598	8
NC_001600	4
NC_001605	6
NC_001607	4
NC_001608	9
NC_001611	221
NC_001612	2
NC_001615	6
NC_001616	2
NC_001617	1
NC_001618	3
NC_001619	7
NC_001623	147
NC_001625	4
NC_001632	3
NC_001633	4
NC_001634	9
NC_001639	9
NC_001641	2
NC_001642	3
NC_001647	3
NC_001648	4
NC_001650	106
NC_001651	1
NC_001652	6
NC_001653	2
NC_001654	4
NC_001655	1
NC_001658	4
NC_001659	150
NC_001661	11
NC_001662	4
NC_001663	4
NC_001664	109
NC_001669	5
NC_001671	2
NC_001672	3
NC_001676	7
NC_001678	6
NC_001690	6
NC_001691	6
NC_001693	7
NC_001694	7
NC_001696	3
NC_001699	5
NC_001701	2
NC_001702	3
NC_001710	3
NC_001716	105
NC_001718	2
NC_001720	37
NC_001721	4
NC_001722	7
NC_001724	5
NC_001725	7
NC_001726	4
NC_001728	5
NC_001729	4
NC_001731	165
NC_001734	28
NC_001739	9
NC_001746	2
NC_001747	5
NC_001748	5
NC_001749	1
NC_001753	4
NC_001768	1
NC_001777	4
NC_001780	4
NC_001781	11
NC_001782	2
NC_001785	1
NC_001786	3
NC_001789	6
NC_001792	2
NC_001793	2
NC_001796	6
NC_001798	83
NC_001800	5
NC_001801	5
NC_001802	7
NC_001803	11
NC_001806	86
NC_001809	2
NC_001812	5
NC_001813	31
NC_001814	1
NC_001815	6
NC_001818	4
NC_001822	6
NC_001824	110
NC_001826	82
NC_001828	3
NC_001829	4
NC_001830	1
NC_001831	6
NC_001834	3
NC_001836	11
NC_001837	1
NC_001839	2
NC_001841	1
NC_001844	87
NC_001846	13
NC_001847	78
NC_001859	1
NC_001866	1
NC_001867	8
NC_001868	3
NC_001873	4
NC_001874	4
NC_001875	146
NC_001876	26
NC_001885	3
NC_001886	1
NC_001897	1
NC_001899	5
NC_001906	6
NC_001914	3
NC_001915	1
NC_001916	1
NC_001917	3
NC_001918	1
NC_001920	1
NC_001921	7
NC_001925	1
NC_001926	1
NC_001927	2
NC_001928	3
NC_001929	2
NC_001930	2
NC_001931	3
NC_001932	4
NC_001933	3
NC_001934	3
NC_001935	3
NC_001936	3
NC_001937	2
NC_001938	3
NC_001939	3
NC_001940	3
NC_001943	3
NC_001944	2
NC_001946	4
NC_001948	4
NC_001958	25
NC_001959	3
NC_001961	8
NC_001962	134
NC_001963	2
NC_001964	2
NC_001973	165
NC_001977	3
NC_001981	2
NC_001982	2
NC_001983	5
NC_001984	2
NC_001987	77
NC_001989	12
NC_001990	2
NC_001993	241
NC_002016	1
NC_002017	1
NC_002018	1
NC_002019	1
NC_002020	1
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	2
NC_002025	2
NC_002026	2
NC_002027	2
NC_002028	3
NC_002031	1
NC_002034	1
NC_002035	1
NC_002036	6
NC_002037	1
NC_002038	2
NC_002039	2
NC_002040	3
NC_002041	3
NC_002042	4
NC_002046	4
NC_002047	3
NC_002048	3
NC_002049	2
NC_002050	2
NC_002051	2
NC_002052	1
NC_002058	1
NC_002063	3
NC_002064	2
NC_002066	1
NC_002076	4
NC_002077	3
NC_002160	5
NC_002161	6
NC_002164	1
NC_002169	139
NC_002187	4
NC_002188	265
NC_002190	2
NC_002195	3
NC_002198	7
NC_002199	7
NC_002200	8
NC_002201	5
NC_002204	1
NC_002205	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	2
NC_002211	2
NC_002229	98
NC_002232	6
NC_002251	10
NC_002306	12
NC_002323	2
NC_002324	2
NC_002325	3
NC_002326	3
NC_002327	3
NC_002328	3
NC_002330	3
NC_002331	175
NC_002349	2
NC_002350	2
NC_002351	3
NC_002356	3
NC_002357	3
NC_002358	3
NC_002359	3
NC_002361	2
NC_002468	4
NC_002469	3
NC_002470	3
NC_002500	4
NC_002501	21
NC_002509	2
NC_002510	6
NC_002512	168
NC_002513	31
NC_002520	264
NC_002526	10
NC_002531	80
NC_002532	7
NC_002543	5
NC_002548	2
NC_002549	9
NC_002551	3
NC_002552	5
NC_002555	3
NC_002556	2
NC_002557	4
NC_002558	1
NC_002559	1
NC_002560	1
NC_002561	3
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	2
NC_002568	4
NC_002577	86
NC_002588	2
NC_002593	114
NC_002598	3
NC_002600	1
NC_002602	1
NC_002604	3
NC_002615	2
NC_002618	4
NC_002633	5
NC_002634	1
NC_002640	1
NC_002641	97
NC_002642	151
NC_002645	9
NC_002654	131
NC_002657	1
NC_002665	79
NC_002685	29
NC_002686	76
NC_002687	303
NC_002690	1
NC_002691	3
NC_002692	4
NC_002701	2
NC_002702	30
NC_002728	8
NC_002729	5
NC_002738	1
NC_002766	4
NC_002786	2
NC_002792	4
NC_002794	121
NC_002795	6
NC_002797	1
NC_002800	1
NC_002803	5
NC_002815	5
NC_002816	136
NC_002817	4
NC_002981	4
NC_002984	3
NC_002985	2
NC_002990	2
NC_002991	2
NC_003003	1
NC_003004	2
NC_003005	2
NC_003006	3
NC_003007	2
NC_003008	1
NC_003009	1
NC_003010	2
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	1
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	2
NC_003023	1
NC_003024	1
NC_003025	2
NC_003027	155
NC_003031	3
NC_003038	210
NC_003045	10
NC_003054	2
NC_003056	4
NC_003059	12
NC_003083	136
NC_003084	106
NC_003092	9
NC_003093	4
NC_003094	130
NC_003102	137
NC_003113	1
NC_003138	8
NC_003199	3
NC_003200	2
NC_003203	1
NC_003215	2
NC_003219	2
NC_003220	5
NC_003224	1
NC_003225	176
NC_003243	5
NC_003264	1
NC_003266	32
NC_003310	214
NC_003323	8
NC_003326	4
NC_003346	2
NC_003347	6
NC_003348	6
NC_003355	4
NC_003357	4
NC_003369	6
NC_003375	6
NC_003376	5
NC_003377	1
NC_003378	8
NC_003379	4
NC_003380	1
NC_003381	6
NC_003382	3
NC_003389	151
NC_003391	225
NC_003397	1
NC_003398	2
NC_003399	1
NC_003400	4
NC_003401	93
NC_003403	1
NC_003405	1
NC_003410	2
NC_003412	3
NC_003414	1
NC_003417	4
NC_003418	4
NC_003433	2
NC_003434	3
NC_003436	7
NC_003443	7
NC_003445	2
NC_003446	2
NC_003448	1
NC_003449	1
NC_003451	1
NC_003452	1
NC_003453	2
NC_003461	6
NC_003462	4
NC_003463	1
NC_003464	3
NC_003465	1
NC_003466	1
NC_003467	2
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003473	1
NC_003474	2
NC_003476	2
NC_003477	1
NC_003478	2
NC_003479	1
NC_003480	2
NC_003481	3
NC_003482	2
NC_003483	1
NC_003487	8
NC_003491	4
NC_003492	1
NC_003493	3
NC_003494	117
NC_003495	1
NC_003496	2
NC_003497	1
NC_003498	7
NC_003499	4
NC_003500	6
NC_003501	1
NC_003502	4
NC_003504	3
NC_003505	2
NC_003509	2
NC_003510	2
NC_003511	4
NC_003512	4
NC_003513	1
NC_003514	2
NC_003515	7
NC_003516	2
NC_003517	2
NC_003518	2
NC_003519	4
NC_003520	3
NC_003521	183
NC_003523	1
NC_003529	169
NC_003530	3
NC_003531	2
NC_003532	4
NC_003534	3
NC_003535	3
NC_003536	1
NC_003537	1
NC_003538	1
NC_003539	1
NC_003540	1
NC_003541	1
NC_003542	2
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	2
NC_003547	1
NC_003548	1
NC_003549	2
NC_003550	1
NC_003553	1
NC_003554	6
NC_003555	2
NC_003556	4
NC_003557	5
NC_003558	1
NC_003559	2
NC_003560	1
NC_003561	1
NC_003562	1
NC_003563	1
NC_003564	2
NC_003565	1
NC_003566	2
NC_003567	1
NC_003568	1
NC_003569	1
NC_003570	3
NC_003601	3
NC_003602	4
NC_003603	3
NC_003604	5
NC_003605	2
NC_003606	1
NC_003607	2
NC_003608	5
NC_003609	4
NC_003610	4
NC_003611	1
NC_003612	1
NC_003614	2
NC_003615	2
NC_003616	3
NC_003617	3
NC_003618	7
NC_003619	3
NC_003620	3
NC_003621	2
NC_003622	1
NC_003623	2
NC_003624	3
NC_003625	1
NC_003626	1
NC_003627	5
NC_003628	1
NC_003629	5
NC_003630	4
NC_003631	2
NC_003632	5
NC_003633	3
NC_003634	2
NC_003635	1
NC_003636	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003642	1
NC_003643	1
NC_003644	1
NC_003645	2
NC_003646	1
NC_003647	1
NC_003648	1
NC_003649	4
NC_003650	2
NC_003651	4
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	2
NC_003656	1
NC_003657	1
NC_003658	2
NC_003659	3
NC_003660	1
NC_003661	2
NC_003663	212
NC_003664	3
NC_003665	3
NC_003668	4
NC_003669	4
NC_003670	2
NC_003671	3
NC_003672	4
NC_003673	2
NC_003674	1
NC_003675	1
NC_003676	1
NC_003678	1
NC_003679	1
NC_003680	4
NC_003682	1
NC_003683	1
NC_003687	1
NC_003688	4
NC_003689	1
NC_003690	2
NC_003691	1
NC_003692	1
NC_003693	2
NC_003694	2
NC_003696	1
NC_003697	1
NC_003698	1
NC_003699	1
NC_003700	1
NC_003701	1
NC_003702	1
NC_003703	1
NC_003704	2
NC_003705	1
NC_003706	1
NC_003707	1
NC_003708	3
NC_003709	2
NC_003710	1
NC_003711	1
NC_003722	4
NC_003723	2
NC_003724	2
NC_003725	3
NC_003728	1
NC_003729	1
NC_003730	2
NC_003731	2
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	2
NC_003736	1
NC_003737	2
NC_003738	1
NC_003739	2
NC_003740	2
NC_003741	1
NC_003742	1
NC_003743	4
NC_003744	3
NC_003745	2
NC_003746	7
NC_003747	5
NC_003748	6
NC_003749	1
NC_003750	1
NC_003751	2
NC_003752	1
NC_003753	3
NC_003754	2
NC_003755	1
NC_003756	3
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	1
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	2
NC_003768	1
NC_003769	1
NC_003770	2
NC_003771	1
NC_003772	1
NC_003773	1
NC_003774	2
NC_003775	1
NC_003776	2
NC_003778	1
NC_003779	2
NC_003780	2
NC_003781	1
NC_003782	3
NC_003783	2
NC_003784	3
NC_003785	2
NC_003786	1
NC_003787	1
NC_003788	2
NC_003790	3
NC_003791	2
NC_003792	2
NC_003794	3
NC_003795	6
NC_003797	1
NC_003798	1
NC_003799	1
NC_003800	2
NC_003801	1
NC_003802	1
NC_003803	5
NC_003804	3
NC_003805	4
NC_003806	5
NC_003807	1
NC_003808	1
NC_003809	1
NC_003810	3
NC_003811	3
NC_003812	1
NC_003813	1
NC_003814	1
NC_003815	1
NC_003816	1
NC_003817	1
NC_003818	1
NC_003819	1
NC_003820	4
NC_003821	4
NC_003822	3
NC_003823	1
NC_003824	2
NC_003825	3
NC_003826	1
NC_003828	5
NC_003830	3
NC_003831	3
NC_003832	2
NC_003833	1
NC_003834	1
NC_003835	2
NC_003836	3
NC_003837	1
NC_003838	1
NC_003839	2
NC_003840	2
NC_003841	3
NC_003842	2
NC_003843	2
NC_003844	2
NC_003845	3
NC_003847	1
NC_003848	1
NC_003849	4
NC_003851	1
NC_003852	5
NC_003853	4
NC_003854	2
NC_003855	1
NC_003856	3
NC_003857	2
NC_003860	3
NC_003861	5
NC_003862	3
NC_003865	4
NC_003866	3
NC_003867	3
NC_003868	4
NC_003870	5
NC_003871	2
NC_003872	1
NC_003873	2
NC_003874	2
NC_003876	3
NC_003877	3
NC_003878	4
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	4
NC_003890	1
NC_003891	5
NC_003896	5
NC_003897	4
NC_003898	3
NC_003899	4
NC_003900	4
NC_003908	3
NC_003924	2
NC_003930	2
NC_003973	6
NC_003976	3
NC_003977	5
NC_003983	2
NC_003985	1
NC_003987	1
NC_003988	3
NC_003990	2
NC_003996	1
NC_004002	150
NC_004003	151
NC_004005	4
NC_004006	2
NC_004007	2
NC_004008	1
NC_004009	1
NC_004010	1
NC_004011	1
NC_004012	6
NC_004013	1
NC_004014	3
NC_004015	3
NC_004016	1
NC_004017	2
NC_004018	2
NC_004019	1
NC_004020	1
NC_004034	3
NC_004035	1
NC_004036	7
NC_004037	30
NC_004039	1
NC_004042	3
NC_004043	2
NC_004044	3
NC_004045	2
NC_004046	3
NC_004047	1
NC_004048	1
NC_004049	4
