ID	CDSs_FRAGGENESCAN
NC_049362	51
NC_049363	50
NC_049364	48
NC_049365	52
NC_049366	47
NC_049367	51
NC_049368	51
NC_049369	44
NC_049370	44
NC_049371	75
NC_049372	72
NC_049373	50
NC_049374	54
NC_049375	45
NC_049376	53
NC_049377	49
NC_049378	219
NC_049379	99
NC_049380	91
NC_049381	48
NC_049382	203
NC_049383	277
NC_049384	220
NC_049385	43
NC_049386	42
NC_049387	42
NC_049388	41
NC_049389	39
NC_049390	44
NC_049391	49
NC_049392	39
NC_049393	40
NC_049394	39
NC_049395	43
NC_049396	206
NC_049397	54
NC_049398	45
NC_049399	53
NC_049400	46
NC_049401	48
NC_049402	58
NC_049403	50
NC_049404	54
NC_049405	51
NC_049406	45
NC_049407	50
NC_049408	49
NC_049409	46
NC_049410	40
NC_049411	49
NC_049412	49
NC_049413	48
NC_049414	44
NC_049415	49
NC_049416	46
NC_049417	45
NC_049418	44
NC_049419	46
NC_049420	46
NC_049421	46
NC_049422	45
NC_049423	48
NC_049424	46
NC_049425	47
NC_049426	49
NC_049427	209
NC_049428	206
NC_049429	37
NC_049430	100
NC_049431	94
NC_049432	51
NC_049433	202
NC_049434	51
NC_049435	87
NC_049436	76
NC_049437	201
NC_049438	231
NC_049439	205
NC_049440	197
NC_049441	235
NC_049442	100
NC_049443	199
NC_049444	84
NC_049445	237
NC_049446	47
NC_049447	51
NC_049448	47
NC_049449	25
NC_049450	41
NC_049451	38
NC_049452	41
NC_049453	48
NC_049454	46
NC_049455	209
NC_049456	95
NC_049457	46
NC_049458	198
NC_049459	45
NC_049460	39
NC_049461	42
NC_049462	205
NC_049463	88
NC_049464	249
NC_049465	65
NC_049466	76
NC_049467	83
NC_049468	72
NC_049469	91
NC_049470	70
NC_049471	99
NC_049472	217
NC_049473	65
NC_049474	43
NC_049475	43
NC_049476	52
NC_049477	46
NC_049478	93
NC_049479	232
NC_049480	47
NC_049481	50
NC_049482	42
NC_049483	49
NC_049484	51
NC_049485	56
NC_049486	53
NC_049487	50
NC_049488	43
NC_049489	95
NC_049490	229
NC_049491	231
NC_049492	235
NC_049493	232
NC_049494	234
NC_049495	206
NC_049496	211
NC_049497	208
NC_049498	63
NC_049499	186
NC_049500	184
NC_049501	200
NC_049502	202
NC_049503	200
NC_049504	205
NC_049505	202
NC_049506	209
NC_049507	207
NC_049508	206
NC_049509	213
NC_049510	79
NC_049511	232
NC_049512	203
NC_049805	81
NC_049806	79
NC_049807	83
NC_049808	74
NC_049809	52
NC_049810	46
NC_049811	49
NC_049812	50
NC_049813	62
NC_049814	80
NC_049815	82
NC_049816	82
NC_049817	83
NC_049818	82
NC_049819	84
NC_049820	72
NC_049821	77
NC_049822	86
NC_049823	84
NC_049824	80
NC_049825	78
NC_049826	86
NC_049827	82
NC_049828	79
NC_049829	73
NC_049830	76
NC_049831	80
NC_049832	78
NC_049833	77
NC_049834	83
NC_049835	86
NC_049836	79
NC_049837	81
NC_049838	77
NC_049839	73
NC_049840	77
NC_049841	76
NC_049842	73
NC_049843	45
NC_049844	70
NC_049845	73
NC_049846	74
NC_049847	73
NC_049848	75
NC_049849	331
NC_049850	433
NC_049851	431
NC_049852	84
NC_049853	78
NC_049854	169
NC_049855	165
NC_049856	173
NC_049857	153
NC_049900	60
NC_049917	74
NC_049918	78
NC_049919	71
NC_049920	75
NC_049921	67
NC_049922	82
NC_049923	68
NC_049924	82
NC_049925	85
NC_049926	60
NC_049927	61
NC_049928	58
NC_049929	62
NC_049930	22
NC_049931	20
NC_049932	24
NC_049933	24
NC_049934	26
NC_049935	22
NC_049936	25
NC_049937	23
NC_049938	23
NC_049939	24
NC_049940	22
NC_049941	76
NC_049942	79
NC_049943	78
NC_049944	75
NC_049945	79
NC_049946	62
NC_049947	64
NC_049948	66
NC_049949	61
NC_049950	59
NC_049951	57
NC_049952	66
NC_049953	61
NC_049954	62
NC_049955	59
NC_049959	37
NC_049960	31
NC_049961	29
NC_049962	40
NC_049963	32
NC_049964	35
NC_049965	22
NC_049966	38
NC_049967	39
NC_049968	37
NC_049969	37
NC_049970	25
NC_049971	26
NC_049972	28
NC_049973	29
NC_049974	28
NC_049975	22
NC_049976	23
NC_049977	99
NC_049978	87
NC_050143	88
NC_050144	88
NC_050145	88
NC_050146	88
NC_050147	90
NC_050148	90
NC_050149	87
NC_050150	89
NC_050151	89
NC_050152	114
NC_050153	95
NC_050154	116
NC_051580	94
NC_051581	97
NC_051582	88
NC_051583	85
NC_051584	89
NC_051585	90
NC_051586	93
NC_051587	85
NC_051588	92
NC_051589	84
NC_051590	87
NC_051591	82
NC_051592	75
NC_051593	88
NC_051594	86
NC_051595	84
NC_051596	84
NC_051597	88
NC_051598	84
NC_051599	87
NC_051600	82
NC_051601	90
NC_051602	89
NC_051603	92
NC_051604	91
NC_051605	85
NC_051606	84
NC_051607	85
NC_051608	83
NC_051609	85
NC_051610	84
NC_051611	85
NC_051612	79
NC_051613	67
NC_051614	81
NC_051615	84
NC_051616	83
NC_051617	88
NC_051618	86
NC_051619	91
NC_051620	88
NC_051621	83
NC_051622	94
NC_051623	85
NC_051624	95
NC_051625	88
NC_051626	86
NC_051627	89
NC_051628	81
NC_051629	90
NC_051630	85
NC_051631	86
NC_051632	85
NC_051633	83
NC_051634	87
NC_051635	80
NC_051636	85
NC_051637	90
NC_051638	84
NC_051639	82
NC_051640	73
NC_051641	81
NC_051642	81
NC_051643	79
NC_051644	86
NC_051645	83
NC_051646	84
NC_051647	84
NC_051648	89
NC_051649	81
NC_051650	86
NC_051651	86
NC_051652	87
NC_051653	81
NC_051654	88
NC_051655	84
NC_051656	89
NC_051657	85
NC_051658	83
NC_051659	90
NC_051660	91
NC_051661	89
NC_051662	82
NC_051663	80
NC_051664	79
NC_051665	85
NC_051666	89
NC_051667	92
NC_051668	81
NC_051669	88
NC_051670	87
NC_051671	78
NC_051672	80
NC_051673	90
NC_051674	74
NC_051675	76
NC_051676	94
NC_051677	75
NC_051678	79
NC_051679	81
NC_051680	75
NC_051681	82
NC_051682	80
NC_051683	87
NC_051684	87
NC_051685	79
NC_051686	79
NC_051687	86
NC_051688	92
NC_051689	81
NC_051690	83
NC_051691	83
NC_051692	86
NC_051693	84
NC_051694	85
NC_051695	84
NC_051696	83
NC_051697	81
NC_051698	81
NC_051699	87
NC_051700	91
NC_051701	86
NC_051702	79
NC_051703	88
NC_051704	82
NC_051705	86
NC_051706	83
NC_051707	76
NC_051708	91
NC_051709	77
NC_051710	90
NC_051711	81
NC_051712	84
NC_051713	87
NC_051714	81
NC_051715	85
NC_051716	76
NC_051717	78
NC_051718	83
NC_051719	89
NC_051720	86
NC_051721	80
NC_051722	85
NC_051723	84
NC_051724	83
NC_051725	74
NC_051726	61
NC_051727	69
NC_051728	70
NC_051729	71
NC_051730	64
NC_051731	71
NC_051732	74
NC_051733	68
NC_051734	66
NC_051735	68
NC_051736	67
NC_051737	69
NC_051738	69
NC_051739	72
NC_051740	66
NC_052410	77
NC_052411	72
NC_052412	70
NC_052413	77
NC_052414	72
NC_052415	78
NC_052416	80
NC_052417	78
NC_052418	79
NC_052419	81
NC_052420	77
NC_052421	73
NC_052422	71
NC_052423	76
NC_052424	78
NC_052425	79
NC_052426	79
NC_052427	78
NC_052428	76
NC_052429	83
NC_052430	73
NC_052431	79
NC_052432	77
NC_052433	80
NC_052434	74
NC_052435	82
NC_052436	85
NC_052437	79
NC_052438	73
NC_052439	79
NC_052440	71
NC_052441	81
NC_052442	77
NC_052443	76
NC_052444	81
NC_052445	81
NC_052446	78
NC_052447	73
NC_052448	76
NC_052449	72
NC_052450	74
NC_052451	70
NC_052452	73
NC_052453	77
NC_052454	79
NC_052455	76
NC_052456	74
NC_052457	78
NC_052458	76
NC_052459	78
NC_052460	74
NC_052461	81
NC_052462	76
NC_052463	78
NC_052464	81
NC_052465	79
NC_052466	78
NC_052467	83
NC_052468	77
NC_052469	76
NC_052470	79
NC_052652	230
NC_052653	238
NC_052654	269
NC_052655	235
NC_052656	264
NC_052657	231
NC_052658	260
NC_052659	246
NC_052660	273
NC_052661	258
NC_052662	271
NC_052663	232
NC_052932	23
NC_052933	22
NC_052934	23
NC_052935	23
NC_052936	24
NC_052937	22
NC_052938	23
NC_052939	23
NC_052940	22
NC_052941	24
NC_052964	91
NC_052965	75
NC_052966	75
NC_052967	83
NC_052968	79
NC_052969	71
NC_052970	70
NC_052971	70
NC_052972	71
NC_052973	72
NC_052975	68
NC_052976	66
NC_052977	62
NC_052979	69
NC_052980	67
NC_052981	67
NC_052982	94
NC_052983	66
NC_052984	70
NC_052985	72
NC_052986	73
NC_052987	77
NC_052988	77
NC_052989	79
NC_052990	75
NC_052991	65
NC_052992	74
NC_052993	77
NC_052994	74
NC_052995	78
NC_052996	78
NC_052997	77
NC_052998	73
NC_052999	76
NC_053000	78
NC_053001	81
NC_053002	75
NC_053003	74
NC_053004	75
NC_053005	73
NC_053006	75
NC_053007	74
NC_053008	71
NC_053009	73
NC_053010	73
NC_053011	77
NC_053012	81
NC_053013	74
NC_053014	66
NC_053015	69
NC_053172	66
NC_053173	72
NC_053174	73
NC_053209	69
NC_053210	70
NC_053211	72
NC_053234	77
NC_053235	73
NC_053236	75
NC_053237	79
NC_053238	75
NC_053239	77
NC_053240	75
NC_053241	77
NC_053242	78
NC_053243	78
NC_053244	77
NC_053245	76
NC_053246	90
NC_053247	79
NC_053248	76
NC_053249	79
NC_053503	83
NC_053504	115
NC_053505	110
NC_053506	114
NC_053507	116
NC_053508	114
NC_053509	121
NC_053510	99
NC_053511	119
NC_053512	100
NC_053513	127
NC_053514	135
NC_053515	139
NC_053516	132
NC_054146	60
NC_054147	59
NC_054148	60
NC_054149	62
NC_054392	55
NC_054393	120
NC_054418	56
NC_054419	56
NC_054420	58
NC_054421	57
NC_054422	56
NC_054423	56
NC_054424	54
NC_054425	57
NC_054426	58
NC_054427	58
NC_054428	54
NC_054429	55
NC_054430	54
NC_054431	23
NC_054432	73
NC_054433	77
NC_054434	71
NC_054435	64
NC_054436	68
NC_054437	62
NC_054438	67
NC_054439	56
NC_054440	52
NC_054441	56
NC_054442	51
NC_054443	63
NC_054444	58
NC_054445	58
NC_054446	60
NC_054447	62
NC_054448	55
NC_054449	61
NC_054450	63
NC_054451	63
NC_054452	58
NC_054453	59
NC_054454	58
NC_054455	59
NC_054456	58
NC_054458	67
NC_054459	67
NC_054460	65
NC_054461	66
NC_054462	60
NC_054463	62
NC_054464	67
NC_054465	80
NC_054466	69
NC_054636	75
NC_054637	75
NC_054638	63
NC_054639	70
NC_054640	72
NC_054641	79
NC_054642	74
NC_054643	79
NC_054644	73
NC_054645	77
NC_054646	75
NC_054647	77
NC_054648	80
NC_054649	73
NC_054650	74
NC_054651	74
NC_054652	73
NC_054653	71
NC_054654	70
NC_054655	73
NC_054656	70
NC_054657	79
NC_054658	71
NC_054659	75
NC_054660	69
NC_054661	67
NC_054662	70
NC_054663	71
NC_054664	71
NC_054665	74
NC_054666	73
NC_054667	71
NC_054668	72
NC_054669	75
NC_054670	75
NC_054671	75
NC_054672	73
NC_054673	72
NC_054674	73
NC_054675	73
NC_054676	72
NC_054677	72
NC_054678	67
NC_054679	69
NC_054680	70
NC_054681	67
NC_054714	221
NC_054715	221
NC_054716	201
NC_054717	206
NC_054718	210
NC_054719	204
NC_054720	205
NC_054721	211
NC_054722	207
NC_054723	204
NC_054724	201
NC_054725	212
NC_054726	188
NC_054727	183
NC_054759	76
NC_054760	79
NC_054761	75
NC_054762	58
NC_054770	74
NC_054771	74
NC_054772	79
NC_054773	79
NC_054774	74
NC_054775	72
NC_054776	74
NC_054777	74
NC_054778	65
NC_054779	82
NC_054780	75
NC_054781	85
NC_054782	79
NC_054783	85
NC_054784	73
NC_054785	79
NC_054786	83
NC_054787	81
NC_054788	68
NC_054789	73
NC_054790	78
NC_054791	84
NC_054792	68
NC_054793	73
NC_054794	72
NC_054795	75
NC_054796	68
NC_054797	75
NC_054798	73
NC_054799	73
NC_054800	77
NC_054801	72
NC_054802	76
NC_054803	75
NC_054804	74
NC_054805	85
NC_054806	84
NC_054807	75
NC_054808	82
NC_054809	81
NC_054810	86
NC_054811	81
NC_054812	78
NC_054813	80
NC_054814	83
NC_054815	78
NC_001270	8
NC_001341	9
NC_001365	9
NC_001447	16
NC_001942	27
NC_002515	16
NC_003438	9
NC_003793	9
NC_005964	28
NC_009987	9
AC_000001	37
AC_000002	32
AC_000003	31
AC_000004	33
AC_000005	33
AC_000006	42
AC_000007	36
AC_000008	37
AC_000009	33
AC_000010	38
AC_000011	39
AC_000012	30
AC_000013	43
AC_000014	41
AC_000016	24
AC_000017	36
AC_000018	37
AC_000019	36
AC_000020	33
AC_000189	30
AC_000190	36
AC_000191	36
AC_000192	9
NC_000852	378
NC_000855	6
NC_000858	6
NC_000869	2
NC_000870	2
NC_000874	5
NC_000882	3
NC_000883	5
NC_000898	147
NC_000899	43
NC_000903	7
NC_000936	5
NC_000939	4
NC_000940	2
NC_000942	30
NC_000943	2
NC_000947	2
NC_000960	3
NC_001132	158
NC_001265	5
NC_001266	150
NC_001278	3
NC_001339	4
NC_001340	1
NC_001343	3
NC_001344	2
NC_001346	5
NC_001348	85
NC_001350	74
NC_001351	1
NC_001352	9
NC_001354	7
NC_001355	6
NC_001356	7
NC_001357	8
NC_001359	2
NC_001361	5
NC_001362	4
NC_001364	6
NC_001366	3
NC_001367	4
NC_001368	4
NC_001369	3
NC_001401	4
NC_001402	1
NC_001403	1
NC_001405	36
NC_001407	5
NC_001408	3
NC_001409	3
NC_001411	1
NC_001412	5
NC_001413	5
NC_001414	7
NC_001427	3
NC_001430	2
NC_001434	2
NC_001436	6
NC_001437	1
NC_001438	2
NC_001439	3
NC_001440	3
NC_001441	4
NC_001442	6
NC_001445	1
NC_001449	3
NC_001450	4
NC_001451	8
NC_001452	5
NC_001454	32
NC_001457	6
NC_001458	8
NC_001460	33
NC_001461	2
NC_001463	6
NC_001465	1
NC_001466	5
NC_001467	3
NC_001468	3
NC_001469	4
NC_001472	2
NC_001474	2
NC_001475	2
NC_001477	4
NC_001478	4
NC_001479	3
NC_001480	2
NC_001481	3
NC_001482	6
NC_001483	4
NC_001484	1
NC_001486	2
NC_001488	7
NC_001489	1
NC_001490	1
NC_001491	95
NC_001492	2
NC_001493	105
NC_001494	5
NC_001495	1
NC_001497	7
NC_001498	7
NC_001499	6
NC_001500	9
NC_001501	4
NC_001502	7
NC_001503	5
NC_001504	3
NC_001505	5
NC_001506	3
NC_001507	3
NC_001508	2
NC_001510	4
NC_001511	5
NC_001512	2
NC_001513	2
NC_001514	7
NC_001515	6
NC_001517	1
NC_001522	8
NC_001523	8
NC_001524	9
NC_001526	6
NC_001531	8
NC_001538	5
NC_001539	3
NC_001540	4
NC_001541	9
NC_001542	6
NC_001543	2
NC_001544	10
NC_001545	2
NC_001546	1
NC_001547	3
NC_001549	7
NC_001550	9
NC_001552	6
NC_001554	4
NC_001555	1
NC_001556	4
NC_001557	2
NC_001558	1
NC_001560	5
NC_001563	1
NC_001564	2
NC_001574	2
NC_001575	5
NC_001576	7
NC_001583	7
NC_001586	7
NC_001587	11
NC_001591	6
NC_001593	10
NC_001595	8
NC_001596	8
NC_001598	8
NC_001600	4
NC_001605	7
NC_001607	5
NC_001608	7
NC_001611	193
NC_001612	2
NC_001615	6
NC_001616	1
NC_001617	2
NC_001618	2
NC_001619	6
NC_001623	149
NC_001625	4
NC_001632	5
NC_001633	4
NC_001634	7
NC_001639	8
NC_001641	2
NC_001642	3
NC_001647	4
NC_001648	3
NC_001650	100
NC_001652	6
NC_001654	6
NC_001655	2
NC_001658	4
NC_001659	150
NC_001661	12
NC_001662	3
NC_001663	4
NC_001664	141
NC_001669	5
NC_001671	1
NC_001672	1
NC_001676	7
NC_001678	8
NC_001690	6
NC_001691	5
NC_001693	6
NC_001694	8
NC_001696	4
NC_001699	6
NC_001701	3
NC_001702	4
NC_001710	2
NC_001716	136
NC_001718	3
NC_001720	41
NC_001721	6
NC_001722	9
NC_001724	5
NC_001725	7
NC_001726	4
NC_001728	4
NC_001729	4
NC_001731	157
NC_001734	31
NC_001739	8
NC_001746	2
NC_001747	6
NC_001748	5
NC_001749	1
NC_001753	4
NC_001768	1
NC_001777	3
NC_001780	4
NC_001781	12
NC_001782	2
NC_001785	1
NC_001786	3
NC_001789	8
NC_001792	2
NC_001793	1
NC_001796	6
NC_001798	70
NC_001800	6
NC_001801	4
NC_001802	5
NC_001803	13
NC_001806	71
NC_001809	1
NC_001812	4
NC_001813	33
NC_001814	2
NC_001815	6
NC_001818	4
NC_001822	6
NC_001824	100
NC_001826	89
NC_001828	3
NC_001829	3
NC_001831	6
NC_001834	3
NC_001836	8
NC_001837	2
NC_001839	2
NC_001841	1
NC_001844	94
NC_001846	10
NC_001847	68
NC_001859	2
NC_001866	1
NC_001867	8
NC_001868	4
NC_001873	4
NC_001874	4
NC_001875	149
NC_001876	32
NC_001885	4
NC_001886	1
NC_001897	2
NC_001899	5
NC_001906	7
NC_001914	2
NC_001915	1
NC_001916	1
NC_001917	3
NC_001918	1
NC_001920	1
NC_001921	7
NC_001925	1
NC_001926	1
NC_001927	2
NC_001928	3
NC_001929	4
NC_001930	2
NC_001931	3
NC_001932	4
NC_001933	4
NC_001934	3
NC_001935	2
NC_001936	4
NC_001937	2
NC_001938	2
NC_001939	2
NC_001940	6
NC_001943	4
NC_001944	3
NC_001946	4
NC_001948	5
NC_001958	24
NC_001959	3
NC_001961	9
NC_001962	137
NC_001963	2
NC_001964	2
NC_001973	170
NC_001977	2
NC_001981	1
NC_001982	1
NC_001983	5
NC_001984	2
NC_001987	75
NC_001989	12
NC_001990	2
NC_001993	234
NC_002016	2
NC_002017	1
NC_002018	1
NC_002019	1
NC_002020	2
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	1
NC_002025	2
NC_002026	1
NC_002027	1
NC_002028	2
NC_002031	1
NC_002034	1
NC_002035	2
NC_002036	4
NC_002037	1
NC_002038	1
NC_002039	1
NC_002040	2
NC_002041	3
NC_002042	3
NC_002046	3
NC_002047	5
NC_002048	3
NC_002049	4
NC_002050	3
NC_002051	2
NC_002052	1
NC_002058	2
NC_002063	3
NC_002064	2
NC_002066	1
NC_002076	4
NC_002077	4
NC_002160	6
NC_002161	7
NC_002164	1
NC_002169	151
NC_002187	3
NC_002188	227
NC_002190	4
NC_002195	3
NC_002198	4
NC_002199	9
NC_002200	8
NC_002201	9
NC_002204	1
NC_002205	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	2
NC_002211	2
NC_002229	133
NC_002232	6
NC_002251	10
NC_002306	9
NC_002323	2
NC_002324	2
NC_002325	2
NC_002326	2
NC_002327	3
NC_002328	2
NC_002330	4
NC_002331	182
NC_002349	2
NC_002350	2
NC_002351	3
NC_002356	4
NC_002357	3
NC_002358	4
NC_002359	3
NC_002361	3
NC_002468	4
NC_002469	3
NC_002470	3
NC_002500	4
NC_002501	23
NC_002509	2
NC_002510	3
NC_002512	126
NC_002513	37
NC_002520	233
NC_002526	9
NC_002531	94
NC_002532	7
NC_002543	4
NC_002548	2
NC_002549	11
NC_002551	3
NC_002552	5
NC_002555	3
NC_002556	2
NC_002557	2
NC_002558	1
NC_002559	1
NC_002560	1
NC_002561	2
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	1
NC_002568	4
NC_002577	118
NC_002588	2
NC_002593	119
NC_002598	4
NC_002600	2
NC_002604	3
NC_002615	2
NC_002618	4
NC_002633	5
NC_002634	2
NC_002640	1
NC_002641	133
NC_002642	133
NC_002645	9
NC_002654	148
NC_002657	1
NC_002665	85
NC_002685	31
NC_002686	84
NC_002687	406
NC_002690	1
NC_002691	2
NC_002692	4
NC_002701	2
NC_002702	33
NC_002728	8
NC_002729	4
NC_002738	2
NC_002743	1
NC_002766	5
NC_002786	1
NC_002792	4
NC_002794	120
NC_002795	4
NC_002797	1
NC_002800	1
NC_002803	5
NC_002815	4
NC_002816	144
NC_002817	3
NC_002981	3
NC_002984	3
NC_002985	3
NC_002990	2
NC_002991	1
NC_003003	1
NC_003004	2
NC_003005	2
NC_003006	2
NC_003007	2
NC_003008	1
NC_003009	1
NC_003010	1
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	1
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	1
NC_003023	1
NC_003024	1
NC_003025	1
NC_003027	141
NC_003031	3
NC_003038	208
NC_003045	10
NC_003054	3
NC_003056	5
NC_003059	12
NC_003083	134
NC_003084	111
NC_003092	11
NC_003093	4
NC_003094	143
NC_003102	143
NC_003113	1
NC_003138	8
NC_003199	4
NC_003200	2
NC_003203	1
NC_003215	2
NC_003219	2
NC_003220	6
NC_003224	1
NC_003225	186
NC_003243	5
NC_003266	32
NC_003310	198
NC_003323	7
NC_003326	4
NC_003346	4
NC_003347	2
NC_003348	6
NC_003355	4
NC_003357	4
NC_003369	5
NC_003375	5
NC_003376	6
NC_003377	1
NC_003378	8
NC_003379	5
NC_003381	5
NC_003382	3
NC_003389	130
NC_003391	218
NC_003397	1
NC_003398	3
NC_003399	1
NC_003400	4
NC_003401	106
NC_003403	2
NC_003405	1
NC_003410	3
NC_003412	2
NC_003414	1
NC_003417	3
NC_003418	4
NC_003433	2
NC_003434	3
NC_003436	8
NC_003443	9
NC_003445	3
NC_003446	3
NC_003448	1
NC_003449	2
NC_003451	1
NC_003452	1
NC_003453	2
NC_003461	7
NC_003462	4
NC_003464	2
NC_003465	1
NC_003466	1
NC_003467	1
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003473	2
NC_003474	2
NC_003475	2
NC_003476	3
NC_003477	1
NC_003478	2
NC_003479	1
NC_003480	2
NC_003481	3
NC_003482	2
NC_003483	2
NC_003487	5
NC_003491	4
NC_003492	1
NC_003493	3
NC_003494	121
NC_003495	2
NC_003496	2
NC_003497	1
NC_003498	6
NC_003499	5
NC_003500	4
NC_003501	2
NC_003502	4
NC_003504	4
NC_003505	4
NC_003509	3
NC_003510	2
NC_003511	4
NC_003512	4
NC_003513	2
NC_003514	1
NC_003515	6
NC_003516	3
NC_003517	3
NC_003518	3
NC_003519	3
NC_003520	3
NC_003521	185
NC_003523	1
NC_003529	168
NC_003530	4
NC_003531	2
NC_003532	6
NC_003533	2
NC_003534	5
NC_003535	4
NC_003536	2
NC_003537	1
NC_003538	1
NC_003539	1
NC_003540	1
NC_003541	1
NC_003542	2
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	3
NC_003547	2
NC_003548	1
NC_003549	2
NC_003550	1
NC_003554	7
NC_003555	2
NC_003556	3
NC_003557	5
NC_003558	1
NC_003559	2
NC_003560	1
NC_003561	2
NC_003562	1
NC_003563	1
NC_003564	1
NC_003565	1
NC_003566	2
NC_003567	1
NC_003568	2
NC_003569	1
NC_003570	3
NC_003601	3
NC_003602	4
NC_003603	3
NC_003604	4
NC_003605	1
NC_003606	2
NC_003607	2
NC_003608	4
NC_003609	3
NC_003610	4
NC_003611	1
NC_003614	2
NC_003615	3
NC_003616	3
NC_003617	3
NC_003618	5
NC_003619	2
NC_003620	3
NC_003621	2
NC_003622	1
NC_003623	1
NC_003624	2
NC_003625	1
NC_003626	2
NC_003627	6
NC_003628	2
NC_003629	4
NC_003630	4
NC_003631	1
NC_003632	4
NC_003633	4
NC_003634	2
NC_003635	2
NC_003637	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003642	1
NC_003643	1
NC_003644	1
NC_003645	3
NC_003646	2
NC_003647	1
NC_003648	1
NC_003649	3
NC_003650	2
NC_003651	4
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	1
NC_003656	1
NC_003657	1
NC_003658	2
NC_003659	1
NC_003660	1
NC_003661	2
NC_003663	200
NC_003664	3
NC_003665	4
NC_003668	6
NC_003669	4
NC_003670	1
NC_003671	2
NC_003672	4
NC_003673	1
NC_003674	1
NC_003675	1
NC_003676	1
NC_003678	2
NC_003679	3
NC_003680	5
NC_003681	1
NC_003682	1
NC_003683	1
NC_003687	1
NC_003688	4
NC_003689	1
NC_003690	2
NC_003691	1
NC_003692	1
NC_003693	2
NC_003694	2
NC_003696	1
NC_003697	1
NC_003698	1
NC_003699	1
NC_003700	1
NC_003701	1
NC_003702	1
NC_003703	1
NC_003704	2
NC_003705	1
NC_003706	1
NC_003707	1
NC_003708	3
NC_003709	3
NC_003710	1
NC_003711	1
NC_003722	2
NC_003723	3
NC_003724	3
NC_003725	3
NC_003728	1
NC_003729	1
NC_003730	2
NC_003731	2
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	1
NC_003736	1
NC_003737	1
NC_003738	2
NC_003739	1
NC_003740	2
NC_003741	1
NC_003742	1
NC_003743	4
NC_003744	4
NC_003745	2
NC_003746	7
NC_003747	4
NC_003748	8
NC_003749	1
NC_003750	1
NC_003751	1
NC_003752	1
NC_003753	2
NC_003754	2
NC_003755	1
NC_003756	3
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	1
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	1
NC_003768	1
NC_003769	1
NC_003770	1
NC_003771	1
NC_003772	1
NC_003773	1
NC_003774	1
NC_003775	1
NC_003776	2
NC_003778	1
NC_003779	3
NC_003780	3
NC_003781	1
NC_003782	4
NC_003783	2
NC_003784	4
NC_003785	1
NC_003786	2
NC_003787	2
NC_003788	1
NC_003790	3
NC_003791	2
NC_003792	1
NC_003794	4
NC_003795	5
NC_003797	1
NC_003798	1
NC_003799	2
NC_003800	1
NC_003801	1
NC_003802	1
NC_003803	4
NC_003804	4
NC_003805	4
NC_003806	3
NC_003807	1
NC_003808	1
NC_003809	2
NC_003810	2
NC_003811	3
NC_003812	2
NC_003813	1
NC_003814	1
NC_003815	1
NC_003816	2
NC_003817	1
NC_003818	1
NC_003819	1
NC_003820	4
NC_003821	3
NC_003822	4
NC_003823	1
NC_003824	2
NC_003825	4
NC_003828	3
NC_003830	2
NC_003831	3
NC_003832	1
NC_003833	1
NC_003834	2
NC_003835	2
NC_003836	3
NC_003837	1
NC_003838	1
NC_003839	2
NC_003840	2
NC_003841	2
NC_003842	2
NC_003843	2
NC_003844	2
NC_003845	3
NC_003847	2
NC_003848	1
NC_003849	4
NC_003850	1
NC_003851	1
NC_003852	4
NC_003853	5
NC_003854	1
NC_003856	3
NC_003857	3
NC_003860	3
NC_003861	3
NC_003862	3
NC_003865	3
NC_003866	2
NC_003867	3
NC_003868	4
NC_003870	4
NC_003871	2
NC_003872	1
NC_003873	2
NC_003874	2
NC_003876	3
NC_003877	3
NC_003878	4
NC_003882	1
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	4
NC_003890	1
NC_003891	3
NC_003896	5
NC_003897	3
NC_003898	3
NC_003899	3
NC_003900	4
NC_003908	4
NC_003924	3
NC_003930	2
NC_003971	1
NC_003973	7
NC_003976	2
NC_003977	3
NC_003983	2
NC_003985	2
NC_003987	1
NC_003988	2
NC_003990	2
NC_003996	1
NC_004002	135
NC_004003	137
NC_004005	3
NC_004006	2
NC_004007	2
NC_004008	2
NC_004009	2
NC_004010	1
NC_004011	1
NC_004012	6
NC_004013	1
NC_004014	4
NC_004015	3
NC_004016	1
NC_004017	3
NC_004018	1
NC_004019	1
NC_004020	1
NC_004034	3
NC_004035	1
NC_004036	8
NC_004037	29
NC_004039	1
NC_004042	2
NC_004043	3
NC_004044	2
NC_004045	3
NC_004046	6
NC_004047	1
NC_004049	4
NC_004050	1
NC_004051	1
NC_004052	5
NC_004053	4
NC_004054	3
NC_004060	4
