ID	Nucleic_acid
NC_049500	DNA
NC_049508	DNA
NC_049506	DNA
NC_048865	DNA
NC_048871	DNA
NC_049507	DNA
NC_049499	DNA
NC_048868	DNA
NC_049821	DNA
NC_048863	DNA
NC_049830	DNA
NC_050147	DNA
NC_050144	DNA
NC_050146	DNA
NC_050150	DNA
NC_050151	DNA
NC_050143	DNA
NC_048874	DNA
NC_048875	DNA
NC_048873	DNA
NC_048877	DNA
NC_048876	DNA
NC_048878	DNA
NC_049820	DNA
NC_049974	DNA
NC_047706	DNA
NC_047709	DNA
NC_047710	DNA
NC_047707	DNA
NC_047700	DNA
NC_047708	DNA
NC_047704	DNA
NC_047701	DNA
NC_047705	DNA
NC_047702	DNA
NC_047703	DNA
NC_047711	DNA
NC_049948	DNA
NC_049953	DNA
NC_049949	DNA
NC_049955	DNA
NC_050149	DNA
NC_049900	DNA
NC_048666	DNA
NC_041878	DNA
NC_015209	DNA
NC_011057	DNA
NC_013650	DNA
NC_013694	DNA
NC_014461	DNA
NC_015584	DNA
NC_028803	DNA
NC_018834	DNA
NC_018838	DNA
NC_028681	DNA
NC_024711	DNA
NC_021324	DNA
NC_000866	DNA
NC_004928	DNA
NC_010105	DNA
NC_012741	DNA
NC_014792	DNA
NC_052421	DNA
NC_052470	DNA
NC_052452	DNA
NC_052453	DNA
NC_052423	DNA
NC_052464	DNA
NC_052434	DNA
NC_052422	DNA
NC_052411	DNA
NC_052454	DNA
NC_052430	DNA
NC_052460	DNA
NC_052410	DNA
NC_052427	DNA
NC_052433	DNA
NC_052446	DNA
NC_052424	DNA
NC_052440	DNA
NC_052431	DNA
NC_052426	DNA
NC_052451	DNA
NC_052445	DNA
NC_052447	DNA
NC_052441	DNA
NC_052450	DNA
NC_052459	DNA
NC_052416	DNA
NC_052455	DNA
NC_052463	DNA
NC_052449	DNA
NC_052412	DNA
NC_052428	DNA
NC_052443	DNA
NC_052457	DNA
NC_052420	DNA
NC_052425	DNA
NC_052413	DNA
NC_052466	DNA
NC_052456	DNA
NC_052429	DNA
NC_052458	DNA
NC_052461	DNA
NC_052468	DNA
NC_052414	DNA
NC_052419	DNA
NC_052415	DNA
NC_052435	DNA
NC_052439	DNA
NC_052437	DNA
NC_052438	DNA
NC_052462	DNA
NC_052465	DNA
NC_052469	DNA
NC_052418	DNA
NC_052417	DNA
NC_052442	DNA
NC_052436	DNA
NC_052448	DNA
NC_052432	DNA
NC_052444	DNA
NC_052467	DNA
NC_041919	DNA
NC_048694	DNA
NC_031090	DNA
NC_031011	DNA
NC_031085	DNA
NC_030953	DNA
NC_012635	DNA
NC_049978	DNA
NC_052650	DNA
NC_012788	DNA
NC_014458	DNA
NC_014459	DNA
NC_023705	DNA
NC_023747	DNA
NC_023498	DNA
NC_028978	DNA
NC_028861	DNA
NC_028922	DNA
NC_028791	DNA
NC_028936	DNA
NC_052652	DNA
NC_052654	DNA
NC_052653	DNA
NC_052655	DNA
NC_052656	DNA
NC_052657	DNA
NC_052658	DNA
NC_052659	DNA
NC_052660	DNA
NC_052661	DNA
NC_052662	DNA
NC_052663	DNA
NC_052940	DNA
NC_052932	DNA
NC_052939	DNA
NC_052937	DNA
NC_052941	DNA
NC_052935	DNA
NC_052933	DNA
NC_052936	DNA
NC_052938	DNA
NC_052934	DNA
NC_052965	DNA
NC_052966	DNA
NC_052967	DNA
NC_052964	DNA
NC_052980	DNA
NC_052991	DNA
NC_052992	DNA
NC_053005	DNA
NC_052997	DNA
NC_052998	DNA
NC_053002	DNA
NC_052968	DNA
NC_052976	DNA
NC_052988	DNA
NC_052975	DNA
NC_052981	DNA
NC_052987	DNA
NC_052971	DNA
NC_052969	DNA
NC_052970	DNA
NC_052972	DNA
NC_053012	DNA
NC_053000	DNA
NC_053001	DNA
NC_053004	DNA
NC_052990	DNA
NC_052985	DNA
NC_053011	DNA
NC_052984	DNA
NC_053013	DNA
NC_052977	DNA
NC_053014	DNA
NC_052983	DNA
NC_052973	DNA
NC_053015	DNA
NC_052982	DNA
NC_052989	DNA
NC_053008	DNA
NC_053009	DNA
NC_053010	DNA
NC_052986	DNA
NC_052979	DNA
NC_053003	DNA
NC_052994	DNA
NC_052995	DNA
NC_052996	DNA
NC_052993	DNA
NC_052999	DNA
NC_053006	DNA
NC_053007	DNA
NC_053174	DNA
NC_053173	DNA
NC_053172	DNA
NC_044942	DNA
NC_053241	DNA
NC_053245	DNA
NC_053237	DNA
NC_053239	DNA
NC_053238	DNA
NC_053234	DNA
NC_053211	DNA
NC_053240	DNA
NC_053249	DNA
NC_053248	DNA
NC_053243	DNA
NC_053242	DNA
NC_053244	DNA
NC_053209	DNA
NC_053247	DNA
NC_053235	DNA
NC_053236	DNA
NC_053210	DNA
NC_053246	DNA
NC_053503	DNA
NC_053504	DNA
NC_053515	DNA
NC_053508	DNA
NC_053507	DNA
NC_053505	DNA
NC_053512	DNA
NC_053510	DNA
NC_053511	DNA
NC_053509	DNA
NC_053514	DNA
NC_053513	DNA
NC_053516	DNA
NC_053506	DNA
NC_003977	DNA
NC_031253	DNA
NC_031028	DNA
NC_054146	DNA
NC_054393	DNA
NC_054149	DNA
NC_054392	DNA
NC_054147	DNA
NC_054148	DNA
NC_054421	DNA
NC_054427	DNA
NC_054426	DNA
NC_054422	DNA
NC_054429	DNA
NC_054428	DNA
NC_054431	DNA
NC_054418	DNA
NC_054420	DNA
NC_054424	DNA
NC_054430	DNA
NC_054433	DNA
NC_054419	DNA
NC_054425	DNA
NC_054432	DNA
NC_054423	DNA
NC_054434	DNA
NC_054436	DNA
NC_054435	DNA
NC_054438	DNA
NC_054437	DNA
NC_054440	DNA
NC_054443	DNA
NC_054442	DNA
NC_054439	DNA
NC_054447	DNA
NC_054441	DNA
NC_054444	DNA
NC_054445	DNA
NC_054446	DNA
NC_054452	DNA
NC_054449	DNA
NC_054455	DNA
NC_054450	DNA
NC_054451	DNA
NC_054453	DNA
NC_054456	DNA
NC_054448	DNA
NC_054454	DNA
NC_054460	DNA
NC_054458	DNA
NC_054459	DNA
NC_054461	DNA
NC_054464	DNA
NC_054465	DNA
NC_054466	DNA
NC_054463	DNA
NC_054462	DNA
NC_054645	DNA
NC_054637	DNA
NC_054639	DNA
NC_054636	DNA
NC_054644	DNA
NC_054651	DNA
NC_054643	DNA
NC_054640	DNA
NC_054642	DNA
NC_054652	DNA
NC_054647	DNA
NC_054650	DNA
NC_054641	DNA
NC_054638	DNA
NC_054646	DNA
NC_054648	DNA
NC_054653	DNA
NC_054649	DNA
NC_054654	DNA
NC_054681	DNA
NC_054674	DNA
NC_054664	DNA
NC_054668	DNA
NC_054663	DNA
NC_054665	DNA
NC_054677	DNA
NC_054662	DNA
NC_054671	DNA
NC_054680	DNA
NC_054656	DNA
NC_054661	DNA
NC_054670	DNA
NC_054660	DNA
NC_054666	DNA
NC_054655	DNA
NC_054678	DNA
NC_054669	DNA
NC_054675	DNA
NC_054667	DNA
NC_054672	DNA
NC_054673	DNA
NC_054657	DNA
NC_054658	DNA
NC_054676	DNA
NC_054659	DNA
NC_054679	DNA
NC_054714	DNA
NC_054715	DNA
NC_054716	DNA
NC_054717	DNA
NC_054722	DNA
NC_054720	DNA
NC_054719	DNA
NC_054718	DNA
NC_054721	DNA
NC_054724	DNA
NC_054723	DNA
NC_054727	DNA
NC_054726	DNA
NC_054725	DNA
NC_054772	DNA
NC_054759	DNA
NC_054778	DNA
NC_054782	DNA
NC_054773	DNA
NC_054774	DNA
NC_054781	DNA
NC_054761	DNA
NC_054780	DNA
NC_054775	DNA
NC_054770	DNA
NC_054760	DNA
NC_054776	DNA
NC_054779	DNA
NC_054777	DNA
NC_054771	DNA
NC_054762	DNA
NC_054785	DNA
NC_054793	DNA
NC_054791	DNA
NC_054792	DNA
NC_054788	DNA
NC_054787	DNA
NC_054786	DNA
NC_054784	DNA
NC_054790	DNA
NC_054783	DNA
NC_054789	DNA
NC_054794	DNA
NC_054795	DNA
NC_054796	DNA
NC_054797	DNA
NC_054798	DNA
NC_054799	DNA
NC_054800	DNA
NC_054801	DNA
NC_054802	DNA
NC_054803	DNA
NC_054804	DNA
NC_054805	DNA
NC_054806	DNA
NC_054807	DNA
NC_054808	DNA
NC_054809	DNA
NC_054810	DNA
NC_054811	DNA
NC_054812	DNA
NC_054813	DNA
NC_054814	DNA
NC_054815	DNA
NC_030692	RNA
NC_027892	RNA
NC_029642	RNA
NC_001607	RNA
NC_029549	RNA
NC_029550	RNA
NC_029551	RNA
NC_029552	RNA
NC_029553	RNA
NC_029570	RNA
NC_029554	RNA
NC_029555	RNA
NC_029558	RNA
NC_029559	RNA
NC_029560	RNA
NC_029561	RNA
NC_029571	RNA
NC_029572	RNA
NC_029573	RNA
NC_029567	RNA
NC_029562	RNA
NC_029568	RNA
NC_029563	RNA
NC_029564	RNA
NC_029565	RNA
NC_029566	RNA
NC_029556	RNA
NC_029557	RNA
NC_029569	RNA
NC_029574	RNA
NC_029575	RNA
NC_029578	RNA
NC_030691	RNA
NC_017936	RNA
NC_017937	RNA
NC_017938	RNA
NC_017939	RNA
NC_017977	RNA
NC_017967	RNA
NC_017970	RNA
NC_017988	RNA
NC_017989	RNA
NC_029691	RNA
NC_017914	RNA
NC_017990	RNA
NC_017991	RNA
NC_029783	RNA
NC_029782	RNA
NC_029799	RNA
NC_029800	RNA
NC_038232	RNA
NC_029802	RNA
NC_029801	RNA
NC_018072	RNA
NC_018071	RNA
NC_018070	RNA
NC_029854	RNA
NC_029991	RNA
NC_029993	RNA
NC_029992	RNA
NC_029936	RNA
NC_029931	RNA
NC_029935	RNA
NC_029900	RNA
NC_029901	RNA
NC_037612	RNA
NC_037613	RNA
NC_029903	RNA
NC_037614	RNA
NC_037615	RNA
NC_029932	RNA
NC_029933	RNA
NC_036636	RNA
NC_029921	RNA
NC_029922	RNA
NC_029923	RNA
NC_029924	RNA
NC_029925	RNA
NC_029928	RNA
NC_029929	RNA
NC_029930	RNA
NC_029927	RNA
NC_029926	RNA
NC_029905	RNA
NC_029906	RNA
NC_029911	RNA
NC_029912	RNA
NC_029913	RNA
NC_029916	RNA
NC_029915	RNA
NC_029917	RNA
NC_029918	RNA
NC_029919	RNA
NC_029914	RNA
NC_029920	RNA
NC_037579	RNA
NC_037580	RNA
NC_037581	RNA
NC_037582	RNA
NC_037588	RNA
NC_037585	RNA
NC_037586	RNA
NC_037587	RNA
NC_029904	RNA
NC_037589	RNA
NC_037583	RNA
NC_037584	RNA
NC_029989	RNA
NC_029990	RNA
NC_030152	RNA
NC_030159	RNA
NC_030160	RNA
NC_030161	RNA
NC_030162	RNA
NC_030153	RNA
NC_030154	RNA
NC_030155	RNA
NC_030157	RNA
NC_030158	RNA
NC_030163	RNA
NC_030156	RNA
NC_030115	RNA
NC_030236	RNA
NC_030229	RNA
NC_030118	RNA
NC_030201	RNA
NC_030203	RNA
NC_030202	RNA
NC_030295	RNA
NC_030291	RNA
NC_030292	RNA
NC_030294	RNA
NC_030293	RNA
NC_030308	RNA
NC_018093	RNA
NC_030224	RNA
NC_030242	RNA
NC_030244	RNA
NC_030235	RNA
NC_030234	RNA
NC_030233	RNA
NC_030232	RNA
NC_030225	RNA
NC_030231	RNA
NC_030243	RNA
NC_030245	RNA
NC_030228	RNA
NC_030227	RNA
NC_030290	RNA
NC_023295	RNA
NC_027026	RNA
NC_027054	RNA
NC_027199	RNA
NC_027198	RNA
NC_027208	RNA
NC_027209	RNA
NC_027211	RNA
NC_027210	RNA
NC_027123	RNA
NC_027121	RNA
NC_027122	RNA
NC_027141	RNA
NC_027142	RNA
NC_027140	RNA
NC_027124	RNA
NC_027128	RNA
NC_027126	RNA
NC_027138	RNA
NC_027139	RNA
NC_027135	RNA
NC_027137	RNA
NC_027134	RNA
NC_027136	RNA
NC_027214	RNA
NC_027212	RNA
NC_027428	RNA
NC_027426	RNA
NC_027427	RNA
NC_027432	RNA
NC_027534	RNA
NC_027535	RNA
NC_027537	RNA
NC_027538	RNA
NC_027549	RNA
NC_027550	RNA
NC_027552	RNA
NC_027551	RNA
NC_027536	RNA
NC_027548	RNA
NC_027563	RNA
NC_027565	RNA
NC_027566	RNA
NC_027564	RNA
NC_027553	RNA
NC_027567	RNA
NC_027568	RNA
NC_027569	RNA
NC_027571	RNA
NC_027573	RNA
NC_027576	RNA
NC_027574	RNA
NC_027570	RNA
NC_027572	RNA
NC_027527	RNA
NC_027533	RNA
NC_027539	RNA
NC_027540	RNA
NC_027543	RNA
NC_027545	RNA
NC_027546	RNA
NC_027547	RNA
NC_027542	RNA
NC_027544	RNA
NC_027541	RNA
NC_027619	RNA
NC_027631	RNA
NC_027701	RNA
NC_027710	RNA
NC_027712	RNA
NC_027713	RNA
NC_027706	RNA
NC_027711	RNA
NC_027702	RNA
NC_027703	RNA
NC_027720	RNA
NC_027719	RNA
NC_027718	RNA
NC_027802	RNA
NC_027808	RNA
NC_027809	RNA
NC_027810	RNA
NC_035937	RNA
NC_035938	RNA
NC_035939	RNA
NC_035935	RNA
NC_035936	RNA
NC_027816	RNA
NC_027804	RNA
NC_027805	RNA
NC_027806	RNA
NC_027811	RNA
NC_027812	RNA
NC_027813	RNA
NC_027803	RNA
NC_027807	RNA
NC_027814	RNA
NC_027815	RNA
NC_027822	RNA
NC_027823	RNA
NC_027915	RNA
NC_027818	RNA
NC_027920	RNA
NC_030690	RNA
NC_027917	RNA
NC_027919	RNA
NC_027918	RNA
NC_027926	RNA
NC_027927	RNA
NC_027928	RNA
NC_027929	RNA
NC_027930	RNA
NC_027921	RNA
NC_027998	RNA
NC_028044	RNA
NC_028097	RNA
NC_028098	RNA
NC_028134	RNA
NC_028133	RNA
NC_028111	RNA
NC_028132	RNA
NC_028131	RNA
NC_030688	RNA
NC_028368	RNA
NC_028374	RNA
NC_028371	RNA
NC_028376	RNA
NC_028365	RNA
NC_028364	RNA
NC_028363	RNA
NC_028378	RNA
NC_028372	RNA
NC_028370	RNA
NC_028377	RNA
NC_028367	RNA
NC_028373	RNA
NC_028369	RNA
NC_028375	RNA
NC_028387	RNA
NC_028382	RNA
NC_028383	RNA
NC_028386	RNA
NC_028384	RNA
NC_028385	RNA
NC_028389	RNA
NC_028388	RNA
NC_028391	RNA
NC_028392	RNA
NC_028396	RNA
NC_028397	RNA
NC_028393	RNA
NC_028398	RNA
NC_028399	RNA
NC_028394	RNA
NC_028395	RNA
NC_028402	RNA
NC_028400	RNA
NC_028401	RNA
NC_028144	RNA
NC_028145	RNA
NC_028137	RNA
NC_028146	RNA
NC_028139	RNA
NC_028240	RNA
NC_028230	RNA
NC_028243	RNA
NC_028232	RNA
NC_028242	RNA
NC_028239	RNA
NC_028236	RNA
NC_028241	RNA
NC_028244	RNA
NC_028231	RNA
NC_028249	RNA
NC_028246	RNA
NC_028253	RNA
NC_028252	RNA
NC_028250	RNA
NC_028251	RNA
NC_028255	RNA
NC_028265	RNA
NC_028264	RNA
NC_028263	RNA
NC_028261	RNA
NC_028260	RNA
NC_028259	RNA
NC_028271	RNA
NC_028266	RNA
NC_028362	RNA
NC_028470	RNA
NC_028467	RNA
NC_028490	RNA
NC_028488	RNA
NC_028486	RNA
NC_028485	RNA
NC_028483	RNA
NC_028481	RNA
NC_028480	RNA
NC_028476	RNA
NC_028474	RNA
NC_028472	RNA
NC_028471	RNA
NC_028475	RNA
NC_028473	RNA
NC_028478	RNA
NC_028482	RNA
NC_028477	RNA
NC_028494	RNA
NC_028499	RNA
NC_028495	RNA
NC_028496	RNA
NC_028497	RNA
NC_028500	RNA
NC_028649	RNA
NC_028466	RNA
NC_037570	RNA
NC_037571	RNA
NC_037572	RNA
NC_028465	RNA
NC_037574	RNA
NC_037576	RNA
NC_037577	RNA
NC_037578	RNA
NC_037573	RNA
NC_037575	RNA
NC_023339	RNA
NC_028752	RNA
NC_029122	RNA
NC_029123	RNA
NC_029124	RNA
NC_028902	RNA
NC_028975	RNA
NC_028868	RNA
NC_028949	RNA
NC_028921	RNA
NC_028981	RNA
NC_028970	RNA
NC_028964	RNA
NC_028806	RNA
NC_029034	RNA
NC_029037	RNA
NC_029035	RNA
NC_028948	RNA
NC_028867	RNA
NC_028824	RNA
NC_028814	RNA
NC_028833	RNA
NC_028811	RNA
NC_029038	RNA
NC_029036	RNA
NC_029051	RNA
NC_029053	RNA
NC_029052	RNA
NC_029096	RNA
NC_029095	RNA
NC_029064	RNA
NC_029125	RNA
NC_029126	RNA
NC_029089	RNA
NC_029088	RNA
NC_029087	RNA
NC_029086	RNA
NC_029085	RNA
NC_029082	RNA
NC_037616	RNA
NC_037617	RNA
NC_029063	RNA
NC_029128	RNA
NC_029129	RNA
NC_029127	RNA
NC_029076	RNA
NC_029131	RNA
NC_029301	RNA
NC_029302	RNA
NC_029312	RNA
NC_024910	RNA
NC_024911	RNA
NC_024912	RNA
NC_024914	RNA
NC_024916	RNA
NC_024917	RNA
NC_024918	RNA
NC_024919	RNA
NC_024920	RNA
NC_023420	RNA
NC_024913	RNA
NC_024915	RNA
NC_023422	RNA
NC_029306	RNA
NC_029307	RNA
NC_029309	RNA
NC_033619	RNA
NC_033776	RNA
NC_033783	RNA
NC_033785	RNA
NC_033786	RNA
NC_033787	RNA
NC_033788	RNA
NC_033789	RNA
NC_033790	RNA
NC_033791	RNA
NC_033784	RNA
NC_033782	RNA
NC_033777	RNA
NC_033792	RNA
NC_033706	RNA
NC_033701	RNA
NC_033727	RNA
NC_033732	RNA
NC_033709	RNA
NC_033711	RNA
NC_033702	RNA
NC_033712	RNA
NC_033714	RNA
NC_033717	RNA
NC_033718	RNA
NC_033708	RNA
NC_033748	RNA
NC_033751	RNA
NC_033731	RNA
NC_033735	RNA
NC_033733	RNA
NC_033710	RNA
NC_033707	RNA
NC_033749	RNA
NC_033750	RNA
NC_033713	RNA
NC_033722	RNA
NC_033764	RNA
NC_033765	RNA
NC_033766	RNA
NC_033767	RNA
NC_033769	RNA
NC_033768	RNA
NC_033762	RNA
NC_033763	RNA
NC_033760	RNA
NC_033761	RNA
NC_033759	RNA
NC_033756	RNA
NC_033757	RNA
NC_033758	RNA
NC_033725	RNA
NC_033729	RNA
NC_033772	RNA
NC_033773	RNA
NC_033774	RNA
NC_033696	RNA
NC_033695	RNA
NC_033720	RNA
NC_033716	RNA
NC_033700	RNA
NC_033734	RNA
NC_033704	RNA
NC_033705	RNA
NC_033753	RNA
NC_033754	RNA
NC_033730	RNA
NC_033728	RNA
NC_033703	RNA
NC_033719	RNA
NC_033752	RNA
NC_033755	RNA
NC_033793	RNA
NC_033824	RNA
NC_033823	RNA
NC_033820	RNA
NC_033828	RNA
NC_033830	RNA
NC_033831	RNA
NC_033847	RNA
NC_033851	RNA
NC_033852	RNA
NC_033816	RNA
NC_033815	RNA
NC_033822	RNA
NC_033827	RNA
NC_033832	RNA
NC_033833	RNA
NC_033834	RNA
NC_033821	RNA
NC_033817	RNA
NC_018136	RNA
NC_018137	RNA
NC_018138	RNA
NC_018173	RNA
NC_018174	RNA
NC_018175	RNA
NC_018176	RNA
NC_034017	RNA
NC_018226	RNA
NC_034161	RNA
NC_034160	RNA
NC_034155	RNA
NC_034158	RNA
NC_034159	RNA
NC_034167	RNA
NC_034215	RNA
NC_034214	RNA
NC_034216	RNA
NC_034217	RNA
NC_034222	RNA
NC_034223	RNA
NC_034224	RNA
NC_034225	RNA
NC_034240	RNA
NC_034243	RNA
NC_018403	RNA
NC_018404	RNA
NC_018402	RNA
NC_018382	RNA
NC_018384	RNA
NC_018383	RNA
NC_034265	RNA
NC_034267	RNA
NC_034247	RNA
NC_034246	RNA
NC_034245	RNA
NC_034254	RNA
NC_034255	RNA
NC_034256	RNA
NC_034261	RNA
NC_034262	RNA
NC_034263	RNA
NC_034264	RNA
NC_034273	RNA
NC_018448	RNA
NC_018449	RNA
NC_018458	RNA
NC_018481	RNA
NC_018484	RNA
NC_018482	RNA
NC_018483	RNA
NC_018455	RNA
NC_018461	RNA
NC_018462	RNA
NC_018466	RNA
NC_018459	RNA
NC_018460	RNA
NC_018465	RNA
NC_018464	RNA
NC_018467	RNA
NC_018463	RNA
NC_018476	RNA
NC_018477	RNA
NC_018478	RNA
NC_034375	RNA
NC_034377	RNA
NC_034376	RNA
NC_034381	RNA
NC_034384	RNA
NC_023425	RNA
NC_030378	RNA
NC_030379	RNA
NC_030380	RNA
NC_030392	RNA
NC_023440	RNA
NC_030396	RNA
NC_030395	RNA
NC_030393	RNA
NC_030398	RNA
NC_030400	RNA
NC_030405	RNA
NC_030406	RNA
NC_030407	RNA
NC_030409	RNA
NC_030410	RNA
NC_030413	RNA
NC_030415	RNA
NC_030411	RNA
NC_030412	RNA
NC_030414	RNA
NC_030408	RNA
NC_030391	RNA
NC_030399	RNA
NC_030397	RNA
NC_030479	RNA
NC_030480	RNA
NC_030648	RNA
NC_030655	RNA
NC_030657	RNA
NC_030658	RNA
NC_030659	RNA
NC_030660	RNA
NC_030661	RNA
NC_030662	RNA
NC_030663	RNA
NC_030654	RNA
NC_030651	RNA
NC_030649	RNA
NC_030653	RNA
NC_030693	RNA
NC_030697	RNA
NC_030701	RNA
NC_030745	RNA
NC_030744	RNA
NC_030742	RNA
NC_030746	RNA
NC_030747	RNA
NC_030750	RNA
NC_030752	RNA
NC_030793	RNA
NC_030794	RNA
NC_030840	RNA
NC_030847	RNA
NC_030844	RNA
NC_030843	RNA
NC_030922	RNA
NC_030926	RNA
NC_030938	RNA
NC_030864	RNA
NC_030863	RNA
NC_030862	RNA
NC_030861	RNA
NC_030876	RNA
NC_030875	RNA
NC_030872	RNA
NC_030871	RNA
NC_030870	RNA
NC_030869	RNA
NC_030868	RNA
NC_030867	RNA
NC_030877	RNA
NC_030882	RNA
NC_030878	RNA
NC_030879	RNA
NC_030866	RNA
NC_030865	RNA
NC_030888	RNA
NC_030891	RNA
NC_031093	RNA
NC_031088	RNA
NC_031141	RNA
NC_031142	RNA
NC_031083	RNA
NC_031138	RNA
NC_031139	RNA
NC_031136	RNA
NC_031135	RNA
NC_031079	RNA
NC_031130	RNA
NC_031134	RNA
NC_031106	RNA
NC_031105	RNA
NC_031089	RNA
NC_031221	RNA
NC_031222	RNA
NC_031217	RNA
NC_031218	RNA
NC_031220	RNA
NC_031216	RNA
NC_031215	RNA
NC_031214	RNA
NC_031244	RNA
NC_031225	RNA
NC_031283	RNA
NC_031282	RNA
NC_031278	RNA
NC_031295	RNA
NC_031298	RNA
NC_031276	RNA
NC_031293	RNA
NC_031294	RNA
NC_031287	RNA
NC_031292	RNA
NC_031291	RNA
NC_031288	RNA
NC_031248	RNA
NC_031275	RNA
NC_031273	RNA
NC_031272	RNA
NC_031270	RNA
NC_031268	RNA
NC_031284	RNA
NC_031285	RNA
NC_031259	RNA
NC_031240	RNA
NC_031236	RNA
NC_031232	RNA
NC_031227	RNA
NC_031301	RNA
NC_031313	RNA
NC_031316	RNA
NC_031314	RNA
NC_031304	RNA
NC_031303	RNA
NC_031309	RNA
NC_031312	RNA
NC_031308	RNA
NC_031307	RNA
NC_031302	RNA
NC_031305	RNA
NC_031320	RNA
NC_031321	RNA
NC_031317	RNA
NC_031318	RNA
NC_031326	RNA
NC_031327	RNA
NC_031336	RNA
NC_031338	RNA
NC_031339	RNA
NC_031341	RNA
NC_031342	RNA
NC_031449	RNA
NC_031461	RNA
NC_031464	RNA
NC_031463	RNA
NC_031462	RNA
NC_031692	RNA
NC_031687	RNA
NC_031690	RNA
NC_031691	RNA
NC_031688	RNA
NC_023483	RNA
NC_031747	RNA
NC_031758	RNA
NC_031759	RNA
NC_031762	RNA
NC_031752	RNA
NC_031750	RNA
NC_031749	RNA
NC_031766	RNA
NC_031763	RNA
NC_031800	RNA
NC_031955	RNA
NC_031960	RNA
NC_031958	RNA
NC_031957	RNA
NC_031988	RNA
NC_032087	RNA
NC_032106	RNA
NC_032104	RNA
NC_032107	RNA
NC_032114	RNA
NC_032115	RNA
NC_032112	RNA
NC_032116	RNA
NC_032113	RNA
NC_032117	RNA
NC_032150	RNA
NC_032149	RNA
NC_032121	RNA
NC_032127	RNA
NC_032133	RNA
NC_032134	RNA
NC_032154	RNA
NC_032155	RNA
NC_032131	RNA
NC_032132	RNA
NC_032128	RNA
NC_032130	RNA
NC_032148	RNA
NC_032146	RNA
NC_032147	RNA
NC_032143	RNA
NC_032145	RNA
NC_032144	RNA
NC_032140	RNA
NC_032141	RNA
NC_032142	RNA
NC_032124	RNA
NC_032138	RNA
NC_032139	RNA
NC_032136	RNA
NC_032137	RNA
NC_032135	RNA
NC_032153	RNA
NC_032151	RNA
NC_032152	RNA
NC_032161	RNA
NC_032162	RNA
NC_032164	RNA
NC_032165	RNA
NC_032166	RNA
NC_032167	RNA
NC_032168	RNA
NC_032169	RNA
NC_032170	RNA
NC_032163	RNA
NC_032158	RNA
NC_032159	RNA
NC_032160	RNA
NC_032157	RNA
NC_032156	RNA
NC_032129	RNA
NC_032172	RNA
NC_023486	RNA
NC_023487	RNA
NC_023488	RNA
NC_023489	RNA
NC_023490	RNA
NC_023491	RNA
NC_023492	RNA
NC_023493	RNA
NC_023494	RNA
NC_023495	RNA
NC_032122	RNA
NC_032125	RNA
NC_032123	RNA
NC_032726	RNA
NC_032208	RNA
NC_032252	RNA
NC_032240	RNA
NC_032182	RNA
NC_032189	RNA
NC_032199	RNA
NC_032207	RNA
NC_032224	RNA
NC_032222	RNA
NC_032209	RNA
NC_032221	RNA
NC_032186	RNA
NC_032241	RNA
NC_032225	RNA
NC_032245	RNA
NC_032242	RNA
NC_032215	RNA
NC_032180	RNA
NC_032211	RNA
NC_032218	RNA
NC_032231	RNA
NC_032259	RNA
NC_032261	RNA
NC_032263	RNA
NC_032264	RNA
NC_032265	RNA
NC_032266	RNA
NC_032267	RNA
NC_032258	RNA
NC_032260	RNA
NC_032262	RNA
NC_032256	RNA
NC_032257	RNA
NC_032282	RNA
NC_032174	RNA
NC_032175	RNA
NC_032276	RNA
NC_032281	RNA
NC_032277	RNA
NC_032278	RNA
NC_032279	RNA
NC_032280	RNA
NC_032203	RNA
NC_032230	RNA
NC_032179	RNA
NC_032270	RNA
NC_032271	RNA
NC_032212	RNA
NC_032268	RNA
NC_032269	RNA
NC_032184	RNA
NC_032236	RNA
NC_032196	RNA
NC_032190	RNA
NC_032197	RNA
NC_032233	RNA
NC_032232	RNA
NC_032191	RNA
NC_032195	RNA
NC_032238	RNA
NC_032213	RNA
NC_032173	RNA
NC_032243	RNA
NC_032253	RNA
NC_032251	RNA
NC_032247	RNA
NC_032239	RNA
NC_032188	RNA
NC_032237	RNA
NC_032200	RNA
NC_032227	RNA
NC_032187	RNA
NC_032223	RNA
NC_032235	RNA
NC_032217	RNA
NC_032234	RNA
NC_032246	RNA
NC_032228	RNA
NC_032178	RNA
NC_032248	RNA
NC_032229	RNA
NC_032250	RNA
NC_032254	RNA
NC_032210	RNA
NC_032214	RNA
NC_032176	RNA
NC_032177	RNA
NC_032216	RNA
NC_032198	RNA
NC_032202	RNA
NC_032193	RNA
NC_032183	RNA
NC_032219	RNA
NC_032220	RNA
NC_032204	RNA
NC_032272	RNA
NC_032274	RNA
NC_032273	RNA
NC_032275	RNA
NC_032205	RNA
NC_032249	RNA
NC_032194	RNA
NC_032192	RNA
NC_032181	RNA
NC_032206	RNA
NC_032226	RNA
NC_032201	RNA
NC_032244	RNA
NC_032185	RNA
NC_032403	RNA
NC_032404	RNA
NC_032444	RNA
NC_032442	RNA
NC_032413	RNA
NC_032518	RNA
NC_032519	RNA
NC_032517	RNA
NC_032520	RNA
NC_032428	RNA
NC_032439	RNA
NC_032437	RNA
NC_032492	RNA
NC_032496	RNA
NC_032484	RNA
NC_032423	RNA
NC_032426	RNA
NC_032433	RNA
NC_032405	RNA
NC_032448	RNA
NC_032454	RNA
