ID	CDSs_AUGUSTUS_HUMAN
NC_049368	11
NC_049369	14
NC_049370	13
NC_049371	44
NC_049372	44
NC_049373	9
NC_049374	9
NC_049375	11
NC_049376	9
NC_049377	12
NC_049378	102
NC_049379	38
NC_049380	16
NC_049381	12
NC_049382	91
NC_049383	38
NC_049384	117
NC_049385	21
NC_049386	20
NC_049387	20
NC_049388	20
NC_049389	21
NC_049390	20
NC_049391	24
NC_049392	14
NC_049393	20
NC_049394	20
NC_049395	20
NC_049396	99
NC_049397	10
NC_049398	12
NC_049399	10
NC_049400	11
NC_049401	13
NC_049402	13
NC_049403	12
NC_049404	11
NC_049405	12
NC_049406	8
NC_049407	8
NC_049408	6
NC_049409	12
NC_049410	10
NC_049411	11
NC_049412	10
NC_049413	8
NC_049414	9
NC_049415	13
NC_049416	9
NC_049417	10
NC_049418	10
NC_049419	12
NC_049420	12
NC_049421	12
NC_049422	11
NC_049423	11
NC_049424	15
NC_049425	9
NC_049426	11
NC_049427	100
NC_049428	103
NC_049429	22
NC_049430	36
NC_049431	30
NC_049432	36
NC_049433	96
NC_049434	7
NC_049435	45
NC_049436	45
NC_049437	94
NC_049438	87
NC_049439	98
NC_049440	94
NC_049441	90
NC_049442	65
NC_049443	99
NC_049444	35
NC_049445	82
NC_049446	13
NC_049447	9
NC_049448	25
NC_049449	10
NC_049450	24
NC_049451	26
NC_049452	22
NC_049453	25
NC_049454	23
NC_049455	114
NC_049456	48
NC_049457	25
NC_049458	100
NC_049459	24
NC_049460	22
NC_049461	19
NC_049462	100
NC_049463	46
NC_049464	134
NC_049465	49
NC_049466	31
NC_049467	35
NC_049468	51
NC_049469	32
NC_049470	40
NC_049471	63
NC_049472	99
NC_049473	34
NC_049474	11
NC_049475	8
NC_049476	13
NC_049477	21
NC_049478	62
NC_049479	88
NC_049480	11
NC_049481	11
NC_049482	8
NC_049483	8
NC_049484	11
NC_049485	8
NC_049486	8
NC_049487	8
NC_049488	7
NC_049489	61
NC_049490	83
NC_049491	80
NC_049492	85
NC_049493	87
NC_049494	83
NC_049495	98
NC_049496	101
NC_049497	107
NC_049498	50
NC_049499	84
NC_049500	85
NC_049501	100
NC_049502	92
NC_049503	102
NC_049504	97
NC_049505	98
NC_049506	97
NC_049507	102
NC_049508	105
NC_049509	117
NC_049510	31
NC_049511	83
NC_049512	92
NC_049805	24
NC_049806	25
NC_049807	29
NC_049808	21
NC_049809	16
NC_049810	13
NC_049811	16
NC_049812	17
NC_049813	24
NC_049814	26
NC_049815	29
NC_049816	30
NC_049817	26
NC_049818	28
NC_049819	30
NC_049820	27
NC_049821	32
NC_049822	32
NC_049823	30
NC_049824	29
NC_049825	30
NC_049826	30
NC_049827	27
NC_049828	29
NC_049829	32
NC_049830	30
NC_049831	32
NC_049832	25
NC_049833	42
NC_049834	47
NC_049835	48
NC_049836	46
NC_049837	47
NC_049838	43
NC_049839	41
NC_049840	41
NC_049841	38
NC_049842	44
NC_049843	29
NC_049844	33
NC_049845	41
NC_049846	36
NC_049847	38
NC_049848	38
NC_049849	198
NC_049850	253
NC_049851	258
NC_049852	27
NC_049853	32
NC_049854	42
NC_049855	45
NC_049856	52
NC_049857	45
NC_049900	16
NC_049917	36
NC_049918	34
NC_049919	31
NC_049920	30
NC_049921	27
NC_049922	33
NC_049923	29
NC_049924	31
NC_049925	34
NC_049926	24
NC_049927	41
NC_049928	39
NC_049929	42
NC_049930	6
NC_049931	8
NC_049932	7
NC_049933	5
NC_049934	9
NC_049935	9
NC_049936	6
NC_049937	6
NC_049938	8
NC_049939	8
NC_049940	8
NC_049941	35
NC_049942	38
NC_049943	35
NC_049944	28
NC_049945	33
NC_049946	31
NC_049947	36
NC_049948	29
NC_049949	31
NC_049950	29
NC_049951	26
NC_049952	32
NC_049953	30
NC_049954	29
NC_049955	32
NC_049959	11
NC_049960	11
NC_049961	10
NC_049962	10
NC_049963	8
NC_049964	11
NC_049965	12
NC_049966	8
NC_049967	10
NC_049968	13
NC_049969	12
NC_049970	7
NC_049971	6
NC_049972	8
NC_049973	7
NC_049974	12
NC_049975	10
NC_049976	11
NC_049977	15
NC_049978	9
NC_050143	57
NC_050144	61
NC_050145	63
NC_050146	58
NC_050147	59
NC_050148	62
NC_050149	60
NC_050150	55
NC_050151	60
NC_050152	53
NC_050153	40
NC_050154	43
NC_051580	73
NC_051581	71
NC_051582	63
NC_051583	65
NC_051584	60
NC_051585	66
NC_051586	61
NC_051587	60
NC_051588	68
NC_051589	50
NC_051590	51
NC_051591	53
NC_051592	46
NC_051593	55
NC_051594	57
NC_051595	54
NC_051596	53
NC_051597	57
NC_051598	54
NC_051599	61
NC_051600	55
NC_051601	52
NC_051602	58
NC_051603	54
NC_051604	56
NC_051605	58
NC_051606	54
NC_051607	54
NC_051608	53
NC_051609	57
NC_051610	56
NC_051611	55
NC_051612	49
NC_051613	50
NC_051614	55
NC_051615	61
NC_051616	56
NC_051617	62
NC_051618	59
NC_051619	57
NC_051620	59
NC_051621	52
NC_051622	61
NC_051623	51
NC_051624	63
NC_051625	53
NC_051626	54
NC_051627	53
NC_051628	58
NC_051629	60
NC_051630	55
NC_051631	58
NC_051632	52
NC_051633	56
NC_051634	55
NC_051635	54
NC_051636	49
NC_051637	50
NC_051638	52
NC_051639	48
NC_051640	50
NC_051641	48
NC_051642	50
NC_051643	49
NC_051644	50
NC_051645	49
NC_051646	49
NC_051647	54
NC_051648	53
NC_051649	52
NC_051650	46
NC_051651	47
NC_051652	53
NC_051653	50
NC_051654	49
NC_051655	49
NC_051656	55
NC_051657	54
NC_051658	50
NC_051659	53
NC_051660	58
NC_051661	47
NC_051662	50
NC_051663	45
NC_051664	50
NC_051665	54
NC_051666	52
NC_051667	48
NC_051668	47
NC_051669	52
NC_051670	53
NC_051671	44
NC_051672	53
NC_051673	53
NC_051674	48
NC_051675	45
NC_051676	57
NC_051677	48
NC_051678	49
NC_051679	50
NC_051680	50
NC_051681	51
NC_051682	50
NC_051683	55
NC_051684	50
NC_051685	52
NC_051686	51
NC_051687	53
NC_051688	52
NC_051689	48
NC_051690	48
NC_051691	51
NC_051692	53
NC_051693	49
NC_051694	49
NC_051695	47
NC_051696	51
NC_051697	51
NC_051698	52
NC_051699	49
NC_051700	56
NC_051701	52
NC_051702	48
NC_051703	53
NC_051704	48
NC_051705	51
NC_051706	48
NC_051707	43
NC_051708	51
NC_051709	49
NC_051710	55
NC_051711	50
NC_051712	53
NC_051713	49
NC_051714	52
NC_051715	51
NC_051716	45
NC_051717	45
NC_051718	48
NC_051719	53
NC_051720	47
NC_051721	49
NC_051722	51
NC_051723	52
NC_051724	50
NC_051725	53
NC_051726	37
NC_051727	41
NC_051728	42
NC_051729	43
NC_051730	41
NC_051731	41
NC_051732	43
NC_051733	38
NC_051734	35
NC_051735	37
NC_051736	37
NC_051737	38
NC_051738	45
NC_051739	46
NC_051740	45
NC_052410	44
NC_052411	45
NC_052412	45
NC_052413	50
NC_052414	44
NC_052415	47
NC_052416	50
NC_052417	50
NC_052418	49
NC_052419	48
NC_052420	44
NC_052421	46
NC_052422	44
NC_052423	44
NC_052424	48
NC_052425	47
NC_052426	51
NC_052427	48
NC_052428	45
NC_052429	52
NC_052430	46
NC_052431	47
NC_052432	48
NC_052433	54
NC_052434	49
NC_052435	49
NC_052436	48
NC_052437	52
NC_052438	42
NC_052439	46
NC_052440	46
NC_052441	49
NC_052442	47
NC_052443	50
NC_052444	47
NC_052445	50
NC_052446	48
NC_052447	43
NC_052448	47
NC_052449	46
NC_052450	49
NC_052451	48
NC_052452	48
NC_052453	47
NC_052454	47
NC_052455	46
NC_052456	47
NC_052457	49
NC_052458	44
NC_052459	50
NC_052460	45
NC_052461	47
NC_052462	47
NC_052463	44
NC_052464	48
NC_052465	47
NC_052466	46
NC_052467	46
NC_052468	48
NC_052469	46
NC_052470	45
NC_052652	57
NC_052653	66
NC_052654	68
NC_052655	69
NC_052656	63
NC_052657	67
NC_052658	65
NC_052659	55
NC_052660	64
NC_052661	64
NC_052662	67
NC_052663	68
NC_052932	14
NC_052933	15
NC_052934	13
NC_052935	14
NC_052936	13
NC_052937	14
NC_052938	14
NC_052939	14
NC_052940	15
NC_052941	15
NC_052964	61
NC_052965	52
NC_052966	51
NC_052967	55
NC_052968	50
NC_052969	60
NC_052970	56
NC_052971	56
NC_052972	57
NC_052973	48
NC_052975	43
NC_052976	50
NC_052977	48
NC_052979	30
NC_052980	32
NC_052981	29
NC_052982	36
NC_052983	34
NC_052984	51
NC_052985	55
NC_052986	50
NC_052987	45
NC_052988	45
NC_052989	46
NC_052990	46
NC_052991	40
NC_052992	45
NC_052993	46
NC_052994	46
NC_052995	46
NC_052996	47
NC_052997	50
NC_052998	47
NC_052999	44
NC_053000	49
NC_053001	50
NC_053002	45
NC_053003	47
NC_053004	47
NC_053005	42
NC_053006	46
NC_053007	48
NC_053008	42
NC_053009	44
NC_053010	37
NC_053011	52
NC_053012	49
NC_053013	46
NC_053014	36
NC_053015	40
NC_053172	46
NC_053173	42
NC_053174	44
NC_053209	42
NC_053210	44
NC_053211	45
NC_053234	55
NC_053235	52
NC_053236	53
NC_053237	53
NC_053238	55
NC_053239	53
NC_053240	52
NC_053241	53
NC_053242	54
NC_053243	47
NC_053244	56
NC_053245	54
NC_053246	62
NC_053247	58
NC_053248	54
NC_053249	53
NC_053503	60
NC_053504	57
NC_053505	60
NC_053506	67
NC_053507	57
NC_053508	61
NC_053509	70
NC_053510	55
NC_053511	59
NC_053512	63
NC_053513	74
NC_053514	76
NC_053515	75
NC_053516	77
NC_054146	40
NC_054147	43
NC_054148	44
NC_054149	44
NC_054392	29
NC_054393	77
NC_054418	39
NC_054419	33
NC_054420	41
NC_054421	37
NC_054422	38
NC_054423	33
NC_054424	36
NC_054425	32
NC_054426	37
NC_054427	39
NC_054428	38
NC_054429	33
NC_054430	32
NC_054431	14
NC_054432	47
NC_054433	47
NC_054434	41
NC_054435	40
NC_054436	49
NC_054437	37
NC_054438	40
NC_054439	38
NC_054440	38
NC_054441	41
NC_054442	40
NC_054443	45
NC_054444	40
NC_054445	42
NC_054446	39
NC_054447	39
NC_054448	37
NC_054449	42
NC_054450	42
NC_054451	39
NC_054452	34
NC_054453	42
NC_054454	34
NC_054455	40
NC_054456	37
NC_054458	46
NC_054459	48
NC_054460	48
NC_054461	46
NC_054462	40
NC_054463	37
NC_054464	24
NC_054465	34
NC_054466	36
NC_054636	24
NC_054637	24
NC_054638	26
NC_054639	26
NC_054640	30
NC_054641	29
NC_054642	26
NC_054643	30
NC_054644	27
NC_054645	28
NC_054646	26
NC_054647	28
NC_054648	28
NC_054649	30
NC_054650	28
NC_054651	27
NC_054652	27
NC_054653	26
NC_054654	30
NC_054655	40
NC_054656	42
NC_054657	42
NC_054658	44
NC_054659	41
NC_054660	40
NC_054661	39
NC_054662	45
NC_054663	42
NC_054664	36
NC_054665	41
NC_054666	44
NC_054667	42
NC_054668	38
NC_054669	43
NC_054670	39
NC_054671	40
NC_054672	47
NC_054673	42
NC_054674	41
NC_054675	42
NC_054676	43
NC_054677	38
NC_054678	30
NC_054679	33
NC_054680	34
NC_054681	33
NC_054714	140
NC_054715	140
NC_054716	142
NC_054717	140
NC_054718	140
NC_054719	136
NC_054720	135
NC_054721	143
NC_054722	140
NC_054723	130
NC_054724	134
NC_054725	130
NC_054726	121
NC_054727	114
NC_054759	42
NC_054760	43
NC_054761	39
NC_054762	34
NC_054770	47
NC_054771	40
NC_054772	44
NC_054773	44
NC_054774	38
NC_054775	40
NC_054776	41
NC_054777	35
NC_054778	36
NC_054779	48
NC_054780	45
NC_054781	42
NC_054782	47
NC_054783	48
NC_054784	44
NC_054785	44
NC_054786	43
NC_054787	46
NC_054788	44
NC_054789	47
NC_054790	41
NC_054791	49
NC_054792	46
NC_054793	41
NC_054794	50
NC_054795	50
NC_054796	43
NC_054797	49
NC_054798	48
NC_054799	46
NC_054800	49
NC_054801	47
NC_054802	51
NC_054803	45
NC_054804	48
NC_054805	47
NC_054806	45
NC_054807	40
NC_054808	49
NC_054809	45
NC_054810	45
NC_054811	41
NC_054812	46
NC_054813	48
NC_054814	49
NC_054815	54
NC_001447	2
NC_001942	1
NC_002515	1
NC_003438	1
NC_003793	1
NC_005964	1
NC_009987	1
AC_000001	14
AC_000002	17
AC_000003	9
AC_000004	15
AC_000005	13
AC_000006	19
AC_000007	19
AC_000008	20
AC_000009	15
AC_000010	18
AC_000011	24
AC_000012	8
AC_000013	23
AC_000014	21
AC_000016	5
AC_000017	19
AC_000018	16
AC_000019	18
AC_000020	12
AC_000189	22
AC_000190	19
AC_000191	15
AC_000192	1
NC_000852	188
NC_000855	5
NC_000858	1
NC_000869	2
NC_000870	1
NC_000874	3
NC_000882	2
NC_000883	2
NC_000898	66
NC_000899	23
NC_000903	6
NC_000936	2
NC_000939	2
NC_000940	1
NC_000942	8
NC_000943	1
NC_000947	1
NC_000960	1
NC_001132	96
NC_001265	2
NC_001266	75
NC_001278	1
NC_001339	2
NC_001343	1
NC_001344	1
NC_001346	1
NC_001348	32
NC_001350	9
NC_001352	3
NC_001354	2
NC_001355	2
NC_001356	2
NC_001357	1
NC_001359	2
NC_001361	2
NC_001362	1
NC_001364	1
NC_001366	1
NC_001367	2
NC_001368	1
NC_001369	2
NC_001401	1
NC_001402	1
NC_001403	1
NC_001405	19
NC_001407	2
NC_001408	1
NC_001409	1
NC_001411	1
NC_001412	2
NC_001413	1
NC_001427	2
NC_001430	1
NC_001434	2
NC_001436	2
NC_001437	1
NC_001438	2
NC_001439	2
NC_001440	1
NC_001441	2
NC_001442	2
NC_001445	1
NC_001449	2
NC_001450	2
NC_001451	2
NC_001452	2
NC_001454	18
NC_001457	2
NC_001458	2
NC_001460	13
NC_001461	1
NC_001463	1
NC_001465	1
NC_001466	2
NC_001467	1
NC_001468	1
NC_001469	2
NC_001472	1
NC_001474	1
NC_001475	1
NC_001477	1
NC_001478	2
NC_001479	1
NC_001480	1
NC_001481	2
NC_001482	3
NC_001483	2
NC_001484	1
NC_001486	1
NC_001489	1
NC_001490	1
NC_001491	69
NC_001492	2
NC_001493	75
NC_001494	1
NC_001495	1
NC_001497	4
NC_001498	5
NC_001499	1
NC_001500	2
NC_001501	2
NC_001502	3
NC_001503	3
NC_001504	1
NC_001505	1
NC_001506	2
NC_001507	2
NC_001508	2
NC_001510	1
NC_001512	2
NC_001513	1
NC_001517	1
NC_001522	1
NC_001523	2
NC_001524	2
NC_001526	1
NC_001531	3
NC_001539	1
NC_001540	2
NC_001541	2
NC_001542	2
NC_001543	1
NC_001544	3
NC_001545	2
NC_001547	3
NC_001549	2
NC_001550	1
NC_001552	3
NC_001554	1
NC_001555	1
NC_001556	2
NC_001557	1
NC_001560	4
NC_001563	1
NC_001564	1
NC_001574	2
NC_001575	3
NC_001576	1
NC_001583	2
NC_001586	2
NC_001587	1
NC_001591	1
NC_001593	1
NC_001595	2
NC_001596	2
NC_001598	3
NC_001600	2
NC_001605	2
NC_001607	2
NC_001608	5
NC_001611	49
NC_001612	1
NC_001615	4
NC_001616	1
NC_001617	1
NC_001619	2
NC_001623	88
NC_001625	1
NC_001632	1
NC_001633	3
NC_001634	2
NC_001639	3
NC_001641	2
NC_001642	3
NC_001647	2
NC_001648	2
NC_001650	56
NC_001652	6
NC_001655	1
NC_001658	2
NC_001659	58
NC_001661	5
NC_001662	1
NC_001663	3
NC_001664	57
NC_001669	3
NC_001671	1
NC_001672	1
NC_001676	2
NC_001678	2
NC_001690	2
NC_001691	3
NC_001693	3
NC_001694	1
NC_001696	2
NC_001701	1
NC_001702	2
NC_001710	2
NC_001716	30
NC_001718	1
NC_001720	21
NC_001721	2
NC_001722	2
NC_001724	1
NC_001725	5
NC_001726	2
NC_001728	3
NC_001729	1
NC_001731	127
NC_001734	9
NC_001739	1
NC_001746	2
NC_001747	3
NC_001748	2
NC_001749	2
NC_001753	2
NC_001768	1
NC_001777	2
NC_001780	3
NC_001781	4
NC_001782	1
NC_001785	1
NC_001786	3
NC_001789	1
NC_001792	1
NC_001793	1
NC_001796	4
NC_001798	68
NC_001800	3
NC_001801	2
NC_001803	3
NC_001806	65
NC_001809	1
NC_001812	2
NC_001813	15
NC_001814	1
NC_001815	2
NC_001818	2
NC_001822	1
NC_001824	16
NC_001826	25
NC_001828	1
NC_001829	1
NC_001831	1
NC_001834	2
NC_001836	1
NC_001837	1
NC_001839	1
NC_001841	1
NC_001844	45
NC_001846	1
NC_001847	61
NC_001859	1
NC_001866	1
NC_001867	3
NC_001868	2
NC_001873	2
NC_001874	1
NC_001875	111
NC_001876	17
NC_001885	2
NC_001886	1
NC_001897	1
NC_001899	3
NC_001906	4
NC_001914	2
NC_001915	1
NC_001916	1
NC_001917	2
NC_001918	1
NC_001921	4
NC_001925	1
NC_001927	1
NC_001928	1
NC_001929	2
NC_001930	2
NC_001931	1
NC_001932	2
NC_001933	2
NC_001934	1
NC_001935	2
NC_001936	1
NC_001937	2
NC_001938	1
NC_001939	2
NC_001940	1
NC_001943	1
NC_001944	1
NC_001946	2
NC_001948	2
NC_001958	5
NC_001959	1
NC_001961	2
NC_001962	87
NC_001963	2
NC_001964	2
NC_001973	131
NC_001977	1
NC_001981	1
NC_001982	1
NC_001983	2
NC_001984	2
NC_001987	18
NC_001989	3
NC_001990	1
NC_001993	7
NC_002017	1
NC_002019	1
NC_002020	1
NC_002021	1
NC_002022	1
NC_002023	1
NC_002024	1
NC_002025	2
NC_002026	1
NC_002027	1
NC_002031	1
NC_002034	1
NC_002035	1
NC_002036	3
NC_002038	1
NC_002039	1
NC_002040	1
NC_002041	2
NC_002042	2
NC_002046	1
NC_002047	2
NC_002048	2
NC_002049	2
NC_002050	1
NC_002051	2
NC_002052	1
NC_002058	1
NC_002063	1
NC_002064	1
NC_002066	1
NC_002077	1
NC_002160	2
NC_002161	3
NC_002164	1
NC_002169	101
NC_002187	2
NC_002188	23
NC_002190	2
NC_002195	1
NC_002198	1
NC_002199	3
NC_002200	3
NC_002201	6
NC_002204	1
NC_002206	1
NC_002207	1
NC_002208	1
NC_002209	1
NC_002210	1
NC_002211	1
NC_002229	57
NC_002232	2
NC_002251	4
NC_002306	2
NC_002323	1
NC_002325	1
NC_002326	1
NC_002327	1
NC_002328	2
NC_002330	1
NC_002331	106
NC_002349	1
NC_002350	1
NC_002351	2
NC_002356	1
NC_002357	1
NC_002358	3
NC_002359	2
NC_002361	1
NC_002468	1
NC_002469	2
NC_002470	1
NC_002500	1
NC_002501	8
NC_002509	1
NC_002510	2
NC_002512	117
NC_002513	14
NC_002520	4
NC_002526	5
NC_002531	28
NC_002532	3
NC_002543	2
NC_002548	2
NC_002549	5
NC_002551	1
NC_002552	2
NC_002555	2
NC_002556	2
NC_002557	1
NC_002558	1
NC_002559	1
NC_002560	1
NC_002561	1
NC_002562	1
NC_002563	1
NC_002564	1
NC_002565	1
NC_002567	1
NC_002568	1
NC_002577	51
NC_002588	2
NC_002593	59
NC_002598	3
NC_002600	1
NC_002604	3
NC_002615	1
NC_002618	1
NC_002633	2
NC_002634	1
NC_002640	1
NC_002641	41
NC_002642	7
NC_002645	1
NC_002654	94
NC_002657	1
NC_002665	19
NC_002685	4
NC_002686	36
NC_002687	188
NC_002690	1
NC_002691	1
NC_002692	2
NC_002701	2
NC_002702	15
NC_002728	5
NC_002729	2
NC_002766	2
NC_002786	1
NC_002792	2
NC_002794	97
NC_002795	3
NC_002797	1
NC_002800	1
NC_002803	3
NC_002815	3
NC_002816	83
NC_002817	2
NC_002981	2
NC_002984	2
NC_002985	2
NC_002990	1
NC_002991	1
NC_003003	1
NC_003004	1
NC_003005	1
NC_003006	1
NC_003007	1
NC_003008	1
NC_003009	1
NC_003010	1
NC_003011	1
NC_003012	1
NC_003013	1
NC_003014	1
NC_003015	1
NC_003016	1
NC_003017	1
NC_003018	1
NC_003019	1
NC_003020	1
NC_003021	1
NC_003022	1
NC_003023	1
NC_003024	1
NC_003025	1
NC_003027	7
NC_003031	2
NC_003038	42
NC_003045	1
NC_003054	1
NC_003056	3
NC_003083	87
NC_003084	76
NC_003092	3
NC_003093	3
NC_003094	92
NC_003102	99
NC_003113	1
NC_003138	2
NC_003199	2
NC_003200	1
NC_003203	1
NC_003215	2
NC_003219	1
NC_003220	2
NC_003224	1
NC_003225	115
NC_003243	1
NC_003266	22
NC_003310	55
NC_003323	1
NC_003326	2
NC_003346	2
NC_003347	2
NC_003348	1
NC_003355	2
NC_003357	2
NC_003369	2
NC_003375	2
NC_003376	3
NC_003377	1
NC_003379	2
NC_003381	2
NC_003382	2
NC_003389	7
NC_003391	56
NC_003397	1
NC_003398	1
NC_003399	1
NC_003400	3
NC_003401	46
NC_003410	1
NC_003412	2
NC_003414	1
NC_003417	2
NC_003418	2
NC_003433	2
NC_003434	2
NC_003436	1
NC_003443	5
NC_003445	1
NC_003446	1
NC_003448	1
NC_003449	1
NC_003451	1
NC_003452	1
NC_003453	1
NC_003461	4
NC_003462	1
NC_003464	1
NC_003465	1
NC_003466	1
NC_003468	1
NC_003469	1
NC_003470	1
NC_003471	1
NC_003475	1
NC_003476	1
NC_003477	1
NC_003478	1
NC_003479	1
NC_003480	2
NC_003481	2
NC_003482	1
NC_003483	1
NC_003487	1
NC_003491	2
NC_003492	1
NC_003493	3
NC_003494	72
NC_003495	1
NC_003496	1
NC_003497	1
NC_003498	4
NC_003499	2
NC_003500	2
NC_003501	1
NC_003502	1
NC_003504	2
NC_003505	2
NC_003509	1
NC_003510	2
NC_003511	1
NC_003512	1
NC_003514	1
NC_003515	2
NC_003518	2
NC_003519	1
NC_003520	2
NC_003521	139
NC_003529	115
NC_003530	2
NC_003531	1
NC_003532	2
NC_003534	2
NC_003535	3
NC_003536	1
NC_003537	1
NC_003541	1
NC_003542	1
NC_003543	1
NC_003544	1
NC_003545	1
NC_003546	1
NC_003547	2
NC_003548	1
NC_003549	1
NC_003550	1
NC_003554	2
NC_003555	2
NC_003556	2
NC_003557	2
NC_003558	1
NC_003560	1
NC_003563	1
NC_003565	1
NC_003567	1
NC_003568	1
NC_003569	1
NC_003601	1
NC_003602	2
NC_003603	1
NC_003604	2
NC_003605	1
NC_003606	1
NC_003607	2
NC_003608	2
NC_003609	2
NC_003610	3
NC_003614	1
NC_003615	1
NC_003616	2
NC_003617	1
NC_003618	1
NC_003619	2
NC_003620	2
NC_003621	1
NC_003622	1
NC_003623	1
NC_003624	2
NC_003625	1
NC_003626	1
NC_003627	2
NC_003628	1
NC_003629	2
NC_003630	1
NC_003631	1
NC_003632	2
NC_003633	2
NC_003634	1
NC_003635	1
NC_003638	1
NC_003639	1
NC_003640	1
NC_003641	1
NC_003643	1
NC_003646	1
NC_003647	1
NC_003648	1
NC_003649	1
NC_003650	1
NC_003651	1
NC_003652	1
NC_003653	1
NC_003654	1
NC_003655	1
NC_003656	1
NC_003657	1
NC_003658	1
NC_003659	1
NC_003660	1
NC_003661	1
NC_003663	82
NC_003664	2
NC_003665	2
NC_003668	1
NC_003669	3
NC_003670	1
NC_003672	3
NC_003673	1
NC_003675	1
NC_003676	1
NC_003678	1
NC_003679	1
NC_003680	2
NC_003687	1
NC_003688	4
NC_003689	1
NC_003690	1
NC_003691	1
NC_003692	1
NC_003693	1
NC_003694	1
NC_003696	1
NC_003697	1
NC_003698	1
NC_003700	1
NC_003701	1
NC_003702	1
NC_003705	1
NC_003708	2
NC_003709	2
NC_003710	1
NC_003711	1
NC_003722	2
NC_003723	2
NC_003724	1
NC_003725	1
NC_003728	1
NC_003729	1
NC_003730	1
NC_003731	1
NC_003732	1
NC_003733	1
NC_003734	1
NC_003735	1
NC_003736	1
NC_003737	1
NC_003738	1
NC_003739	1
NC_003740	1
NC_003741	1
NC_003742	1
NC_003743	2
NC_003744	2
NC_003745	1
NC_003746	4
NC_003747	2
NC_003748	1
NC_003749	1
NC_003750	1
NC_003751	1
NC_003752	1
NC_003753	1
NC_003754	1
NC_003755	1
NC_003756	2
NC_003757	1
NC_003758	1
NC_003759	1
NC_003760	1
NC_003761	1
NC_003762	1
NC_003763	1
NC_003764	1
NC_003765	1
NC_003766	1
NC_003767	1
NC_003768	1
NC_003769	1
NC_003770	1
NC_003771	1
NC_003772	1
NC_003773	1
NC_003774	1
NC_003775	1
NC_003776	2
NC_003779	1
NC_003780	1
NC_003781	1
NC_003782	1
NC_003783	1
NC_003784	1
NC_003785	1
NC_003786	1
NC_003787	1
NC_003788	1
NC_003790	2
NC_003791	1
NC_003792	1
NC_003794	2
NC_003795	3
NC_003797	1
NC_003799	1
NC_003800	1
NC_003801	1
NC_003802	1
NC_003803	2
NC_003804	2
NC_003805	2
NC_003806	2
NC_003807	1
NC_003808	1
NC_003809	1
NC_003811	2
NC_003812	1
NC_003814	1
NC_003815	1
NC_003816	2
NC_003818	1
NC_003820	2
NC_003821	2
NC_003822	1
NC_003823	1
NC_003824	2
NC_003825	2
NC_003828	2
NC_003830	2
NC_003831	2
NC_003832	1
NC_003833	1
NC_003834	1
NC_003835	1
NC_003836	1
NC_003837	1
NC_003838	1
NC_003839	1
NC_003840	1
NC_003841	2
NC_003842	1
NC_003843	2
NC_003844	1
NC_003845	1
NC_003849	2
NC_003852	1
NC_003853	3
NC_003856	2
NC_003857	2
NC_003860	2
NC_003861	2
NC_003862	2
NC_003865	2
NC_003866	1
NC_003867	2
NC_003868	2
NC_003870	2
NC_003871	1
NC_003872	1
NC_003873	1
NC_003874	1
NC_003876	2
NC_003877	3
NC_003878	2
NC_003883	1
NC_003884	1
NC_003885	1
NC_003886	1
NC_003887	2
NC_003891	2
NC_003896	2
NC_003897	2
NC_003898	1
NC_003899	3
NC_003900	2
NC_003908	3
NC_003924	1
NC_003930	2
NC_003973	2
NC_003976	1
NC_003983	1
NC_003985	1
NC_003987	1
NC_003988	1
NC_003990	1
NC_003996	1
NC_004002	5
NC_004003	3
NC_004005	2
NC_004006	1
NC_004007	1
NC_004008	1
NC_004010	1
NC_004011	1
NC_004012	3
NC_004013	1
NC_004014	2
NC_004015	1
NC_004016	1
NC_004017	1
NC_004018	1
NC_004019	1
NC_004034	2
NC_004035	1
NC_004036	4
NC_004037	4
NC_004039	1
NC_004042	1
NC_004043	2
NC_004044	2
NC_004045	1
NC_004047	1
NC_004050	1
NC_004051	1
NC_004060	1
NC_004062	59
NC_004063	1
NC_004064	1
NC_004065	117
NC_004067	2
NC_004068	3
NC_004071	2
NC_004074	3
NC_004090	1
NC_004091	2
NC_004096	2
NC_004097	2
NC_004098	1
NC_004099	2
NC_004100	2
NC_004101	1
NC_004102	1
NC_004104	1
NC_004105	58
NC_004106	2
NC_004108	1
NC_004109	1
NC_004110	1
NC_004117	108
NC_004119	1
NC_004120	1
NC_004121	1
NC_004122	2
NC_004123	2
NC_004124	2
NC_004142	1
NC_004144	1
NC_004145	1
NC_004146	1
NC_004147	2
NC_004153	2
NC_004156	89
NC_004157	1
NC_004158	1
NC_004159	1
NC_004161	4
NC_004162	2
NC_004168	1
NC_004169	1
NC_004176	1
NC_004177	1
NC_004178	1
NC_004179	1
NC_004180	1
NC_004181	1
NC_004182	1
NC_004184	1
NC_004185	1
NC_004186	1
NC_004187	1
NC_004188	1
NC_004189	1
NC_004191	1
NC_004192	1
NC_004195	1
NC_004197	3
NC_004198	1
NC_004199	1
NC_004200	1
NC_004201	1
NC_004203	1
NC_004204	1
NC_004207	1
NC_004208	1
NC_004209	1
NC_004210	1
NC_004211	1
NC_004212	1
NC_004213	1
NC_004214	1
NC_004215	1
NC_004216	1
NC_004217	1
NC_004218	1
NC_004219	1
NC_004220	1
NC_004221	1
NC_004284	3
NC_004285	1
NC_004286	4
NC_004287	2
NC_004288	2
NC_004289	3
NC_004290	2
NC_004291	1
NC_004292	1
NC_004293	1
