ID	CDSs_PHANOTATE
NC_048089	206
NC_048168	67
NC_048741	293
NC_048109	57
NC_048110	207
NC_048107	22
NC_048101	64
NC_048739	32
NC_048740	34
NC_048151	214
NC_048102	216
NC_049805	99
NC_049844	82
NC_048112	67
NC_048115	75
NC_048742	262
NC_048111	58
NC_048113	61
NC_048114	59
NC_048116	64
NC_048117	64
NC_048118	63
NC_048119	67
NC_048120	63
NC_048138	55
NC_026608	61
NC_049973	39
NC_048088	88
NC_042043	94
NC_047960	97
NC_047820	88
NC_048202	99
NC_021331	104
NC_048626	101
NC_048136	62
NC_048140	61
NC_048141	105
NC_048743	118
NC_048139	143
NC_048137	92
NC_048144	60
NC_048153	58
NC_049967	65
NC_049968	59
NC_049969	62
NC_049446	62
NC_049447	67
NC_048142	62
NC_049445	269
NC_048143	87
NC_049930	23
NC_048170	291
NC_048746	123
NC_047865	57
NC_048208	89
NC_048150	138
NC_048749	101
NC_048750	101
NC_048146	104
NC_048149	210
NC_048145	201
NC_048751	129
NC_048148	65
NC_048747	235
NC_048748	217
NC_049822	100
NC_048194	126
NC_048195	131
NC_048186	246
NC_048196	315
NC_048193	96
NC_048745	100
NC_048192	65
NC_049454	55
NC_049453	52
NC_049452	48
NC_049451	51
NC_049450	58
NC_049448	61
NC_049449	30
NC_048152	105
NC_048154	71
NC_048155	67
NC_048754	218
NC_048752	224
NC_048753	204
NC_048163	59
NC_048164	57
NC_048173	259
NC_049840	89
NC_049850	474
NC_049851	483
NC_049455	239
NC_048169	181
NC_048165	98
NC_048166	141
NC_048174	66
NC_048171	66
NC_049934	31
NC_049939	30
NC_049940	30
NC_049932	27
NC_049933	28
NC_049936	28
NC_049938	26
NC_049935	26
NC_048172	62
NC_049340	365
NC_048755	290
NC_048759	116
NC_048758	93
NC_048756	243
NC_048757	222
NC_042348	49
NC_042349	95
NC_042351	94
NC_042353	78
NC_048180	56
NC_048182	316
NC_048179	95
NC_048175	55
NC_048176	235
NC_048177	64
NC_048178	64
NC_048662	100
NC_048663	106
NC_048181	86
NC_048762	88
NC_048761	66
NC_048760	204
NC_048189	161
NC_048190	172
NC_048191	167
NC_048187	169
NC_048188	165
NC_042094	222
NC_042095	236
NC_048185	83
NC_048763	88
NC_048764	90
NC_049457	53
NC_049813	78
NC_049846	87
NC_049847	86
NC_049841	88
NC_049839	84
NC_048777	59
NC_048765	210
NC_048798	297
NC_048792	367
NC_048766	94
NC_048767	90
NC_048769	250
NC_048768	116
NC_048793	93
NC_048791	69
NC_048787	73
NC_048790	70
NC_048789	62
NC_048788	110
NC_048770	237
NC_048773	185
NC_048771	326
NC_048772	256
NC_048795	195
NC_048799	100
NC_049462	228
NC_048796	121
NC_049917	97
NC_050148	103
NC_048778	61
NC_049928	69
NC_049927	69
NC_048801	60
NC_048774	180
NC_048775	175
NC_048776	176
NC_049814	103
NC_048783	120
NC_048782	76
NC_048784	84
NC_048781	205
NC_048780	70
NC_049835	98
NC_049837	87
NC_049836	87
NC_049833	85
NC_049834	92
NC_049970	36
NC_049849	348
NC_049461	52
NC_048794	201
NC_048786	197
NC_049512	235
NC_049460	46
NC_049458	226
NC_049459	51
NC_048779	228
NC_049465	83
NC_048797	282
NC_048800	118
NC_049463	104
NC_049853	95
NC_048808	209
NC_049467	106
NC_049469	120
NC_049471	116
NC_049470	84
NC_048812	108
NC_048814	105
NC_048813	109
NC_048815	104
NC_048805	95
NC_048811	205
NC_048806	100
NC_048807	282
NC_049466	106
NC_049464	285
NC_048802	292
NC_048810	103
NC_048809	213
NC_049468	84
NC_049831	96
NC_048818	199
NC_049838	86
NC_048803	95
NC_048804	294
NC_048816	98
NC_048817	101
NC_049473	77
NC_048819	203
NC_048820	124
NC_049808	95
NC_049472	240
NC_049478	107
NC_048822	103
NC_048825	99
NC_048823	102
NC_048826	105
NC_048824	127
NC_049477	60
NC_049971	30
NC_049972	33
NC_049812	58
NC_049857	219
NC_049474	56
NC_049476	65
NC_049475	59
NC_048821	233
NC_049479	259
NC_049480	69
NC_049481	63
NC_049482	53
NC_049483	64
NC_049484	64
NC_049485	75
NC_049486	68
NC_049487	65
NC_049488	53
NC_049848	86
NC_048828	292
NC_042005	64
NC_005056	48
NC_000929	57
NC_017969	196
NC_016161	68
NC_008196	107
NC_001317	51
NC_049952	96
NC_049954	81
NC_049950	84
NC_049946	85
NC_049391	70
NC_049386	51
NC_049385	51
NC_049390	55
NC_049387	49
NC_049388	46
NC_049389	49
NC_049489	112
NC_049842	86
NC_048829	55
NC_048830	54
NC_048831	71
NC_048832	78
NC_048833	71
NC_048834	60
NC_048835	73
NC_048836	73
NC_048837	71
NC_048838	72
NC_048839	75
NC_048840	74
NC_048841	75
NC_048842	70
NC_048843	62
NC_048844	68
NC_049493	264
NC_049490	262
NC_049492	266
NC_049491	256
NC_048827	203
NC_049845	86
NC_049494	266
NC_049392	48
NC_049394	45
NC_049393	46
NC_049395	49
NC_048849	314
NC_048848	57
NC_049829	93
NC_049826	100
NC_049819	100
NC_049827	98
NC_049852	98
NC_048845	96
NC_049825	91
NC_049828	93
NC_049823	101
NC_049818	98
NC_049815	102
NC_049817	95
NC_049816	103
NC_049824	99
NC_049832	91
NC_048664	163
NC_048847	188
NC_048850	109
NC_048854	92
NC_048851	122
NC_049509	241
NC_048861	157
NC_048853	215
NC_048855	227
NC_048856	221
NC_048857	224
NC_048852	225
NC_048859	26
NC_048858	26
NC_049498	71
NC_048860	58
NC_049503	229
NC_049501	214
NC_048862	15
NC_048872	214
NC_049505	227
NC_048870	209
NC_049502	236
NC_048864	86
NC_048866	205
NC_049504	238
NC_048867	202
NC_048869	202
NC_049500	210
NC_049508	230
NC_049506	242
NC_048865	196
NC_048871	209
NC_049507	230
NC_049499	223
NC_048868	205
NC_049821	95
NC_048863	84
NC_049830	92
NC_050147	96
NC_050144	107
NC_050146	96
NC_050150	99
NC_050151	107
NC_050143	103
NC_048874	7
NC_048875	109
NC_048873	290
NC_048877	65
NC_048876	89
NC_048878	77
NC_049820	110
NC_049974	44
NC_047706	52
NC_047709	67
NC_047710	63
NC_047707	55
NC_047700	56
NC_047708	48
NC_047704	49
NC_047701	66
NC_047705	64
NC_047702	69
NC_047703	57
NC_047711	63
NC_049948	97
NC_049953	87
NC_049949	87
NC_049955	82
NC_050149	104
NC_049900	77
NC_048666	85
NC_041878	692
NC_015209	27
NC_011057	106
NC_013650	244
NC_013694	92
NC_014461	145
NC_015584	151
NC_028803	104
NC_018834	49
NC_018838	56
NC_028681	102
NC_024711	106
NC_021324	101
NC_000866	294
NC_004928	288
NC_010105	297
NC_012741	293
NC_014792	299
NC_052421	98
NC_052470	99
NC_052452	102
NC_052453	95
NC_052423	93
NC_052464	104
NC_052434	96
NC_052422	97
NC_052411	96
NC_052454	106
NC_052430	96
NC_052460	100
NC_052410	99
NC_052427	105
NC_052433	103
NC_052446	104
NC_052424	101
NC_052440	97
NC_052431	98
NC_052426	102
NC_052451	98
NC_052445	104
NC_052447	97
NC_052441	97
NC_052450	94
NC_052459	103
NC_052416	104
NC_052455	97
NC_052463	101
NC_052449	94
NC_052412	97
NC_052428	94
NC_052443	103
NC_052457	104
NC_052420	93
NC_052425	100
NC_052413	99
NC_052466	98
NC_052456	97
NC_052429	102
NC_052458	98
NC_052461	108
NC_052468	100
NC_052414	93
NC_052419	100
NC_052415	102
NC_052435	102
NC_052439	101
NC_052437	103
NC_052438	98
NC_052462	95
NC_052465	99
NC_052469	93
NC_052418	103
NC_052417	103
NC_052442	98
NC_052436	106
NC_052448	101
NC_052432	105
NC_052444	103
NC_052467	107
NC_041919	286
NC_048694	309
NC_031090	284
NC_031011	291
NC_031085	283
NC_030953	292
NC_012635	283
NC_049978	116
NC_012788	62
NC_014458	102
NC_014459	107
NC_023705	62
NC_023747	103
NC_023498	111
NC_028978	104
NC_028861	64
NC_028922	65
NC_028791	67
NC_028936	87
NC_052652	274
NC_052654	313
NC_052653	287
NC_052655	283
NC_052656	308
NC_052657	282
NC_052658	311
NC_052659	286
NC_052660	311
NC_052661	305
NC_052662	319
NC_052663	279
NC_052940	29
NC_052932	29
NC_052939	28
NC_052937	31
NC_052941	31
NC_052935	29
NC_052933	30
NC_052936	28
NC_052938	30
NC_052934	28
NC_052965	85
NC_052966	91
NC_052967	93
NC_052964	103
NC_052980	92
NC_052991	71
NC_052992	82
NC_053005	84
NC_052997	83
NC_052998	85
NC_053002	84
NC_052968	104
NC_052976	81
NC_052988	92
NC_052975	88
NC_052981	91
NC_052987	92
NC_052971	96
NC_052969	102
NC_052970	94
NC_052972	96
NC_053012	97
NC_053000	85
NC_053001	87
NC_053004	85
NC_052990	87
NC_052985	90
NC_053011	91
NC_052984	82
NC_053013	94
NC_052977	73
NC_053014	91
NC_052983	87
NC_052973	76
NC_053015	99
NC_052982	125
NC_052989	88
NC_053008	81
NC_053009	85
NC_053010	86
NC_052986	87
NC_052979	88
NC_053003	84
NC_052994	86
NC_052995	85
NC_052996	85
NC_052993	82
NC_052999	88
NC_053006	85
NC_053007	82
NC_053174	84
NC_053173	85
NC_053172	75
NC_053241	87
NC_053245	87
NC_053237	87
NC_053239	86
NC_053238	90
NC_053234	88
NC_053211	85
NC_053240	86
NC_053249	90
NC_053248	90
NC_053243	80
NC_053242	88
NC_053244	89
NC_053209	82
NC_053247	88
NC_053235	85
NC_053236	86
NC_053210	84
NC_053246	99
NC_053503	103
NC_053504	140
NC_053515	180
NC_053508	148
NC_053507	148
NC_053505	147
NC_053512	131
NC_053510	131
NC_053511	165
NC_053509	161
NC_053514	175
NC_053513	170
NC_053516	175
NC_053506	154
NC_031253	146
NC_031028	61
NC_054146	70
NC_054393	140
NC_054149	73
NC_054392	65
NC_054147	71
NC_054148	73
NC_054421	67
NC_054427	70
NC_054426	68
NC_054422	70
NC_054429	68
NC_054428	65
NC_054431	27
NC_054418	68
NC_054420	69
NC_054424	68
NC_054430	67
NC_054433	93
NC_054419	64
NC_054425	64
NC_054432	87
NC_054423	66
NC_054434	87
NC_054436	78
NC_054435	79
NC_054438	87
NC_054437	73
NC_054440	61
NC_054443	65
NC_054442	63
NC_054439	68
NC_054447	68
NC_054441	59
NC_054444	69
NC_054445	64
NC_054446	69
NC_054452	67
NC_054449	73
NC_054455	71
NC_054450	74
NC_054451	71
NC_054453	76
NC_054456	68
NC_054448	65
NC_054454	64
NC_054460	77
NC_054458	78
NC_054459	84
NC_054461	82
NC_054464	87
NC_054465	94
NC_054466	85
NC_054463	78
NC_054462	73
NC_054645	102
NC_054637	103
NC_054639	93
NC_054636	95
NC_054644	92
NC_054651	100
NC_054643	99
NC_054640	95
NC_054642	96
NC_054652	91
NC_054647	97
NC_054650	96
NC_054641	102
NC_054638	86
NC_054646	100
NC_054648	104
NC_054653	88
NC_054649	101
NC_054654	84
NC_054681	88
NC_054674	89
NC_054664	85
NC_054668	89
NC_054663	84
NC_054665	87
NC_054677	88
NC_054662	97
NC_054671	96
NC_054680	87
NC_054656	89
NC_054661	89
NC_054670	88
NC_054660	90
NC_054666	99
NC_054655	88
NC_054678	92
NC_054669	98
NC_054675	82
NC_054667	91
NC_054672	87
NC_054673	88
NC_054657	96
NC_054658	88
NC_054676	88
NC_054659	94
NC_054679	93
NC_054714	267
NC_054715	252
NC_054716	241
NC_054717	248
NC_054722	251
NC_054720	242
NC_054719	238
NC_054718	248
NC_054721	248
NC_054724	244
NC_054723	241
NC_054727	218
NC_054726	220
NC_054725	244
NC_054772	99
NC_054759	96
NC_054778	87
NC_054782	119
NC_054773	98
NC_054774	99
NC_054781	117
NC_054761	93
NC_054780	102
NC_054775	101
NC_054770	96
NC_054760	99
NC_054776	98
NC_054779	111
NC_054777	92
NC_054771	90
NC_054762	76
NC_054785	102
NC_054793	100
NC_054791	98
NC_054792	88
NC_054788	79
NC_054787	97
NC_054786	97
NC_054784	95
NC_054790	100
NC_054783	113
NC_054789	94
NC_054794	96
NC_054795	99
NC_054796	84
NC_054797	96
NC_054798	93
NC_054799	93
NC_054800	93
NC_054801	95
NC_054802	98
NC_054803	93
NC_054804	98
NC_054805	111
NC_054806	109
NC_054807	93
NC_054808	109
NC_054809	106
NC_054810	106
NC_054811	106
NC_054812	105
NC_054813	104
NC_054814	103
NC_054815	103
NC_003438	17
NC_001341	13
NC_003793	20
NC_001365	25
NC_001270	29
NC_009987	22
NC_002515	30
NC_001447	25
NC_001942	49
NC_005964	57
NC_001798	168
NC_030692	5
NC_027892	8
NC_029642	5
NC_001607	6
NC_029549	3
NC_029550	4
NC_029551	3
NC_029552	2
NC_029553	3
NC_029570	1
NC_029554	4
NC_029555	5
NC_029558	2
NC_029559	2
NC_029560	4
NC_029561	2
NC_029571	2
NC_029572	4
NC_029573	5
NC_029567	2
NC_029562	1
NC_029568	1
NC_029563	3
NC_029564	3
NC_029565	3
NC_029566	2
NC_029556	3
NC_029557	3
NC_029569	2
NC_029574	3
NC_029575	1
NC_029578	4
NC_029617	10
NC_030691	5
NC_017862	9
NC_017936	4
NC_017937	7
NC_017938	4
NC_017939	4
NC_029648	5
NC_017977	2
NC_017967	2
NC_017970	3
NC_017988	2
NC_017989	1
NC_017987	6
NC_017993	8
NC_017994	9
NC_029691	8
NC_017916	6
NC_017914	6
NC_017917	7
NC_017913	6
NC_011348	4
NC_017995	8
NC_017996	9
NC_017997	8
NC_017990	2
NC_017991	3
NC_029803	7
NC_029804	5
NC_029783	20
NC_029782	1
NC_029797	5
NC_029799	2
NC_029800	5
NC_038232	3
NC_029802	1
NC_029801	3
NC_018072	4
NC_018071	3
NC_018070	1
NC_029853	11
NC_029852	6
NC_029854	4
NC_018074	7
NC_018075	9
NC_018076	9
NC_029994	6
NC_029991	4
NC_029996	189
NC_029995	5
NC_029993	7
NC_029992	15
NC_029997	146
NC_029936	1
NC_029931	2
NC_029935	2
NC_029900	7
NC_029901	1
NC_037612	2
NC_037613	3
NC_029903	1
NC_037614	2
NC_037615	3
NC_029932	1
NC_029933	2
NC_036636	2
NC_029921	1
NC_029922	2
NC_029923	1
NC_029924	1
NC_029925	1
NC_029928	1
NC_029929	1
NC_029930	1
NC_029927	1
NC_029926	2
NC_035887	5
NC_035888	7
NC_029905	3
NC_029906	5
NC_029911	1
NC_029912	1
NC_029913	1
NC_029916	1
NC_029915	1
NC_029917	1
NC_029918	1
NC_029919	1
NC_029914	1
NC_029920	3
NC_029907	3
NC_037579	2
NC_037580	2
NC_037581	4
NC_037582	2
NC_037588	3
NC_037585	2
NC_037586	3
NC_037587	2
NC_029904	1
NC_037589	5
NC_037583	3
NC_037584	2
NC_029989	4
NC_029990	6
NC_030152	1
NC_030159	1
NC_030160	1
NC_030161	1
NC_030162	1
NC_030153	3
NC_030154	1
NC_030155	3
NC_030157	1
NC_030158	1
NC_030163	2
NC_030156	1
NC_030115	6
NC_030236	2
NC_030229	5
NC_030126	4
NC_030139	5
NC_030146	6
NC_030142	6
NC_030141	5
NC_030145	7
NC_030143	7
NC_030140	5
NC_030144	4
NC_030147	3
NC_030138	4
NC_030118	3
NC_030117	106
NC_030148	21
NC_030151	12
NC_030127	6
NC_030201	7
NC_030199	4
NC_030200	169
NC_030203	9
NC_030205	12
NC_030202	8
NC_030295	2
NC_030296	6
NC_030291	2
NC_030292	11
NC_030294	6
NC_030297	5
NC_030293	2
NC_030308	1
NC_018082	3
NC_018090	5
NC_018091	6
NC_018093	3
NC_030224	3
NC_030238	7
NC_030242	1
NC_030244	1
NC_030235	6
NC_030234	6
NC_030233	7
NC_030232	8
NC_030225	8
NC_030240	191
NC_030231	16
NC_030243	2
NC_030245	3
NC_030226	4
NC_030228	4
NC_030227	3
NC_030290	4
NC_023295	5
NC_027059	5
NC_023300	3
NC_023301	5
NC_023302	2
NC_023304	4
NC_023306	3
NC_023307	4
NC_023299	2
NC_023305	3
NC_023296	2
NC_023297	3
NC_023298	4
NC_023308	3
NC_023309	4
NC_023310	3
NC_023303	4
NC_023311	3
NC_027026	2
NC_027016	356
NC_027040	5
NC_027054	6
NC_023312	5
NC_026942	5
NC_026944	10
NC_026947	5
NC_026946	8
NC_026945	5
NC_026943	6
NC_027199	10
NC_027198	5
NC_027208	4
NC_027209	4
NC_027211	11
NC_027210	2
NC_027117	26
NC_027123	9
NC_027121	11
NC_027122	3
NC_027131	5
NC_027133	6
NC_027141	1
NC_027142	4
NC_027140	1
NC_027124	12
NC_027128	3
NC_027126	1
NC_027138	3
NC_027139	3
NC_027135	2
NC_027137	3
NC_027134	2
NC_027136	4
NC_027129	5
NC_027214	5
NC_027212	4
NC_027215	6
NC_027428	4
NC_027426	4
NC_027427	3
NC_027432	2
NC_027431	3
NC_027430	4
NC_027429	6
NC_027534	1
NC_027535	1
NC_027537	1
NC_027538	1
NC_027549	1
NC_027550	1
NC_027552	1
NC_027551	1
NC_027536	1
NC_027548	1
NC_027563	1
NC_027565	2
NC_027566	1
NC_027564	1
NC_027553	1
NC_027567	1
NC_027568	1
NC_027569	1
NC_027571	1
NC_027573	1
NC_027576	1
NC_027574	3
NC_027570	1
NC_027572	1
NC_027532	7
NC_027528	7
NC_027527	5
NC_027533	1
NC_027539	1
NC_027540	1
NC_027543	1
NC_027545	1
NC_027546	1
NC_027547	1
NC_027542	2
NC_027544	1
NC_027541	1
NC_027531	7
NC_027530	3
NC_027619	1
NC_027631	3
NC_027701	4
NC_027714	7
NC_027710	5
NC_027712	12
NC_027713	7
NC_027706	4
NC_027711	3
NC_027702	2
NC_027703	6
NC_027720	3
NC_027719	6
NC_027718	2
NC_027776	5
NC_027777	5
NC_027783	3
NC_027789	4
NC_027793	3
NC_027791	2
NC_027787	5
NC_027782	5
NC_027785	3
NC_027784	3
NC_027795	3
NC_027796	5
NC_027781	2
NC_027802	1
NC_027808	1
NC_027809	2
NC_027810	2
NC_035937	1
NC_035938	1
NC_035939	1
NC_035935	1
NC_035936	1
NC_027816	2
NC_027804	1
NC_027805	1
NC_027806	1
NC_027811	1
NC_027812	1
NC_027813	1
NC_027803	1
NC_027807	1
NC_027814	1
NC_027815	1
NC_027779	8
NC_027790	2
NC_027799	4
NC_027797	2
NC_027780	3
NC_027798	2
NC_027800	3
NC_027792	3
NC_027786	4
NC_027794	3
NC_027788	3
NC_027801	4
NC_027822	1
NC_027823	1
NC_027916	185
NC_027915	9
NC_027821	4
NC_027818	3
NC_027820	7
NC_027920	1
NC_030690	7
NC_029255	165
NC_027924	10
NC_027923	177
NC_027917	2
NC_027919	4
NC_027918	5
NC_027926	5
NC_027927	6
NC_027922	5
NC_027928	1
NC_027929	2
NC_027930	5
NC_027921	3
NC_027998	3
NC_028044	2
NC_028045	4
NC_028046	5
NC_028099	150
NC_028097	5
NC_028098	7
NC_028115	3
NC_028126	10
NC_028125	8
NC_028134	4
NC_028133	2
NC_028124	4
NC_028114	5
NC_028111	7
NC_028129	4
NC_028119	7
NC_028117	6
NC_028132	2
NC_028131	2
NC_028116	3
NC_028128	6
NC_028130	5
NC_028123	7
NC_028120	9
NC_028127	8
NC_030688	6
NC_028368	4
NC_028374	2
NC_028371	4
NC_028376	8
NC_028365	1
NC_028364	6
NC_028363	5
NC_028378	3
NC_028372	2
NC_028370	3
NC_028377	2
NC_028367	2
NC_028373	4
NC_028369	3
NC_028375	3
NC_028387	4
NC_028382	1
NC_028383	2
NC_028386	3
NC_028384	5
NC_028385	4
NC_028389	3
NC_028388	2
NC_028391	4
NC_028392	2
NC_028396	2
NC_028397	2
NC_028393	6
NC_028398	3
NC_028399	4
NC_028394	3
NC_028395	2
NC_028402	4
NC_028400	3
NC_028401	5
NC_028136	3
NC_028144	2
NC_028145	5
NC_028142	5
NC_028143	5
NC_028141	7
NC_028140	5
NC_028137	4
NC_028138	7
NC_004732	4
NC_028146	3
NC_028139	2
NC_028240	1
NC_028230	6
NC_028243	7
NC_028232	6
NC_028242	3
NC_028239	15
NC_028236	5
NC_028241	10
NC_028244	11
NC_028231	7
NC_028249	11
NC_028246	9
NC_028253	1
NC_028252	1
NC_028250	3
NC_028251	2
NC_028255	6
NC_028265	9
NC_028264	12
NC_028263	5
NC_028261	7
NC_028260	5
NC_028259	9
NC_028267	7
NC_028271	2
NC_028262	6
NC_028266	8
NC_028362	10
NC_028470	4
NC_028467	2
NC_028490	3
NC_028488	2
NC_028486	2
NC_028485	2
NC_028483	3
NC_028481	2
NC_028480	3
NC_028491	142
NC_028476	5
NC_028474	13
NC_028472	11
NC_028471	8
NC_028475	7
NC_028473	8
NC_028478	5
NC_028482	7
NC_028477	3
NC_028494	1
NC_028499	1
NC_028495	3
NC_028496	3
NC_028497	2
NC_028500	5
NC_028636	194
NC_028635	8
NC_028649	5
NC_028462	7
NC_028492	7
NC_028466	1
NC_037570	1
NC_037571	1
NC_037572	1
NC_028465	2
NC_037574	2
NC_037576	3
NC_037577	1
NC_037578	1
NC_037573	2
NC_037575	2
NC_023339	6
NC_028752	10
NC_028650	5
NC_029122	2
NC_029123	3
NC_029124	2
NC_028891	21
NC_028975	10
NC_028868	8
NC_028949	1
NC_028989	5
NC_028921	2
NC_028973	4
NC_028981	4
NC_028970	4
NC_028964	8
NC_028806	10
NC_029034	3
NC_029037	7
NC_029035	5
NC_028948	5
NC_028867	10
NC_028824	10
NC_028814	9
NC_028833	11
NC_028811	10
NC_029038	1
NC_029036	2
NC_028985	5
NC_029051	3
NC_029132	161
NC_029053	11
NC_029052	6
NC_029109	2
NC_029108	3
NC_029096	2
NC_029095	1
NC_029064	1
NC_029117	5
NC_029105	5
NC_037611	6
NC_029125	10
NC_029126	12
NC_029089	6
NC_029088	7
NC_029087	6
NC_029086	6
NC_029085	6
NC_029082	2
NC_037616	1
NC_037617	2
NC_029063	2
NC_029128	1
NC_029129	2
NC_029127	1
NC_029076	3
NC_029115	2
NC_029114	3
NC_029112	2
NC_029111	3
NC_029110	2
NC_029133	6
NC_029131	8
NC_029300	6
NC_029303	7
NC_029301	3
NC_029302	4
NC_029304	173
NC_029311	114
NC_029312	4
NC_029313	3
NC_024910	1
NC_024911	1
NC_024912	1
NC_024914	1
NC_024916	1
NC_024917	1
NC_024918	1
NC_024919	2
NC_024920	1
NC_023420	1
NC_024913	1
NC_024915	2
NC_023421	2
NC_023422	5
NC_029306	4
NC_029307	4
NC_029309	4
NC_033620	258
NC_033618	6
NC_033619	2
NC_033776	2
NC_033781	7
NC_033783	1
NC_033785	1
NC_033786	1
NC_033787	1
NC_033788	1
NC_033789	1
NC_033790	1
NC_033791	1
NC_033784	1
NC_033782	1
NC_033779	5
NC_033777	5
NC_033792	3
NC_033740	10
NC_033706	9
NC_033701	9
NC_033727	3
NC_033732	2
NC_033709	9
NC_033711	6
NC_033702	1
NC_033712	6
NC_033714	6
NC_033717	7
NC_033718	4
NC_033708	3
NC_033748	2
NC_033751	2
NC_033731	8
NC_033735	10
NC_033733	9
NC_033710	3
NC_033707	6
NC_033749	2
NC_033750	5
NC_033713	2
NC_033722	10
NC_033764	1
NC_033765	1
NC_033766	1
NC_033767	2
NC_033769	3
NC_033768	2
NC_033762	2
NC_033763	2
NC_033760	6
NC_033761	2
NC_033759	5
NC_033756	2
NC_033757	3
NC_033758	3
NC_033725	1
NC_033729	5
NC_033772	5
NC_033773	3
NC_033774	3
NC_033745	9
NC_033744	9
NC_033741	7
NC_033746	7
NC_033747	4
NC_033742	4
NC_033743	5
NC_033736	5
NC_033739	6
NC_033738	6
NC_033696	8
NC_033695	5
NC_033720	7
NC_033716	2
NC_033700	18
NC_033734	4
NC_033704	5
NC_033705	7
NC_033753	2
NC_033754	2
NC_033730	8
NC_033728	3
NC_033703	5
NC_033719	11
NC_033752	2
NC_033755	3
NC_018102	8
NC_018105	6
NC_033793	7
NC_033824	5
NC_033823	5
NC_033820	3
NC_033828	2
NC_033830	2
NC_033831	3
NC_033847	3
NC_033851	2
NC_033852	2
NC_033816	4
NC_033815	3
NC_033822	1
NC_033827	3
NC_033829	263
NC_033832	7
NC_033833	3
NC_033834	2
NC_033821	3
NC_033817	3
NC_018136	1
NC_018137	2
NC_018138	2
NC_018151	8
NC_018173	4
NC_018174	13
NC_018175	8
NC_018176	1
NC_034017	4
NC_018226	2
NC_034161	1
NC_034160	2
NC_034155	9
NC_034158	4
NC_034159	1
NC_034167	1
NC_034215	10
NC_034214	10
NC_034210	3
NC_034216	1
NC_034217	4
NC_034219	6
NC_034218	7
NC_034221	7
NC_034220	7
NC_034222	1
NC_034223	2
NC_034224	3
NC_034225	2
NC_034240	10
NC_034243	6
NC_018403	3
NC_018404	5
NC_018402	2
NC_018401	5
NC_018382	2
NC_018399	5
NC_018384	4
NC_018383	4
NC_034265	6
NC_034266	303
NC_034267	5
NC_034253	7
NC_034247	9
NC_034246	9
NC_034250	6
NC_034245	3
NC_034254	1
NC_034255	1
NC_034256	1
NC_034261	1
NC_034262	2
NC_034263	1
NC_034252	8
NC_034251	6
NC_034264	5
NC_034273	2
NC_018448	8
NC_018450	6
NC_018449	4
NC_018456	7
NC_018457	6
NC_018458	5
NC_018481	4
NC_018484	4
NC_018482	5
NC_018483	4
NC_018455	2
NC_018461	1
NC_018462	3
NC_018466	1
NC_018459	1
NC_018460	1
NC_018465	3
NC_018464	2
NC_018467	1
NC_018463	1
NC_018476	1
NC_018477	2
NC_018478	2
NC_034375	5
NC_034378	7
NC_034377	6
NC_034376	6
NC_034381	10
NC_034384	2
NC_023425	2
NC_023435	3
NC_023434	3
NC_023433	3
NC_023432	2
NC_023431	4
NC_023429	7
NC_023428	3
NC_023430	3
NC_023427	4
NC_023436	2
NC_030311	8
NC_030310	5
NC_030309	7
NC_030378	2
NC_030379	4
NC_030380	5
NC_030392	4
NC_023441	10
NC_023442	168
NC_023440	6
NC_023443	2
NC_030396	10
NC_030395	9
NC_030393	12
NC_030398	2
NC_030400	1
NC_030402	4
NC_030405	1
NC_030406	1
NC_030407	2
NC_030409	1
NC_030410	1
NC_030413	1
NC_030415	1
NC_030411	1
NC_030412	1
NC_030414	1
NC_030408	1
NC_030391	2
NC_030399	13
NC_030397	10
NC_030447	4
NC_030448	3
NC_030479	1
NC_030480	1
NC_030462	7
NC_030648	4
NC_030655	2
NC_030657	1
NC_030658	1
NC_030659	4
NC_030660	1
NC_030661	3
NC_030662	2
NC_030663	4
NC_030654	9
NC_030651	1
NC_030650	3
NC_030649	4
NC_030653	1
NC_030693	5
NC_030697	2
NC_030699	5
NC_030701	5
NC_030745	1
NC_030744	4
NC_030742	5
NC_030749	5
NC_030748	5
NC_030746	7
NC_030747	7
NC_030750	2
NC_030752	1
NC_030793	2
NC_030801	8
NC_030800	8
NC_030799	7
NC_030798	8
NC_030797	8
NC_030796	8
NC_030795	12
NC_030794	3
NC_030838	11
NC_030837	6
NC_030840	1
NC_030847	4
NC_030839	7
NC_030844	3
NC_030843	6
NC_030922	2
NC_030926	7
NC_030938	1
NC_030864	6
NC_030863	11
NC_030862	9
NC_030861	9
NC_030873	3
NC_030876	2
NC_030875	2
NC_030872	2
NC_030871	3
NC_030870	5
NC_030869	6
NC_030868	3
NC_030867	3
NC_030877	2
NC_030882	2
NC_030878	1
NC_030879	2
NC_030866	1
NC_030865	1
NC_030887	6
NC_030888	1
NC_030891	3
NC_031093	9
NC_031088	12
NC_031141	2
NC_031142	3
NC_031083	12
NC_031138	1
NC_031139	3
NC_031136	3
NC_031135	1
NC_031079	8
NC_031130	2
NC_031134	1
NC_031106	9
NC_031105	8
NC_031089	6
NC_031221	1
NC_031222	1
NC_031217	10
NC_031218	3
NC_031220	2
NC_031216	19
NC_031215	8
NC_031214	6
NC_031244	11
NC_031225	11
NC_031283	13
NC_031282	9
NC_031278	8
NC_031295	3
NC_031298	1
NC_031276	4
NC_031293	1
NC_031294	1
NC_031287	1
NC_031292	2
NC_031291	2
NC_031288	2
NC_031248	6
NC_031275	7
NC_031273	8
