ID	CDSs_MGA
NC_048168	53
NC_048741	250
NC_048109	47
NC_048110	166
NC_048107	20
NC_048101	59
NC_048739	25
NC_048740	27
NC_048151	164
NC_048102	193
NC_049805	86
NC_049844	73
NC_048112	61
NC_048115	65
NC_048742	218
NC_048111	48
NC_048113	58
NC_048114	47
NC_048116	52
NC_048117	57
NC_048118	54
NC_048119	58
NC_048120	54
NC_048138	45
NC_026608	57
NC_049973	30
NC_048088	76
NC_042043	79
NC_047960	84
NC_047820	78
NC_048202	82
NC_021331	87
NC_048626	91
NC_048136	47
NC_048140	55
NC_048141	95
NC_048743	106
NC_048139	120
NC_048137	76
NC_048144	55
NC_048153	52
NC_049967	46
NC_049968	42
NC_049969	43
NC_049446	51
NC_049447	55
NC_048142	50
NC_049445	253
NC_048143	77
NC_049930	22
NC_048170	243
NC_048746	104
NC_047865	51
NC_048208	71
NC_048150	81
NC_048749	86
NC_048750	88
NC_048146	98
NC_048149	170
NC_048145	163
NC_048751	116
NC_048148	52
NC_048747	215
NC_048748	170
NC_049822	84
NC_048194	98
NC_048195	104
NC_048186	217
NC_048196	277
NC_048193	91
NC_048745	90
NC_048192	55
NC_049454	45
NC_049453	45
NC_049452	42
NC_049451	39
NC_049450	42
NC_049448	47
NC_049449	27
NC_048152	98
NC_048154	53
NC_048155	54
NC_048754	193
NC_048752	198
NC_048753	161
NC_048163	47
NC_048164	44
NC_048173	240
NC_049840	78
NC_049850	451
NC_049851	451
NC_049455	205
NC_048169	153
NC_048165	88
NC_048166	131
NC_048174	53
NC_048171	57
NC_049934	29
NC_049939	28
NC_049940	26
NC_049932	26
NC_049933	26
NC_049936	27
NC_049938	25
NC_049935	25
NC_048172	54
NC_049340	307
NC_048755	266
NC_048759	98
NC_048758	82
NC_048756	162
NC_048757	156
NC_042348	41
NC_042349	68
NC_042351	67
NC_042353	67
NC_048180	44
NC_048182	287
NC_048179	78
NC_048175	43
NC_048176	181
NC_048177	54
NC_048178	60
NC_048662	89
NC_048663	90
NC_048181	70
NC_048762	72
NC_048761	54
NC_048760	166
NC_048189	137
NC_048190	143
NC_048191	141
NC_048187	144
NC_048188	141
NC_042094	192
NC_042095	190
NC_048185	77
NC_048763	73
NC_048764	77
NC_049457	43
NC_049813	66
NC_049846	75
NC_049847	77
NC_049841	77
NC_049839	78
NC_048777	57
NC_048765	197
NC_048798	265
NC_048792	324
NC_048766	81
NC_048767	78
NC_048769	211
NC_048768	98
NC_048793	87
NC_048791	59
NC_048787	64
NC_048790	61
NC_048789	54
NC_048788	96
NC_048770	202
NC_048773	147
NC_048771	252
NC_048772	215
NC_048795	154
NC_048799	74
NC_049462	200
NC_048796	109
NC_049917	72
NC_050148	89
NC_048778	57
NC_049928	63
NC_049927	61
NC_048801	49
NC_048774	149
NC_048775	140
NC_048776	144
NC_049814	86
NC_048783	106
NC_048782	63
NC_048784	72
NC_048781	165
NC_048780	60
NC_049835	89
NC_049837	83
NC_049836	78
NC_049833	79
NC_049834	84
NC_049970	28
NC_049849	343
NC_049461	42
NC_048794	159
NC_048786	152
NC_049512	200
NC_049460	38
NC_049458	198
NC_049459	41
NC_048779	212
NC_049465	74
NC_048797	245
NC_048800	105
NC_049463	89
NC_049853	79
NC_048808	169
NC_049467	89
NC_049469	99
NC_049471	105
NC_049470	79
NC_048812	93
NC_048814	93
NC_048813	93
NC_048815	91
NC_048805	80
NC_048811	165
NC_048806	88
NC_048807	246
NC_049466	77
NC_049464	259
NC_048802	259
NC_048810	89
NC_048809	169
NC_049468	76
NC_049831	83
NC_048818	158
NC_049838	77
NC_048803	77
NC_048804	264
NC_048816	84
NC_048817	84
NC_049473	70
NC_048819	161
NC_048820	104
NC_049808	81
NC_049472	213
NC_049478	102
NC_048822	85
NC_048825	86
NC_048823	89
NC_048826	94
NC_048824	105
NC_049477	46
NC_049971	26
NC_049972	28
NC_049812	52
NC_049857	164
NC_049474	47
NC_049476	57
NC_049475	48
NC_048821	214
NC_049479	246
NC_049480	57
NC_049481	54
NC_049482	44
NC_049483	53
NC_049484	57
NC_049485	60
NC_049486	56
NC_049487	55
NC_049488	45
NC_049848	78
NC_048828	240
NC_042005	52
NC_005056	42
NC_000929	52
NC_017969	160
NC_016161	59
NC_008196	86
NC_001317	42
NC_049952	60
NC_049954	59
NC_049950	55
NC_049946	62
NC_049391	49
NC_049386	40
NC_049385	39
NC_049390	42
NC_049387	40
NC_049388	38
NC_049389	38
NC_049489	101
NC_049842	76
NC_048829	49
NC_048830	49
NC_048831	61
NC_048832	64
NC_048833	63
NC_048834	51
NC_048835	64
NC_048836	64
NC_048837	58
NC_048838	58
NC_048839	63
NC_048840	63
NC_048841	61
NC_048842	63
NC_048843	52
NC_048844	58
NC_049493	244
NC_049490	245
NC_049492	245
NC_049491	239
NC_048827	187
NC_049845	76
NC_049494	245
NC_049392	38
NC_049394	40
NC_049393	42
NC_049395	41
NC_048849	296
NC_048848	49
NC_049829	72
NC_049826	84
NC_049819	86
NC_049827	81
NC_049852	83
NC_048845	72
NC_049825	78
NC_049828	79
NC_049823	85
NC_049818	86
NC_049815	85
NC_049817	85
NC_049816	86
NC_049824	83
NC_049832	79
NC_048664	140
NC_048847	165
NC_048850	91
NC_048854	70
NC_048851	104
NC_049509	208
NC_048861	139
NC_048853	169
NC_048855	168
NC_048856	170
NC_048857	177
NC_048852	170
NC_048859	22
NC_048858	22
NC_049498	69
NC_048860	47
NC_049503	203
NC_049501	199
NC_048862	15
NC_048872	165
NC_049505	193
NC_048870	167
NC_049502	200
NC_048864	73
NC_048866	160
NC_049504	199
NC_048867	162
NC_048869	169
NC_049500	181
NC_049508	200
NC_049506	205
NC_048865	154
NC_048871	170
NC_049507	200
NC_049499	183
NC_048868	165
NC_049821	83
NC_048863	71
NC_049830	77
NC_050147	90
NC_050144	91
NC_050146	90
NC_050150	88
NC_050151	88
NC_050143	86
NC_048874	6
NC_048875	80
NC_048873	247
NC_048877	56
NC_048876	80
NC_048878	66
NC_049820	64
NC_049974	29
NC_047706	44
NC_047709	57
NC_047710	54
NC_047707	45
NC_047700	49
NC_047708	36
NC_047704	40
NC_047701	52
NC_047705	54
NC_047702	55
NC_047703	52
NC_047711	55
NC_049948	67
NC_049953	59
NC_049949	58
NC_049955	57
NC_050149	89
NC_049900	62
NC_048666	71
NC_041878	601
NC_015209	15
NC_011057	96
NC_013650	213
NC_013694	82
NC_014461	114
NC_015584	130
NC_028803	97
NC_018834	41
NC_018838	41
NC_028681	96
NC_024711	91
NC_021324	89
NC_000866	264
NC_004928	267
NC_010105	277
NC_012741	272
NC_014792	283
NC_052421	82
NC_052470	83
NC_052452	82
NC_052453	85
NC_052423	79
NC_052464	92
NC_052434	85
NC_052422	81
NC_052411	82
NC_052454	87
NC_052430	81
NC_052460	85
NC_052410	82
NC_052427	86
NC_052433	86
NC_052446	82
NC_052424	85
NC_052440	81
NC_052431	78
NC_052426	87
NC_052451	83
NC_052445	84
NC_052447	80
NC_052441	84
NC_052450	82
NC_052459	83
NC_052416	87
NC_052455	82
NC_052463	87
NC_052449	81
NC_052412	81
NC_052428	82
NC_052443	88
NC_052457	82
NC_052420	82
NC_052425	83
NC_052413	82
NC_052466	82
NC_052456	81
NC_052429	89
NC_052458	85
NC_052461	86
NC_052468	83
NC_052414	76
NC_052419	87
NC_052415	86
NC_052435	87
NC_052439	86
NC_052437	89
NC_052438	83
NC_052462	84
NC_052465	83
NC_052469	81
NC_052418	89
NC_052417	90
NC_052442	83
NC_052436	89
NC_052448	88
NC_052432	86
NC_052444	87
NC_052467	91
NC_041919	266
NC_048694	285
NC_031090	268
NC_031011	270
NC_031085	266
NC_030953	271
NC_012635	266
NC_049978	102
NC_012788	58
NC_014458	92
NC_014459	93
NC_023705	60
NC_023747	95
NC_023498	98
NC_028978	94
NC_028861	62
NC_028922	65
NC_028791	65
NC_028936	78
NC_052652	239
NC_052654	272
NC_052653	249
NC_052655	246
NC_052656	270
NC_052657	243
NC_052658	268
NC_052659	251
NC_052660	278
NC_052661	268
NC_052662	281
NC_052663	240
NC_052940	26
NC_052932	24
NC_052939	24
NC_052937	25
NC_052941	26
NC_052935	24
NC_052933	24
NC_052936	24
NC_052938	24
NC_052934	24
NC_052965	78
NC_052966	80
NC_052967	82
NC_052964	93
NC_052980	67
NC_052991	64
NC_052992	71
NC_053005	72
NC_052997	75
NC_052998	73
NC_053002	71
NC_052968	88
NC_052976	66
NC_052988	78
NC_052975	72
NC_052981	67
NC_052987	78
NC_052971	83
NC_052969	87
NC_052970	82
NC_052972	82
NC_053012	86
NC_053000	76
NC_053001	77
NC_053004	72
NC_052990	72
NC_052985	76
NC_053011	77
NC_052984	76
NC_053013	80
NC_052977	62
NC_053014	76
NC_052983	64
NC_052973	69
NC_053015	80
NC_052982	85
NC_052989	78
NC_053008	74
NC_053009	72
NC_053010	75
NC_052986	74
NC_052979	68
NC_053003	71
NC_052994	72
NC_052995	74
NC_052996	74
NC_052993	73
NC_052999	75
NC_053006	72
NC_053007	72
NC_053174	81
NC_053173	77
NC_053172	72
NC_053241	83
NC_053245	83
NC_053237	84
NC_053239	83
NC_053238	82
NC_053234	80
NC_053211	79
NC_053240	80
NC_053249	84
NC_053248	81
NC_053243	79
NC_053242	86
NC_053244	86
NC_053209	76
NC_053247	81
NC_053235	77
NC_053236	81
NC_053210	78
NC_053246	97
NC_053503	86
NC_053504	124
NC_053515	151
NC_053508	133
NC_053507	130
NC_053505	122
NC_053512	113
NC_053510	114
NC_053511	130
NC_053509	135
NC_053514	144
NC_053513	144
NC_053516	140
NC_053506	130
NC_031253	130
NC_031028	57
NC_054146	64
NC_054393	125
NC_054149	62
NC_054392	56
NC_054147	60
NC_054148	60
NC_054421	60
NC_054427	61
NC_054426	61
NC_054422	60
NC_054429	60
NC_054428	59
NC_054431	24
NC_054418	60
NC_054420	63
NC_054424	61
NC_054430	62
NC_054433	87
NC_054419	60
NC_054425	60
NC_054432	77
NC_054423	62
NC_054434	73
NC_054436	74
NC_054435	69
NC_054438	77
NC_054437	68
NC_054440	57
NC_054443	66
NC_054442	58
NC_054439	63
NC_054447	66
NC_054441	63
NC_054444	64
NC_054445	62
NC_054446	64
NC_054452	61
NC_054449	69
NC_054455	66
NC_054450	69
NC_054451	65
NC_054453	67
NC_054456	62
NC_054448	59
NC_054454	61
NC_054460	67
NC_054458	72
NC_054459	77
NC_054461	69
NC_054464	68
NC_054465	84
NC_054466	74
NC_054463	63
NC_054462	60
NC_054645	81
NC_054637	83
NC_054639	76
NC_054636	82
NC_054644	76
NC_054651	80
NC_054643	82
NC_054640	73
NC_054642	75
NC_054652	70
NC_054647	81
NC_054650	70
NC_054641	82
NC_054638	70
NC_054646	80
NC_054648	83
NC_054653	68
NC_054649	82
NC_054654	66
NC_054681	73
NC_054674	77
NC_054664	76
NC_054668	81
NC_054663	75
NC_054665	80
NC_054677	76
NC_054662	78
NC_054671	83
NC_054680	75
NC_054656	78
NC_054661	75
NC_054670	80
NC_054660	77
NC_054666	84
NC_054655	78
NC_054678	70
NC_054669	82
NC_054675	76
NC_054667	80
NC_054672	78
NC_054673	74
NC_054657	85
NC_054658	75
NC_054676	75
NC_054659	77
NC_054679	72
NC_054714	238
NC_054715	233
NC_054716	215
NC_054717	218
NC_054722	219
NC_054720	215
NC_054719	213
NC_054718	223
NC_054721	222
NC_054724	223
NC_054723	224
NC_054727	194
NC_054726	206
NC_054725	230
NC_054772	84
NC_054759	77
NC_054778	70
NC_054782	91
NC_054773	85
NC_054774	82
NC_054781	91
NC_054761	75
NC_054780	83
NC_054775	83
NC_054770	79
NC_054760	80
NC_054776	82
NC_054779	89
NC_054777	77
NC_054771	77
NC_054762	62
NC_054785	86
NC_054793	85
NC_054791	91
NC_054792	75
NC_054788	74
NC_054787	86
NC_054786	84
NC_054784	81
NC_054790	84
NC_054783	98
NC_054789	82
NC_054794	78
NC_054795	84
NC_054796	71
NC_054797	82
NC_054798	81
NC_054799	80
NC_054800	81
NC_054801	82
NC_054802	83
NC_054803	80
NC_054804	79
NC_054805	94
NC_054806	93
NC_054807	81
NC_054808	90
NC_054809	90
NC_054810	91
NC_054811	89
NC_054812	90
NC_054813	91
NC_054814	86
NC_054815	86
NC_003438	9
NC_001341	7
NC_003793	11
NC_001365	10
NC_001270	11
NC_009987	11
NC_002515	17
NC_001447	17
NC_001942	28
NC_005964	29
NC_001798	87
NC_030692	4
NC_027892	6
NC_029642	4
NC_001607	3
NC_029549	2
NC_029550	2
NC_029551	1
NC_029552	1
NC_029553	2
NC_029570	1
NC_029554	1
NC_029555	2
NC_029558	1
NC_029559	2
NC_029560	2
NC_029561	1
NC_029571	1
NC_029572	1
NC_029573	3
NC_029567	1
NC_029562	1
NC_029568	1
NC_029563	2
NC_029564	1
NC_029565	1
NC_029566	1
NC_029556	1
NC_029557	1
NC_029569	1
NC_029574	1
NC_029575	1
NC_029578	4
NC_029617	5
NC_030691	4
NC_017862	3
NC_017936	2
NC_017937	7
NC_017938	1
NC_017939	1
NC_029648	3
NC_017977	1
NC_017967	1
NC_017970	2
NC_017988	1
NC_017989	1
NC_017987	3
NC_017993	6
NC_017994	4
NC_029691	4
NC_017916	3
NC_017914	3
NC_017917	4
NC_017913	2
NC_011348	2
NC_017995	5
NC_017996	4
NC_017997	4
NC_017990	2
NC_017991	1
NC_029803	3
NC_029804	3
NC_029783	10
NC_029782	1
NC_029797	2
NC_029799	2
NC_029800	2
NC_038232	2
NC_029802	1
NC_029801	4
NC_018072	3
NC_018071	2
NC_018070	1
NC_029853	3
NC_029852	4
NC_029854	1
NC_018074	4
NC_018075	5
NC_018076	5
NC_029994	2
NC_029991	2
NC_029996	110
NC_029995	2
NC_029993	5
NC_029992	5
NC_029997	96
NC_029936	2
NC_029931	1
NC_029935	2
NC_029900	3
NC_029901	1
NC_037612	3
NC_037613	2
NC_029903	1
NC_037614	1
NC_037615	2
NC_029932	2
NC_029933	1
NC_036636	1
NC_029921	2
NC_029922	1
NC_029923	2
NC_029924	1
NC_029925	1
NC_029928	1
NC_029929	1
NC_029930	1
NC_029927	1
NC_029926	1
NC_035887	3
NC_035888	1
NC_029905	2
NC_029906	3
NC_029911	1
NC_029912	1
NC_029913	1
NC_029916	1
NC_029915	1
NC_029917	1
NC_029918	1
NC_029919	1
NC_029914	2
NC_029920	1
NC_029907	3
NC_037579	1
NC_037580	3
NC_037581	1
NC_037582	1
NC_037588	1
NC_037585	1
NC_037586	1
NC_037587	1
NC_029904	1
NC_037583	1
NC_037584	1
NC_029989	2
NC_029990	3
NC_030152	1
NC_030159	1
NC_030160	2
NC_030161	1
NC_030162	1
NC_030153	1
NC_030155	3
NC_030157	1
NC_030158	1
NC_030163	1
NC_030156	1
NC_030115	2
NC_030236	1
NC_030229	4
NC_030126	3
NC_030139	2
NC_030146	3
NC_030142	3
NC_030141	4
NC_030145	3
NC_030143	4
NC_030140	4
NC_030144	3
NC_030147	3
NC_030138	4
NC_030118	1
NC_030117	77
NC_030148	8
NC_030151	3
NC_030127	4
NC_030201	2
NC_030199	2
NC_030200	94
NC_030203	2
NC_030205	9
NC_030202	3
NC_030295	2
NC_030296	4
NC_030291	1
NC_030292	7
NC_030294	5
NC_030297	2
NC_030293	1
NC_030308	2
NC_018082	1
NC_018090	2
NC_018091	1
NC_018093	1
NC_030224	2
NC_030238	4
NC_030242	1
NC_030244	1
NC_030235	2
NC_030234	2
NC_030233	3
NC_030232	2
NC_030225	4
NC_030240	105
NC_030231	4
NC_030243	1
NC_030245	2
NC_030226	1
NC_030228	1
NC_030227	1
NC_030290	2
NC_023295	3
NC_027059	3
NC_023300	1
NC_023301	1
NC_023302	1
NC_023304	1
NC_023306	1
NC_023307	1
NC_023299	1
NC_023305	1
NC_023296	1
NC_023298	1
NC_023308	1
NC_023309	1
NC_023310	1
NC_023303	1
NC_023311	1
NC_027026	2
NC_027016	166
NC_027040	2
NC_027054	2
NC_023312	3
NC_026942	4
NC_026944	3
NC_026947	1
NC_026946	4
NC_026945	3
NC_026943	4
NC_027199	7
NC_027198	4
NC_027208	2
NC_027209	2
NC_027211	5
NC_027210	1
NC_027117	5
NC_027123	5
NC_027121	10
NC_027122	3
NC_027131	3
NC_027133	1
NC_027141	1
NC_027142	1
NC_027140	1
NC_027124	7
NC_027128	1
NC_027126	2
NC_027138	1
NC_027139	1
NC_027135	1
NC_027137	1
NC_027134	1
NC_027136	1
NC_027129	3
NC_027214	2
NC_027212	1
NC_027215	3
NC_027428	3
NC_027426	3
NC_027427	3
NC_027431	2
NC_027430	1
NC_027429	2
NC_027534	1
NC_027535	1
NC_027537	1
NC_027538	1
NC_027549	2
NC_027550	1
NC_027552	2
NC_027551	1
NC_027536	1
NC_027548	3
NC_027563	2
NC_027565	1
NC_027566	1
NC_027564	1
NC_027567	2
NC_027568	1
NC_027569	1
NC_027571	1
NC_027573	2
NC_027576	1
NC_027574	2
NC_027570	1
NC_027572	1
NC_027532	5
NC_027528	4
NC_027527	4
NC_027533	1
NC_027539	1
NC_027540	1
NC_027543	1
NC_027545	1
NC_027546	1
NC_027547	2
NC_027542	1
NC_027544	1
NC_027541	1
NC_027531	3
NC_027530	1
NC_027619	2
NC_027631	11
NC_027701	2
NC_027714	4
NC_027710	4
NC_027712	8
NC_027713	1
NC_027706	1
NC_027711	4
NC_027703	1
NC_027720	4
NC_027719	2
NC_027718	1
NC_027776	4
NC_027777	2
NC_027783	2
NC_027789	3
NC_027793	1
NC_027791	2
NC_027787	2
NC_027782	2
NC_027785	4
NC_027784	1
NC_027795	1
NC_027796	2
NC_027781	3
NC_027802	1
NC_027808	2
NC_027810	2
NC_035937	1
NC_035938	1
NC_035939	1
NC_035935	1
NC_035936	1
NC_027816	1
NC_027804	1
NC_027805	1
NC_027806	1
NC_027811	1
NC_027812	1
NC_027813	1
NC_027803	1
NC_027807	1
NC_027814	1
NC_027815	1
NC_027779	5
NC_027790	1
NC_027799	2
NC_027797	2
NC_027780	2
NC_027798	2
NC_027800	2
NC_027792	3
NC_027786	2
NC_027794	2
NC_027788	2
NC_027801	4
NC_027822	2
NC_027823	1
NC_027916	64
NC_027915	2
NC_027821	3
NC_027818	1
NC_027820	5
NC_027920	1
NC_030690	5
NC_029255	81
NC_027924	6
NC_027923	96
NC_027917	1
NC_027919	1
NC_027918	1
NC_027926	3
NC_027927	2
NC_027922	2
NC_027928	1
NC_027929	1
NC_027930	2
NC_027921	2
NC_027998	1
NC_028044	3
NC_028045	2
NC_028046	2
NC_028099	80
NC_028097	3
NC_028098	2
NC_028115	1
NC_028126	4
NC_028125	6
NC_028134	2
NC_028133	2
NC_028124	3
NC_028114	2
NC_028111	4
NC_028129	2
NC_028119	3
NC_028117	3
NC_028132	1
NC_028131	1
NC_028116	1
NC_028128	3
NC_028130	1
NC_028123	3
NC_028120	4
NC_028127	5
NC_030688	4
NC_028368	1
NC_028374	2
NC_028371	6
NC_028376	1
NC_028365	1
NC_028364	1
NC_028363	1
NC_028378	2
NC_028372	1
NC_028370	2
NC_028377	1
NC_028367	1
NC_028373	1
NC_028369	2
NC_028375	1
NC_028387	3
NC_028382	1
NC_028383	1
NC_028386	1
NC_028384	2
NC_028385	2
NC_028389	1
NC_028388	1
NC_028391	1
NC_028392	2
NC_028396	2
NC_028397	1
NC_028393	1
NC_028398	1
NC_028399	1
NC_028394	2
NC_028395	1
NC_028402	3
NC_028400	1
NC_028401	2
NC_028136	1
NC_028144	1
NC_028145	2
NC_028142	2
NC_028143	2
NC_028141	2
NC_028140	2
NC_028137	2
NC_028138	1
NC_004732	3
NC_028146	1
NC_028139	1
NC_028240	1
NC_028230	6
NC_028243	4
NC_028232	6
NC_028242	2
NC_028239	10
NC_028236	4
NC_028241	9
NC_028244	8
NC_028231	5
NC_028249	7
NC_028246	8
NC_028253	1
NC_028252	1
NC_028250	2
NC_028251	1
NC_028255	4
NC_028265	2
NC_028264	4
NC_028263	3
NC_028261	4
NC_028260	3
NC_028259	4
NC_028267	4
NC_028262	3
NC_028266	3
NC_028362	6
NC_028470	3
NC_028467	2
NC_028490	1
NC_028488	2
NC_028486	2
NC_028485	2
NC_028483	2
NC_028481	2
NC_028480	2
NC_028491	110
NC_028474	3
NC_028472	7
NC_028471	4
NC_028475	4
NC_028473	4
NC_028478	4
NC_028482	3
NC_028477	2
NC_028494	1
NC_028499	2
NC_028495	1
NC_028496	2
NC_028497	1
NC_028500	1
NC_028636	98
NC_028635	4
NC_028649	4
NC_028462	3
NC_028492	3
NC_028466	1
NC_037570	2
NC_037571	2
NC_037572	1
NC_028465	1
NC_037574	3
NC_037576	2
NC_037577	1
NC_037578	1
NC_037573	2
NC_037575	3
NC_023339	3
NC_028752	6
NC_028650	3
NC_029122	2
NC_029123	2
NC_029124	1
NC_028891	15
NC_028975	7
NC_028868	3
NC_028949	3
NC_028989	3
NC_028921	2
NC_028973	3
NC_028981	2
NC_028970	1
NC_028964	1
NC_028806	7
NC_029034	3
NC_029037	2
NC_029035	2
NC_028948	2
NC_028867	5
NC_028824	7
NC_028814	8
NC_028833	7
NC_028811	6
NC_029038	2
NC_029036	2
NC_028985	2
NC_029051	1
NC_029132	52
NC_029053	3
NC_029052	2
NC_029109	3
NC_029108	2
NC_029096	2
NC_029095	1
NC_029064	1
NC_029117	3
NC_029105	3
NC_037611	1
NC_029125	2
NC_029126	2
NC_029089	3
NC_029088	5
NC_029087	3
NC_029086	5
NC_029085	3
NC_029082	1
NC_037616	2
NC_037617	1
NC_029063	2
NC_029128	1
NC_029129	2
NC_029127	1
NC_029076	1
NC_029115	1
NC_029114	1
NC_029112	1
NC_029111	2
NC_029110	2
NC_029133	4
NC_029131	3
NC_029300	3
NC_029303	3
NC_029301	2
NC_029302	3
NC_029304	92
NC_029311	81
NC_029312	2
NC_029313	1
NC_024910	2
NC_024911	1
NC_024912	2
NC_024914	1
NC_024916	1
NC_024917	1
NC_024918	1
NC_024919	1
NC_024920	1
NC_023420	1
NC_024913	1
NC_024915	1
NC_023421	1
NC_023422	3
NC_029306	3
NC_029307	2
NC_029309	2
NC_033620	121
NC_033618	1
NC_033619	1
NC_033776	2
NC_033781	5
NC_033783	1
NC_033785	1
NC_033787	2
NC_033788	1
NC_033789	1
NC_033790	1
NC_033791	1
NC_033784	1
NC_033782	1
NC_033779	2
NC_033777	4
NC_033792	4
NC_033740	5
NC_033706	3
NC_033701	4
NC_033727	2
NC_033732	1
NC_033709	3
NC_033711	4
NC_033712	5
NC_033714	4
NC_033717	4
NC_033718	2
NC_033708	1
NC_033748	1
NC_033751	2
NC_033731	7
NC_033735	4
NC_033733	2
NC_033710	3
NC_033707	2
NC_033749	1
NC_033750	2
NC_033713	2
NC_033722	2
NC_033764	1
NC_033766	1
NC_033767	1
NC_033768	2
NC_033762	1
NC_033763	2
NC_033760	2
NC_033761	1
NC_033759	1
NC_033756	1
NC_033757	1
NC_033758	2
NC_033725	2
NC_033729	1
NC_033772	3
NC_033773	3
NC_033774	1
NC_033745	4
NC_033744	4
NC_033741	4
NC_033746	5
NC_033747	4
NC_033742	3
NC_033743	4
NC_033736	4
NC_033739	3
NC_033738	4
NC_033696	2
NC_033695	1
NC_033720	2
NC_033716	1
NC_033700	6
NC_033734	2
NC_033704	2
NC_033705	5
NC_033753	1
NC_033754	2
NC_033730	2
NC_033728	3
NC_033703	4
NC_033719	3
NC_033752	3
NC_018102	5
NC_018105	3
NC_033793	3
NC_033824	2
NC_033823	1
NC_033820	1
NC_033828	1
NC_033830	1
NC_033831	1
NC_033847	1
NC_033851	2
NC_033852	1
NC_033816	1
NC_033815	2
NC_033822	1
NC_033827	1
NC_033829	105
NC_033832	1
NC_033833	2
NC_033834	1
NC_033821	3
NC_033817	1
NC_018136	1
NC_018137	2
NC_018138	1
NC_018151	2
NC_018173	3
NC_018174	6
NC_018175	4
NC_018176	1
NC_034017	2
NC_018226	1
NC_034161	1
NC_034160	2
NC_034155	3
NC_034158	3
NC_034159	1
NC_034167	1
NC_034215	1
NC_034214	2
NC_034210	2
NC_034216	1
NC_034217	1
NC_034219	4
NC_034218	4
NC_034221	3
NC_034220	3
NC_034222	1
NC_034223	2
NC_034224	2
NC_034225	2
NC_034240	6
NC_034243	2
NC_018403	2
NC_018404	2
NC_018402	1
NC_018401	2
NC_018382	2
NC_018399	2
NC_018384	1
NC_018383	1
NC_034265	3
NC_034266	95
NC_034267	1
NC_034253	4
NC_034247	4
NC_034246	6
NC_034250	1
NC_034245	1
NC_034254	1
NC_034255	1
NC_034256	1
NC_034261	1
NC_034262	1
NC_034263	1
NC_034252	2
NC_034251	4
NC_034264	4
NC_034273	1
NC_018448	4
NC_018450	2
NC_018449	4
NC_018456	1
NC_018457	1
NC_018458	5
NC_018481	2
NC_018484	1
NC_018482	1
NC_018483	3
NC_018455	1
NC_018461	1
NC_018462	1
NC_018466	1
NC_018459	1
NC_018460	1
NC_018465	1
NC_018464	1
NC_018467	1
NC_018463	1
NC_018476	1
NC_018477	1
NC_018478	1
NC_034375	4
NC_034378	3
NC_034377	4
NC_034376	3
NC_034381	2
NC_034384	1
NC_023425	3
NC_023435	3
NC_023434	3
NC_023433	2
NC_023432	2
NC_023431	2
NC_023429	3
NC_023428	2
NC_023430	2
NC_023427	2
NC_023436	2
NC_030311	1
NC_030310	2
NC_030309	1
NC_030378	1
NC_030379	3
NC_030380	2
NC_030392	2
NC_023441	4
NC_023442	102
NC_023440	4
NC_023443	1
NC_030396	3
NC_030395	3
NC_030393	1
NC_030398	3
NC_030400	1
NC_030402	2
NC_030405	2
NC_030406	1
NC_030407	1
NC_030409	1
NC_030410	1
NC_030413	1
NC_030415	1
NC_030411	1
NC_030412	1
NC_030414	1
NC_030408	1
NC_030391	1
NC_030399	2
NC_030397	2
NC_030447	4
NC_030448	3
NC_030479	1
NC_030480	1
NC_030462	4
NC_030648	1
NC_030655	1
NC_030657	1
NC_030658	1
NC_030659	1
NC_030660	1
NC_030661	1
NC_030662	1
NC_030663	2
NC_030654	5
NC_030651	1
NC_030650	2
NC_030649	1
NC_030653	1
NC_030693	2
NC_030697	1
NC_030699	3
NC_030701	5
NC_030745	1
NC_030744	1
NC_030742	2
NC_030749	3
NC_030748	2
NC_030746	3
NC_030747	4
NC_030750	1
NC_030752	1
NC_030793	2
NC_030801	5
NC_030800	6
NC_030799	5
NC_030798	4
NC_030797	4
NC_030796	5
NC_030795	4
NC_030794	1
NC_030838	4
NC_030837	2
NC_030840	1
NC_030847	1
NC_030839	7
NC_030844	8
NC_030843	1
NC_030922	2
NC_030926	4
NC_030938	1
NC_030864	4
NC_030863	2
NC_030862	3
NC_030861	3
NC_030873	3
NC_030876	1
NC_030875	1
NC_030872	1
NC_030871	2
NC_030870	1
NC_030869	2
NC_030868	2
NC_030867	2
NC_030877	1
NC_030882	1
NC_030878	1
NC_030879	1
NC_030866	1
NC_030865	1
NC_030887	3
NC_030888	2
NC_030891	3
NC_031093	3
NC_031088	6
NC_031141	1
NC_031142	2
NC_031083	5
NC_031138	1
NC_031139	2
NC_031136	3
NC_031135	3
NC_031079	5
NC_031130	1
NC_031134	1
NC_031106	2
NC_031105	2
NC_031089	4
NC_031221	1
NC_031222	2
NC_031217	4
NC_031218	1
NC_031220	1
NC_031216	7
NC_031215	4
NC_031214	2
NC_031244	5
NC_031225	6
NC_031283	5
NC_031282	7
NC_031278	5
NC_031295	1
NC_031298	1
NC_031276	3
NC_031293	1
NC_031294	2
NC_031287	1
NC_031292	4
NC_031291	1
NC_031288	4
NC_031248	5
NC_031275	3
NC_031273	6
NC_031272	3
NC_031270	5
NC_031268	3
NC_031284	1
NC_031285	1
NC_031259	3
NC_031240	5
NC_031236	4
NC_031232	6
NC_031227	5
NC_031301	5
NC_031313	1
NC_031316	2
NC_031314	2
NC_031304	3
